"freq
References : ['dB(analysis.SP.S(1,1))']
Dependency : [?]
Num. Points : [?]
Matrix Size : ?
Type : ?","dB(analysis.SP.S(1,1))
References : []
Dependency : [freq]
Num. Points : [32001]
Matrix Size : scalar
Type : Real"
2.064 GHz,5.421
2.065 GHz,5.423
2.065 GHz,5.426
2.065 GHz,5.428
2.065 GHz,5.431
2.066 GHz,5.433
2.066 GHz,5.435
2.066 GHz,5.438
2.067 GHz,5.440
2.067 GHz,5.443
2.067 GHz,5.445
2.067 GHz,5.447
2.068 GHz,5.450
2.068 GHz,5.452
2.068 GHz,5.455
2.068 GHz,5.457
2.069 GHz,5.460
2.069 GHz,5.462
2.069 GHz,5.464
2.070 GHz,5.467
2.070 GHz,5.469
2.070 GHz,5.472
2.070 GHz,5.474
2.071 GHz,5.476
2.071 GHz,5.478
2.071 GHz,5.480
2.072 GHz,5.482
2.072 GHz,5.484
2.072 GHz,5.487
2.072 GHz,5.489
2.073 GHz,5.491
2.073 GHz,5.493
2.073 GHz,5.495
2.074 GHz,5.497
2.074 GHz,5.499
2.074 GHz,5.502
2.074 GHz,5.504
2.075 GHz,5.506
2.075 GHz,5.508
2.075 GHz,5.510
2.075 GHz,5.512
2.076 GHz,5.515
2.076 GHz,5.517
2.076 GHz,5.519
2.077 GHz,5.521
2.077 GHz,5.523
2.077 GHz,5.525
2.077 GHz,5.528
2.078 GHz,5.530
2.078 GHz,5.532
2.078 GHz,5.534
2.079 GHz,5.536
2.079 GHz,5.538
2.079 GHz,5.541
2.079 GHz,5.543
2.080 GHz,5.545
2.080 GHz,5.547
2.080 GHz,5.550
2.081 GHz,5.552
2.081 GHz,5.554
2.081 GHz,5.557
2.081 GHz,5.559
2.082 GHz,5.562
2.082 GHz,5.564
2.082 GHz,5.567
2.083 GHz,5.569
2.083 GHz,5.572
2.083 GHz,5.574
2.083 GHz,5.577
2.084 GHz,5.579
2.084 GHz,5.581
2.084 GHz,5.584
2.084 GHz,5.586
2.085 GHz,5.589
2.085 GHz,5.591
2.085 GHz,5.594
2.086 GHz,5.596
2.086 GHz,5.599
2.086 GHz,5.601
2.086 GHz,5.604
2.087 GHz,5.606
2.087 GHz,5.609
2.087 GHz,5.611
2.088 GHz,5.613
2.088 GHz,5.616
2.088 GHz,5.618
2.088 GHz,5.621
2.089 GHz,5.623
2.089 GHz,5.626
2.089 GHz,5.628
2.090 GHz,5.631
2.090 GHz,5.633
2.090 GHz,5.636
2.090 GHz,5.638
2.091 GHz,5.641
2.091 GHz,5.643
2.091 GHz,5.646
2.092 GHz,5.648
2.092 GHz,5.651
2.092 GHz,5.653
2.092 GHz,5.655
2.093 GHz,5.658
2.093 GHz,5.660
2.093 GHz,5.663
2.094 GHz,5.665
2.094 GHz,5.668
2.094 GHz,5.670
2.094 GHz,5.673
2.095 GHz,5.675
2.095 GHz,5.678
2.095 GHz,5.680
2.095 GHz,5.683
2.096 GHz,5.685
2.096 GHz,5.688
2.096 GHz,5.690
2.097 GHz,5.693
2.097 GHz,5.695
2.097 GHz,5.698
2.097 GHz,5.700
2.098 GHz,5.703
2.098 GHz,5.705
2.098 GHz,5.708
2.099 GHz,5.710
2.099 GHz,5.713
2.099 GHz,5.715
2.099 GHz,5.718
2.100 GHz,5.720
2.100 GHz,5.723
2.100 GHz,5.725
2.101 GHz,5.727
2.101 GHz,5.730
2.101 GHz,5.732
2.101 GHz,5.735
2.102 GHz,5.737
2.102 GHz,5.740
2.102 GHz,5.742
2.103 GHz,5.745
2.103 GHz,5.747
2.103 GHz,5.750
2.103 GHz,5.752
2.104 GHz,5.755
2.104 GHz,5.757
2.104 GHz,5.760
2.104 GHz,5.762
2.105 GHz,5.765
2.105 GHz,5.767
2.105 GHz,5.770
2.106 GHz,5.772
2.106 GHz,5.775
2.106 GHz,5.777
2.106 GHz,5.780
2.107 GHz,5.782
2.107 GHz,5.785
2.107 GHz,5.787
2.108 GHz,5.789
2.108 GHz,5.792
2.108 GHz,5.794
2.108 GHz,5.797
2.109 GHz,5.799
2.109 GHz,5.802
2.109 GHz,5.804
2.110 GHz,5.807
2.110 GHz,5.809
2.110 GHz,5.812
2.110 GHz,5.814
2.111 GHz,5.817
2.111 GHz,5.819
2.111 GHz,5.821
2.111 GHz,5.824
2.112 GHz,5.826
2.112 GHz,5.828
2.112 GHz,5.831
2.113 GHz,5.833
2.113 GHz,5.835
2.113 GHz,5.838
2.113 GHz,5.840
2.114 GHz,5.842
2.114 GHz,5.845
2.114 GHz,5.847
2.115 GHz,5.850
2.115 GHz,5.852
2.115 GHz,5.854
2.115 GHz,5.857
2.116 GHz,5.859
2.116 GHz,5.861
2.116 GHz,5.864
2.117 GHz,5.866
2.117 GHz,5.868
2.117 GHz,5.871
2.117 GHz,5.873
2.118 GHz,5.876
2.118 GHz,5.878
2.118 GHz,5.880
2.119 GHz,5.883
2.119 GHz,5.885
2.119 GHz,5.887
2.119 GHz,5.890
2.120 GHz,5.892
2.120 GHz,5.895
2.120 GHz,5.897
2.120 GHz,5.900
2.121 GHz,5.902
2.121 GHz,5.905
2.121 GHz,5.907
2.122 GHz,5.910
2.122 GHz,5.912
2.122 GHz,5.915
2.122 GHz,5.918
2.123 GHz,5.920
2.123 GHz,5.923
2.123 GHz,5.925
2.124 GHz,5.928
2.124 GHz,5.930
2.124 GHz,5.933
2.124 GHz,5.936
2.125 GHz,5.938
2.125 GHz,5.941
2.125 GHz,5.943
2.126 GHz,5.946
2.126 GHz,5.948
2.126 GHz,5.951
2.126 GHz,5.954
2.127 GHz,5.956
2.127 GHz,5.959
2.127 GHz,5.961
2.128 GHz,5.964
2.128 GHz,5.966
2.128 GHz,5.969
2.128 GHz,5.972
2.129 GHz,5.974
2.129 GHz,5.977
2.129 GHz,5.979
2.130 GHz,5.982
2.130 GHz,5.985
2.130 GHz,5.987
2.130 GHz,5.990
2.131 GHz,5.992
2.131 GHz,5.994
2.131 GHz,5.997
2.131 GHz,5.999
2.132 GHz,6.002
2.132 GHz,6.004
2.132 GHz,6.007
2.133 GHz,6.009
2.133 GHz,6.012
2.133 GHz,6.014
2.133 GHz,6.017
2.134 GHz,6.019
2.134 GHz,6.022
2.134 GHz,6.024
2.135 GHz,6.027
2.135 GHz,6.029
2.135 GHz,6.032
2.135 GHz,6.034
2.136 GHz,6.036
2.136 GHz,6.039
2.136 GHz,6.041
2.137 GHz,6.044
2.137 GHz,6.046
2.137 GHz,6.049
2.137 GHz,6.051
2.138 GHz,6.054
2.138 GHz,6.056
2.138 GHz,6.059
2.139 GHz,6.061
2.139 GHz,6.064
2.139 GHz,6.066
2.139 GHz,6.069
2.140 GHz,6.071
2.140 GHz,6.074
2.140 GHz,6.076
2.140 GHz,6.079
2.141 GHz,6.081
2.141 GHz,6.084
2.141 GHz,6.086
2.142 GHz,6.088
2.142 GHz,6.091
2.142 GHz,6.093
2.142 GHz,6.096
2.143 GHz,6.098
2.143 GHz,6.101
2.143 GHz,6.103
2.144 GHz,6.105
2.144 GHz,6.108
2.144 GHz,6.110
2.144 GHz,6.113
2.145 GHz,6.115
2.145 GHz,6.118
2.145 GHz,6.120
2.146 GHz,6.123
2.146 GHz,6.125
2.146 GHz,6.128
2.146 GHz,6.130
2.147 GHz,6.132
2.147 GHz,6.135
2.147 GHz,6.137
2.147 GHz,6.140
2.148 GHz,6.142
2.148 GHz,6.145
2.148 GHz,6.147
2.149 GHz,6.150
2.149 GHz,6.152
2.149 GHz,6.155
2.149 GHz,6.157
2.150 GHz,6.159
2.150 GHz,6.162
2.150 GHz,6.165
2.151 GHz,6.167
2.151 GHz,6.170
2.151 GHz,6.173
2.151 GHz,6.175
2.152 GHz,6.178
2.152 GHz,6.181
2.152 GHz,6.183
2.153 GHz,6.186
2.153 GHz,6.189
2.153 GHz,6.192
2.153 GHz,6.194
2.154 GHz,6.197
2.154 GHz,6.200
2.154 GHz,6.202
2.155 GHz,6.205
2.155 GHz,6.208
2.155 GHz,6.210
2.155 GHz,6.213
2.156 GHz,6.216
2.156 GHz,6.219
2.156 GHz,6.221
2.156 GHz,6.224
2.157 GHz,6.227
2.157 GHz,6.229
2.157 GHz,6.232
2.158 GHz,6.235
2.158 GHz,6.238
2.158 GHz,6.240
2.158 GHz,6.243
2.159 GHz,6.246
2.159 GHz,6.248
2.159 GHz,6.251
2.160 GHz,6.254
2.160 GHz,6.257
2.160 GHz,6.259
2.160 GHz,6.262
2.161 GHz,6.264
2.161 GHz,6.267
2.161 GHz,6.269
2.162 GHz,6.272
2.162 GHz,6.274
2.162 GHz,6.277
2.162 GHz,6.279
2.163 GHz,6.282
2.163 GHz,6.284
2.163 GHz,6.287
2.164 GHz,6.289
2.164 GHz,6.292
2.164 GHz,6.294
2.164 GHz,6.297
2.165 GHz,6.299
2.165 GHz,6.302
2.165 GHz,6.304
2.166 GHz,6.307
2.166 GHz,6.309
2.166 GHz,6.312
2.166 GHz,6.314
2.167 GHz,6.317
2.167 GHz,6.319
2.167 GHz,6.322
2.167 GHz,6.324
2.168 GHz,6.327
2.168 GHz,6.330
2.168 GHz,6.332
2.169 GHz,6.335
2.169 GHz,6.337
2.169 GHz,6.340
2.169 GHz,6.342
2.170 GHz,6.345
2.170 GHz,6.347
2.170 GHz,6.350
2.171 GHz,6.352
2.171 GHz,6.355
2.171 GHz,6.358
2.171 GHz,6.360
2.172 GHz,6.363
2.172 GHz,6.366
2.172 GHz,6.368
2.173 GHz,6.371
2.173 GHz,6.374
2.173 GHz,6.376
2.173 GHz,6.379
2.174 GHz,6.381
2.174 GHz,6.384
2.174 GHz,6.387
2.175 GHz,6.389
2.175 GHz,6.392
2.175 GHz,6.395
2.175 GHz,6.397
2.176 GHz,6.400
2.176 GHz,6.403
2.176 GHz,6.405
2.176 GHz,6.408
2.177 GHz,6.411
2.177 GHz,6.413
2.177 GHz,6.416
2.178 GHz,6.419
2.178 GHz,6.421
2.178 GHz,6.424
2.178 GHz,6.426
2.179 GHz,6.429
2.179 GHz,6.432
2.179 GHz,6.434
2.180 GHz,6.437
2.180 GHz,6.440
2.180 GHz,6.442
2.180 GHz,6.445
2.181 GHz,6.448
2.181 GHz,6.451
2.181 GHz,6.454
2.182 GHz,6.456
2.182 GHz,6.459
2.182 GHz,6.462
2.182 GHz,6.465
2.183 GHz,6.468
2.183 GHz,6.470
2.183 GHz,6.473
2.183 GHz,6.476
2.184 GHz,6.479
2.184 GHz,6.482
2.184 GHz,6.484
2.185 GHz,6.487
2.185 GHz,6.490
2.185 GHz,6.493
2.185 GHz,6.496
2.186 GHz,6.498
2.186 GHz,6.501
2.186 GHz,6.504
2.187 GHz,6.507
2.187 GHz,6.510
2.187 GHz,6.512
2.187 GHz,6.515
2.188 GHz,6.518
2.188 GHz,6.521
2.188 GHz,6.524
2.189 GHz,6.527
2.189 GHz,6.529
2.189 GHz,6.532
2.189 GHz,6.535
2.190 GHz,6.538
2.190 GHz,6.541
2.190 GHz,6.543
2.191 GHz,6.546
2.191 GHz,6.549
2.191 GHz,6.551
2.191 GHz,6.554
2.192 GHz,6.556
2.192 GHz,6.559
2.192 GHz,6.562
2.192 GHz,6.564
2.193 GHz,6.567
2.193 GHz,6.570
2.193 GHz,6.572
2.194 GHz,6.575
2.194 GHz,6.578
2.194 GHz,6.580
2.194 GHz,6.583
2.195 GHz,6.585
2.195 GHz,6.588
2.195 GHz,6.591
2.196 GHz,6.593
2.196 GHz,6.596
2.196 GHz,6.599
2.196 GHz,6.601
2.197 GHz,6.604
2.197 GHz,6.607
2.197 GHz,6.609
2.198 GHz,6.612
2.198 GHz,6.615
2.198 GHz,6.617
2.198 GHz,6.620
2.199 GHz,6.623
2.199 GHz,6.625
2.199 GHz,6.628
2.200 GHz,6.630
2.200 GHz,6.633
2.200 GHz,6.636
2.200 GHz,6.639
2.201 GHz,6.641
2.201 GHz,6.644
2.201 GHz,6.647
2.201 GHz,6.650
2.202 GHz,6.653
2.202 GHz,6.655
2.202 GHz,6.658
2.203 GHz,6.661
2.203 GHz,6.664
2.203 GHz,6.667
2.203 GHz,6.669
2.204 GHz,6.672
2.204 GHz,6.675
2.204 GHz,6.678
2.205 GHz,6.681
2.205 GHz,6.684
2.205 GHz,6.686
2.205 GHz,6.689
2.206 GHz,6.692
2.206 GHz,6.695
2.206 GHz,6.698
2.207 GHz,6.700
2.207 GHz,6.703
2.207 GHz,6.706
2.207 GHz,6.709
2.208 GHz,6.712
2.208 GHz,6.715
2.208 GHz,6.717
2.209 GHz,6.720
2.209 GHz,6.723
2.209 GHz,6.726
2.209 GHz,6.729
2.210 GHz,6.731
2.210 GHz,6.734
2.210 GHz,6.737
2.211 GHz,6.740
2.211 GHz,6.742
2.211 GHz,6.745
2.211 GHz,6.748
2.212 GHz,6.751
2.212 GHz,6.753
2.212 GHz,6.756
2.212 GHz,6.759
2.213 GHz,6.761
2.213 GHz,6.764
2.213 GHz,6.767
2.214 GHz,6.769
2.214 GHz,6.772
2.214 GHz,6.775
2.214 GHz,6.778
2.215 GHz,6.780
2.215 GHz,6.783
2.215 GHz,6.786
2.216 GHz,6.788
2.216 GHz,6.791
2.216 GHz,6.794
2.216 GHz,6.797
2.217 GHz,6.799
2.217 GHz,6.802
2.217 GHz,6.805
2.218 GHz,6.807
2.218 GHz,6.810
2.218 GHz,6.813
2.218 GHz,6.816
2.219 GHz,6.818
2.219 GHz,6.821
2.219 GHz,6.824
2.220 GHz,6.827
2.220 GHz,6.829
2.220 GHz,6.832
2.220 GHz,6.835
2.221 GHz,6.837
2.221 GHz,6.840
2.221 GHz,6.843
2.221 GHz,6.846
2.222 GHz,6.848
2.222 GHz,6.851
2.222 GHz,6.854
2.223 GHz,6.857
2.223 GHz,6.859
2.223 GHz,6.862
2.223 GHz,6.865
2.224 GHz,6.868
2.224 GHz,6.870
2.224 GHz,6.873
2.225 GHz,6.876
2.225 GHz,6.879
2.225 GHz,6.881
2.225 GHz,6.884
2.226 GHz,6.887
2.226 GHz,6.890
2.226 GHz,6.893
2.227 GHz,6.895
2.227 GHz,6.898
2.227 GHz,6.901
2.227 GHz,6.904
2.228 GHz,6.906
2.228 GHz,6.909
2.228 GHz,6.912
2.228 GHz,6.915
2.229 GHz,6.917
2.229 GHz,6.920
2.229 GHz,6.923
2.230 GHz,6.926
2.230 GHz,6.928
2.230 GHz,6.931
2.230 GHz,6.934
2.231 GHz,6.936
2.231 GHz,6.939
2.231 GHz,6.942
2.232 GHz,6.944
2.232 GHz,6.947
2.232 GHz,6.949
2.232 GHz,6.952
2.233 GHz,6.955
2.233 GHz,6.957
2.233 GHz,6.960
2.234 GHz,6.963
2.234 GHz,6.965
2.234 GHz,6.968
2.234 GHz,6.970
2.235 GHz,6.973
2.235 GHz,6.976
2.235 GHz,6.978
2.236 GHz,6.981
2.236 GHz,6.984
2.236 GHz,6.986
2.236 GHz,6.989
2.237 GHz,6.991
2.237 GHz,6.994
2.237 GHz,6.997
2.237 GHz,6.999
2.238 GHz,7.002
2.238 GHz,7.005
2.238 GHz,7.007
2.239 GHz,7.010
2.239 GHz,7.013
2.239 GHz,7.015
2.239 GHz,7.018
2.240 GHz,7.020
2.240 GHz,7.023
2.240 GHz,7.026
2.241 GHz,7.030
2.241 GHz,7.033
2.241 GHz,7.036
2.241 GHz,7.039
2.242 GHz,7.042
2.242 GHz,7.045
2.242 GHz,7.048
2.243 GHz,7.052
2.243 GHz,7.055
2.243 GHz,7.058
2.243 GHz,7.061
2.244 GHz,7.064
2.244 GHz,7.067
2.244 GHz,7.071
2.245 GHz,7.074
2.245 GHz,7.077
2.245 GHz,7.080
2.245 GHz,7.083
2.246 GHz,7.087
2.246 GHz,7.090
2.246 GHz,7.093
2.247 GHz,7.096
2.247 GHz,7.099
2.247 GHz,7.102
2.247 GHz,7.106
2.248 GHz,7.109
2.248 GHz,7.112
2.248 GHz,7.115
2.248 GHz,7.118
2.249 GHz,7.122
2.249 GHz,7.125
2.249 GHz,7.128
2.250 GHz,7.131
2.250 GHz,7.134
2.250 GHz,7.137
2.250 GHz,7.140
2.251 GHz,7.143
2.251 GHz,7.146
2.251 GHz,7.148
2.252 GHz,7.151
2.252 GHz,7.154
2.252 GHz,7.157
2.252 GHz,7.159
2.253 GHz,7.162
2.253 GHz,7.165
2.253 GHz,7.168
2.254 GHz,7.170
2.254 GHz,7.173
2.254 GHz,7.176
2.254 GHz,7.179
2.255 GHz,7.181
2.255 GHz,7.184
2.255 GHz,7.187
2.256 GHz,7.190
2.256 GHz,7.193
2.256 GHz,7.195
2.256 GHz,7.198
2.257 GHz,7.201
2.257 GHz,7.204
2.257 GHz,7.206
2.257 GHz,7.209
2.258 GHz,7.212
2.258 GHz,7.215
2.258 GHz,7.218
2.259 GHz,7.220
2.259 GHz,7.223
2.259 GHz,7.226
2.259 GHz,7.229
2.260 GHz,7.232
2.260 GHz,7.234
2.260 GHz,7.237
2.261 GHz,7.240
2.261 GHz,7.243
2.261 GHz,7.247
2.261 GHz,7.250
2.262 GHz,7.253
2.262 GHz,7.256
2.262 GHz,7.259
2.263 GHz,7.262
2.263 GHz,7.265
2.263 GHz,7.268
2.263 GHz,7.271
2.264 GHz,7.274
2.264 GHz,7.277
2.264 GHz,7.280
2.264 GHz,7.283
2.265 GHz,7.286
2.265 GHz,7.289
2.265 GHz,7.292
2.266 GHz,7.295
2.266 GHz,7.298
2.266 GHz,7.301
2.266 GHz,7.305
2.267 GHz,7.308
2.267 GHz,7.311
2.267 GHz,7.314
2.268 GHz,7.317
2.268 GHz,7.320
2.268 GHz,7.323
2.268 GHz,7.326
2.269 GHz,7.329
2.269 GHz,7.332
2.269 GHz,7.335
2.270 GHz,7.338
2.270 GHz,7.341
2.270 GHz,7.344
2.270 GHz,7.347
2.271 GHz,7.350
2.271 GHz,7.353
2.271 GHz,7.356
2.272 GHz,7.359
2.272 GHz,7.362
2.272 GHz,7.364
2.272 GHz,7.367
2.273 GHz,7.370
2.273 GHz,7.373
2.273 GHz,7.376
2.273 GHz,7.379
2.274 GHz,7.382
2.274 GHz,7.384
2.274 GHz,7.387
2.275 GHz,7.390
2.275 GHz,7.393
2.275 GHz,7.396
2.275 GHz,7.399
2.276 GHz,7.402
2.276 GHz,7.405
2.276 GHz,7.407
2.277 GHz,7.410
2.277 GHz,7.413
2.277 GHz,7.416
2.277 GHz,7.419
2.278 GHz,7.422
2.278 GHz,7.425
2.278 GHz,7.428
2.279 GHz,7.430
2.279 GHz,7.433
2.279 GHz,7.436
2.279 GHz,7.439
2.280 GHz,7.442
2.280 GHz,7.445
2.280 GHz,7.448
2.281 GHz,7.451
2.281 GHz,7.454
2.281 GHz,7.457
2.281 GHz,7.460
2.282 GHz,7.464
2.282 GHz,7.467
2.282 GHz,7.470
2.283 GHz,7.473
2.283 GHz,7.476
2.283 GHz,7.479
2.283 GHz,7.482
2.284 GHz,7.485
2.284 GHz,7.489
2.284 GHz,7.492
2.284 GHz,7.495
2.285 GHz,7.498
2.285 GHz,7.501
2.285 GHz,7.504
2.286 GHz,7.507
2.286 GHz,7.510
2.286 GHz,7.514
2.286 GHz,7.517
2.287 GHz,7.520
2.287 GHz,7.523
2.287 GHz,7.526
2.288 GHz,7.529
2.288 GHz,7.532
2.288 GHz,7.535
2.288 GHz,7.539
2.289 GHz,7.542
2.289 GHz,7.545
2.289 GHz,7.548
2.290 GHz,7.551
2.290 GHz,7.554
2.290 GHz,7.557
2.290 GHz,7.561
2.291 GHz,7.564
2.291 GHz,7.567
2.291 GHz,7.570
2.292 GHz,7.573
2.292 GHz,7.576
2.292 GHz,7.579
2.292 GHz,7.582
2.293 GHz,7.585
2.293 GHz,7.588
2.293 GHz,7.592
2.293 GHz,7.595
2.294 GHz,7.598
2.294 GHz,7.601
2.294 GHz,7.604
2.295 GHz,7.607
2.295 GHz,7.610
2.295 GHz,7.613
2.295 GHz,7.616
2.296 GHz,7.620
2.296 GHz,7.623
2.296 GHz,7.626
2.297 GHz,7.629
2.297 GHz,7.632
2.297 GHz,7.635
2.297 GHz,7.638
2.298 GHz,7.641
2.298 GHz,7.645
2.298 GHz,7.648
2.299 GHz,7.651
2.299 GHz,7.654
2.299 GHz,7.657
2.299 GHz,7.660
2.300 GHz,7.663
2.300 GHz,7.667
2.300 GHz,7.670
2.300 GHz,7.673
2.301 GHz,7.676
2.301 GHz,7.679
2.301 GHz,7.682
2.302 GHz,7.685
2.302 GHz,7.688
2.302 GHz,7.691
2.302 GHz,7.694
2.303 GHz,7.697
2.303 GHz,7.701
2.303 GHz,7.704
2.304 GHz,7.707
2.304 GHz,7.710
2.304 GHz,7.713
2.304 GHz,7.716
2.305 GHz,7.719
2.305 GHz,7.722
2.305 GHz,7.725
2.306 GHz,7.728
2.306 GHz,7.732
2.306 GHz,7.735
2.306 GHz,7.738
2.307 GHz,7.741
2.307 GHz,7.744
2.307 GHz,7.747
2.308 GHz,7.750
2.308 GHz,7.753
2.308 GHz,7.756
2.308 GHz,7.760
2.309 GHz,7.763
2.309 GHz,7.766
2.309 GHz,7.769
2.309 GHz,7.772
2.310 GHz,7.775
2.310 GHz,7.778
2.310 GHz,7.781
2.311 GHz,7.784
2.311 GHz,7.788
2.311 GHz,7.791
2.311 GHz,7.794
2.312 GHz,7.797
2.312 GHz,7.800
2.312 GHz,7.803
2.313 GHz,7.806
2.313 GHz,7.809
2.313 GHz,7.813
2.313 GHz,7.816
2.314 GHz,7.819
2.314 GHz,7.822
2.314 GHz,7.825
2.315 GHz,7.828
2.315 GHz,7.831
2.315 GHz,7.834
2.315 GHz,7.838
2.316 GHz,7.841
2.316 GHz,7.844
2.316 GHz,7.847
2.317 GHz,7.850
2.317 GHz,7.853
2.317 GHz,7.856
2.317 GHz,7.859
2.318 GHz,7.863
2.318 GHz,7.866
2.318 GHz,7.869
2.318 GHz,7.872
2.319 GHz,7.875
2.319 GHz,7.878
2.319 GHz,7.881
2.320 GHz,7.885
2.320 GHz,7.888
2.320 GHz,7.891
2.320 GHz,7.894
2.321 GHz,7.897
2.321 GHz,7.900
2.321 GHz,7.903
2.322 GHz,7.906
2.322 GHz,7.909
2.322 GHz,7.912
2.322 GHz,7.915
2.323 GHz,7.918
2.323 GHz,7.921
2.323 GHz,7.924
2.324 GHz,7.927
2.324 GHz,7.930
2.324 GHz,7.933
2.324 GHz,7.936
2.325 GHz,7.940
2.325 GHz,7.943
2.325 GHz,7.946
2.326 GHz,7.949
2.326 GHz,7.952
2.326 GHz,7.955
2.326 GHz,7.958
2.327 GHz,7.961
2.327 GHz,7.964
2.327 GHz,7.967
2.328 GHz,7.970
2.328 GHz,7.973
2.328 GHz,7.976
2.328 GHz,7.979
2.329 GHz,7.982
2.329 GHz,7.985
2.329 GHz,7.989
2.329 GHz,7.992
2.330 GHz,7.995
2.330 GHz,7.998
2.330 GHz,8.001
2.331 GHz,8.004
2.331 GHz,8.008
2.331 GHz,8.011
2.331 GHz,8.014
2.332 GHz,8.018
2.332 GHz,8.021
2.332 GHz,8.025
2.333 GHz,8.028
2.333 GHz,8.031
2.333 GHz,8.035
2.333 GHz,8.038
2.334 GHz,8.041
2.334 GHz,8.045
2.334 GHz,8.048
2.335 GHz,8.051
2.335 GHz,8.055
2.335 GHz,8.058
2.335 GHz,8.061
2.336 GHz,8.065
2.336 GHz,8.068
2.336 GHz,8.071
2.337 GHz,8.075
2.337 GHz,8.078
2.337 GHz,8.082
2.337 GHz,8.085
2.338 GHz,8.088
2.338 GHz,8.092
2.338 GHz,8.095
2.338 GHz,8.098
2.339 GHz,8.102
2.339 GHz,8.105
2.339 GHz,8.109
2.340 GHz,8.112
2.340 GHz,8.115
2.340 GHz,8.118
2.340 GHz,8.122
2.341 GHz,8.125
2.341 GHz,8.128
2.341 GHz,8.131
2.342 GHz,8.134
2.342 GHz,8.137
2.342 GHz,8.140
2.342 GHz,8.143
2.343 GHz,8.146
2.343 GHz,8.149
2.343 GHz,8.152
2.344 GHz,8.155
2.344 GHz,8.158
2.344 GHz,8.161
2.344 GHz,8.164
2.345 GHz,8.167
2.345 GHz,8.170
2.345 GHz,8.173
2.345 GHz,8.177
2.346 GHz,8.180
2.346 GHz,8.183
2.346 GHz,8.186
2.347 GHz,8.189
2.347 GHz,8.192
2.347 GHz,8.195
2.347 GHz,8.198
2.348 GHz,8.201
2.348 GHz,8.204
2.348 GHz,8.207
2.349 GHz,8.210
2.349 GHz,8.213
2.349 GHz,8.217
2.349 GHz,8.220
2.350 GHz,8.223
2.350 GHz,8.226
2.350 GHz,8.229
2.351 GHz,8.232
2.351 GHz,8.236
2.351 GHz,8.239
2.351 GHz,8.242
2.352 GHz,8.245
2.352 GHz,8.249
2.352 GHz,8.252
2.353 GHz,8.255
2.353 GHz,8.258
2.353 GHz,8.262
2.353 GHz,8.265
2.354 GHz,8.268
2.354 GHz,8.271
2.354 GHz,8.275
2.354 GHz,8.278
2.355 GHz,8.281
2.355 GHz,8.284
2.355 GHz,8.288
2.356 GHz,8.291
2.356 GHz,8.294
2.356 GHz,8.297
2.356 GHz,8.301
2.357 GHz,8.304
2.357 GHz,8.307
2.357 GHz,8.311
2.358 GHz,8.314
2.358 GHz,8.317
2.358 GHz,8.320
2.358 GHz,8.324
2.359 GHz,8.327
2.359 GHz,8.330
2.359 GHz,8.334
2.360 GHz,8.337
2.360 GHz,8.340
2.360 GHz,8.343
2.360 GHz,8.347
2.361 GHz,8.350
2.361 GHz,8.353
2.361 GHz,8.356
2.362 GHz,8.360
2.362 GHz,8.363
2.362 GHz,8.366
2.362 GHz,8.370
2.363 GHz,8.373
2.363 GHz,8.376
2.363 GHz,8.379
2.364 GHz,8.383
2.364 GHz,8.386
2.364 GHz,8.389
2.364 GHz,8.393
2.365 GHz,8.396
2.365 GHz,8.399
2.365 GHz,8.402
2.365 GHz,8.406
2.366 GHz,8.409
2.366 GHz,8.412
2.366 GHz,8.416
2.367 GHz,8.419
2.367 GHz,8.422
2.367 GHz,8.426
2.367 GHz,8.429
2.368 GHz,8.432
2.368 GHz,8.436
2.368 GHz,8.439
2.369 GHz,8.442
2.369 GHz,8.445
2.369 GHz,8.449
2.369 GHz,8.452
2.370 GHz,8.455
2.370 GHz,8.459
2.370 GHz,8.462
2.371 GHz,8.466
2.371 GHz,8.470
2.371 GHz,8.473
2.371 GHz,8.477
2.372 GHz,8.480
2.372 GHz,8.484
2.372 GHz,8.488
2.373 GHz,8.491
2.373 GHz,8.495
2.373 GHz,8.499
2.373 GHz,8.502
2.374 GHz,8.506
2.374 GHz,8.510
2.374 GHz,8.513
2.374 GHz,8.517
2.375 GHz,8.521
2.375 GHz,8.524
2.375 GHz,8.528
2.376 GHz,8.532
2.376 GHz,8.535
2.376 GHz,8.539
2.376 GHz,8.543
2.377 GHz,8.546
2.377 GHz,8.550
2.377 GHz,8.554
2.378 GHz,8.557
2.378 GHz,8.561
2.378 GHz,8.565
2.378 GHz,8.568
2.379 GHz,8.572
2.379 GHz,8.576
2.379 GHz,8.579
2.380 GHz,8.583
2.380 GHz,8.587
2.380 GHz,8.590
2.380 GHz,8.594
2.381 GHz,8.597
2.381 GHz,8.601
2.381 GHz,8.604
2.381 GHz,8.607
2.382 GHz,8.611
2.382 GHz,8.614
2.382 GHz,8.618
2.383 GHz,8.621
2.383 GHz,8.625
2.383 GHz,8.628
2.383 GHz,8.632
2.384 GHz,8.635
2.384 GHz,8.639
2.384 GHz,8.642
2.385 GHz,8.646
2.385 GHz,8.649
2.385 GHz,8.653
2.385 GHz,8.656
2.386 GHz,8.659
2.386 GHz,8.663
2.386 GHz,8.666
2.387 GHz,8.670
2.387 GHz,8.673
2.387 GHz,8.677
2.387 GHz,8.680
2.388 GHz,8.684
2.388 GHz,8.687
2.388 GHz,8.691
2.389 GHz,8.694
2.389 GHz,8.698
2.389 GHz,8.701
