"freq
References : ['dBm(Vf)']
Dependency : [freq]
Num. Points : [1]
Matrix Size : scalar
Type : Real","dBm(Vf)
References : []
Dependency : [freq]
Num. Points : [2001]
Matrix Size : scalar
Type : Real"
5.300 GHz,-106.839
5.305 GHz,-104.440
5.310 GHz,-103.043
5.315 GHz,-106.209
5.320 GHz,-103.448
5.325 GHz,-98.976
5.330 GHz,-102.064
5.335 GHz,-107.167
5.340 GHz,-112.477
5.345 GHz,-109.921
5.350 GHz,-107.505
5.355 GHz,-104.239
5.360 GHz,-97.373
5.365 GHz,-104.002
5.370 GHz,-111.432
5.375 GHz,-100.929
5.380 GHz,-102.793
5.385 GHz,-100.894
5.390 GHz,-96.118
5.395 GHz,-106.085
5.400 GHz,-112.798
5.405 GHz,-99.193
5.410 GHz,-110.043
5.415 GHz,-102.423
5.420 GHz,-97.589
5.425 GHz,-106.528
5.430 GHz,-118.337
5.435 GHz,-106.884
5.440 GHz,-110.476
5.445 GHz,-107.471
5.450 GHz,-102.364
5.455 GHz,-98.966
5.460 GHz,-95.949
5.465 GHz,-96.107
5.470 GHz,-105.469
5.475 GHz,-106.411
5.480 GHz,-104.189
5.485 GHz,-111.721
5.490 GHz,-100.077
5.495 GHz,-121.168
5.500 GHz,-100.607
5.505 GHz,-101.226
5.510 GHz,-103.270
5.515 GHz,-104.114
5.520 GHz,-106.021
5.525 GHz,-99.693
5.530 GHz,-99.733
5.535 GHz,-98.350
5.540 GHz,-103.840
5.545 GHz,-107.358
5.550 GHz,-108.305
5.555 GHz,-96.381
5.560 GHz,-108.521
5.565 GHz,-107.460
5.570 GHz,-102.915
5.575 GHz,-104.768
5.580 GHz,-99.423
5.585 GHz,-96.679
5.590 GHz,-102.664
5.595 GHz,-107.089
5.600 GHz,-103.006
5.605 GHz,-99.180
5.610 GHz,-104.845
5.615 GHz,-101.958
5.620 GHz,-103.361
5.625 GHz,-95.904
5.630 GHz,-101.445
5.635 GHz,-100.106
5.640 GHz,-101.028
5.645 GHz,-101.523
5.650 GHz,-102.741
5.655 GHz,-98.818
5.660 GHz,-101.986
5.665 GHz,-103.246
5.670 GHz,-105.281
5.675 GHz,-104.774
5.680 GHz,-98.983
5.685 GHz,-95.544
5.690 GHz,-100.759
5.695 GHz,-95.551
5.700 GHz,-107.684
5.705 GHz,-102.591
5.710 GHz,-105.111
5.715 GHz,-100.283
5.720 GHz,-102.277
5.725 GHz,-100.572
5.730 GHz,-99.458
5.735 GHz,-99.155
5.740 GHz,-96.536
5.745 GHz,-96.439
5.750 GHz,-102.452
5.755 GHz,-93.134
5.760 GHz,-102.131
5.765 GHz,-97.384
5.770 GHz,-103.459
5.775 GHz,-97.309
5.780 GHz,-99.067
5.785 GHz,-99.406
5.790 GHz,-96.640
5.795 GHz,-98.152
5.800 GHz,-105.041
5.805 GHz,-104.472
5.810 GHz,-104.858
5.815 GHz,-98.049
5.820 GHz,-94.675
5.825 GHz,-98.748
5.830 GHz,-90.279
5.835 GHz,-93.565
5.840 GHz,-92.752
5.845 GHz,-90.365
5.850 GHz,-92.624
5.855 GHz,-91.811
5.860 GHz,-98.209
5.865 GHz,-96.756
5.870 GHz,-89.248
5.875 GHz,-99.979
5.880 GHz,-87.045
5.885 GHz,-86.273
5.890 GHz,-90.469
5.895 GHz,-94.495
5.900 GHz,-84.102
5.905 GHz,-93.051
5.910 GHz,-79.561
5.915 GHz,-86.604
5.920 GHz,-76.937
5.925 GHz,-69.851
5.930 GHz,-53.801
5.935 GHz,-4.985
5.940 GHz,-31.899
5.945 GHz,-73.957
5.950 GHz,-78.671
5.955 GHz,-81.971
5.960 GHz,-86.952
5.965 GHz,-80.258
5.970 GHz,-86.224
5.975 GHz,-80.227
5.980 GHz,-87.047
5.985 GHz,-91.409
5.990 GHz,-88.810
5.995 GHz,-86.600
6.000 GHz,-90.962
6.005 GHz,-87.214
6.010 GHz,-95.810
6.015 GHz,-90.205
6.020 GHz,-89.006
6.025 GHz,-88.326
6.030 GHz,-93.856
6.035 GHz,-102.806
6.040 GHz,-88.179
6.045 GHz,-86.744
6.050 GHz,-108.488
6.055 GHz,-100.691
6.060 GHz,-94.579
6.065 GHz,-91.162
6.070 GHz,-93.248
6.075 GHz,-96.155
6.080 GHz,-88.850
6.085 GHz,-88.196
6.090 GHz,-96.181
6.095 GHz,-96.545
6.100 GHz,-93.877
6.105 GHz,-96.586
6.110 GHz,-100.600
6.115 GHz,-106.356
6.120 GHz,-96.964
6.125 GHz,-106.538
6.130 GHz,-93.019
6.135 GHz,-90.584
6.140 GHz,-106.708
6.145 GHz,-116.385
6.150 GHz,-96.470
6.155 GHz,-91.686
6.160 GHz,-104.196
6.165 GHz,-97.166
6.170 GHz,-103.755
6.175 GHz,-95.401
6.180 GHz,-103.883
6.185 GHz,-98.549
6.190 GHz,-92.298
6.195 GHz,-91.598
6.200 GHz,-101.789
6.205 GHz,-94.990
6.210 GHz,-105.480
6.215 GHz,-103.427
6.220 GHz,-99.729
6.225 GHz,-107.056
6.230 GHz,-95.498
6.235 GHz,-96.100
6.240 GHz,-102.888
6.245 GHz,-97.239
6.250 GHz,-114.022
6.255 GHz,-105.026
6.260 GHz,-98.869
6.265 GHz,-101.203
6.270 GHz,-100.680
6.275 GHz,-101.272
6.280 GHz,-105.437
6.285 GHz,-95.437
6.290 GHz,-103.439
6.295 GHz,-110.968
6.300 GHz,-115.630
6.305 GHz,-100.378
6.310 GHz,-97.293
6.315 GHz,-95.352
6.320 GHz,-106.005
6.325 GHz,-102.555
6.330 GHz,-99.237
6.335 GHz,-101.402
6.340 GHz,-106.174
6.345 GHz,-100.190
6.350 GHz,-106.259
6.355 GHz,-96.309
6.360 GHz,-107.098
6.365 GHz,-101.558
6.370 GHz,-106.378
6.375 GHz,-110.128
6.380 GHz,-106.526
6.385 GHz,-103.143
6.390 GHz,-108.005
6.395 GHz,-104.369
6.400 GHz,-106.190
6.405 GHz,-99.379
6.410 GHz,-104.461
6.415 GHz,-103.026
6.420 GHz,-106.895
6.425 GHz,-98.665
6.430 GHz,-99.008
6.435 GHz,-101.125
6.440 GHz,-111.747
6.445 GHz,-103.929
6.450 GHz,-104.057
6.455 GHz,-108.630
6.460 GHz,-106.055
6.465 GHz,-102.390
6.470 GHz,-119.146
6.475 GHz,-100.080
6.480 GHz,-103.178
6.485 GHz,-112.012
6.490 GHz,-109.181
6.495 GHz,-104.997
6.500 GHz,-102.443
6.505 GHz,-100.765
6.510 GHz,-99.098
6.515 GHz,-105.776
6.520 GHz,-109.762
6.525 GHz,-108.720
6.530 GHz,-107.244
6.535 GHz,-109.947
6.540 GHz,-102.272
6.545 GHz,-99.125
6.550 GHz,-115.325
6.555 GHz,-111.359
6.560 GHz,-108.309
6.565 GHz,-100.220
6.570 GHz,-114.771
6.575 GHz,-103.669
6.580 GHz,-106.640
6.585 GHz,-101.724
6.590 GHz,-108.242
6.595 GHz,-113.857
6.600 GHz,-103.380
6.605 GHz,-101.369
6.610 GHz,-101.633
6.615 GHz,-111.769
6.620 GHz,-102.167
6.625 GHz,-118.883
6.630 GHz,-99.298
6.635 GHz,-101.323
6.640 GHz,-107.104
6.645 GHz,-108.785
6.650 GHz,-101.369
6.655 GHz,-102.363
6.660 GHz,-107.986
6.665 GHz,-104.846
6.670 GHz,-112.484
6.675 GHz,-104.214
6.680 GHz,-105.375
6.685 GHz,-105.787
6.690 GHz,-110.023
6.695 GHz,-102.341
6.700 GHz,-107.689
6.705 GHz,-102.280
6.710 GHz,-108.166
6.715 GHz,-119.532
6.720 GHz,-101.598
6.725 GHz,-102.909
6.730 GHz,-99.020
6.735 GHz,-103.433
6.740 GHz,-102.035
6.745 GHz,-120.868
6.750 GHz,-105.142
6.755 GHz,-99.468
6.760 GHz,-106.971
6.765 GHz,-106.164
6.770 GHz,-103.915
6.775 GHz,-106.320
6.780 GHz,-107.269
6.785 GHz,-103.290
6.790 GHz,-109.684
6.795 GHz,-109.576
6.800 GHz,-110.180
6.805 GHz,-100.787
6.810 GHz,-104.141
6.815 GHz,-102.320
6.820 GHz,-104.191
6.825 GHz,-117.177
6.830 GHz,-104.168
6.835 GHz,-105.344
6.840 GHz,-105.736
6.845 GHz,-117.814
6.850 GHz,-100.862
6.855 GHz,-104.997
6.860 GHz,-100.636
6.865 GHz,-102.600
6.870 GHz,-101.859
6.875 GHz,-97.230
6.880 GHz,-103.532
6.885 GHz,-109.371
6.890 GHz,-108.222
6.895 GHz,-104.163
6.900 GHz,-99.856
6.905 GHz,-99.672
6.910 GHz,-93.516
6.915 GHz,-89.102
6.920 GHz,-98.356
6.925 GHz,-89.117
6.930 GHz,-98.930
6.935 GHz,-94.547
6.940 GHz,-109.986
6.945 GHz,-102.368
6.950 GHz,-104.569
6.955 GHz,-105.583
6.960 GHz,-114.076
6.965 GHz,-111.122
6.970 GHz,-104.250
6.975 GHz,-107.437
6.980 GHz,-112.487
6.985 GHz,-109.364
6.990 GHz,-102.118
6.995 GHz,-113.439
7.000 GHz,-100.169
7.005 GHz,-113.441
7.010 GHz,-98.647
7.015 GHz,-103.245
7.020 GHz,-103.756
7.025 GHz,-100.438
7.030 GHz,-113.809
7.035 GHz,-114.209
7.040 GHz,-112.146
7.045 GHz,-110.267
7.050 GHz,-104.889
7.055 GHz,-106.433
7.060 GHz,-109.790
7.065 GHz,-112.821
7.070 GHz,-111.206
7.075 GHz,-105.210
7.080 GHz,-102.582
7.085 GHz,-100.601
7.090 GHz,-98.205
7.095 GHz,-119.937
7.100 GHz,-103.629
7.105 GHz,-100.994
7.110 GHz,-109.425
7.115 GHz,-118.147
7.120 GHz,-109.010
7.125 GHz,-109.194
7.130 GHz,-110.017
7.135 GHz,-114.472
7.140 GHz,-116.919
7.145 GHz,-124.575
7.150 GHz,-107.249
7.155 GHz,-109.275
7.160 GHz,-106.820
7.165 GHz,-106.749
7.170 GHz,-110.291
7.175 GHz,-105.326
7.180 GHz,-106.161
7.185 GHz,-109.304
7.190 GHz,-105.848
7.195 GHz,-109.060
7.200 GHz,-107.172
7.205 GHz,-103.082
7.210 GHz,-104.378
7.215 GHz,-104.916
7.220 GHz,-119.320
7.225 GHz,-113.366
7.230 GHz,-101.281
7.235 GHz,-105.190
7.240 GHz,-105.523
7.245 GHz,-100.185
7.250 GHz,-110.532
7.255 GHz,-119.200
7.260 GHz,-105.335
7.265 GHz,-107.901
7.270 GHz,-115.956
7.275 GHz,-105.731
7.280 GHz,-106.936
7.285 GHz,-103.322
7.290 GHz,-110.543
7.295 GHz,-106.459
7.300 GHz,-112.408
7.305 GHz,-108.575
7.310 GHz,-110.553
7.315 GHz,-109.705
7.320 GHz,-105.759
7.325 GHz,-104.677
7.330 GHz,-101.552
7.335 GHz,-107.990
7.340 GHz,-114.819
7.345 GHz,-103.944
7.350 GHz,-101.252
7.355 GHz,-101.393
7.360 GHz,-104.000
7.365 GHz,-107.953
7.370 GHz,-105.861
7.375 GHz,-103.974
7.380 GHz,-94.732
7.385 GHz,-99.956
7.390 GHz,-95.276
7.395 GHz,-95.624
7.400 GHz,-97.767
7.405 GHz,-95.263
7.410 GHz,-94.989
7.415 GHz,-91.679
7.420 GHz,-87.402
7.425 GHz,-95.330
7.430 GHz,-96.652
7.435 GHz,-97.320
7.440 GHz,-98.737
7.445 GHz,-98.025
7.450 GHz,-94.683
7.455 GHz,-95.898
7.460 GHz,-94.408
7.465 GHz,-102.844
7.470 GHz,-104.273
7.475 GHz,-105.695
7.480 GHz,-112.458
7.485 GHz,-105.223
7.490 GHz,-98.990
7.495 GHz,-98.946
7.500 GHz,-116.533
7.505 GHz,-110.249
7.510 GHz,-103.387
7.515 GHz,-101.973
7.520 GHz,-109.293
7.525 GHz,-99.367
7.530 GHz,-114.897
7.535 GHz,-111.462
7.540 GHz,-105.154
7.545 GHz,-115.977
7.550 GHz,-107.278
7.555 GHz,-106.927
7.560 GHz,-103.119
7.565 GHz,-104.787
7.570 GHz,-107.594
7.575 GHz,-105.534
7.580 GHz,-101.952
7.585 GHz,-104.945
7.590 GHz,-118.156
7.595 GHz,-98.053
7.600 GHz,-102.953
7.605 GHz,-106.115
7.610 GHz,-99.800
7.615 GHz,-104.946
7.620 GHz,-113.823
7.625 GHz,-112.742
7.630 GHz,-103.190
7.635 GHz,-99.809
7.640 GHz,-116.118
7.645 GHz,-106.281
7.650 GHz,-105.961
7.655 GHz,-112.171
7.660 GHz,-102.879
7.665 GHz,-108.389
7.670 GHz,-113.657
7.675 GHz,-117.459
7.680 GHz,-110.279
7.685 GHz,-100.832
7.690 GHz,-109.265
7.695 GHz,-108.692
7.700 GHz,-105.985
7.705 GHz,-116.076
7.710 GHz,-105.940
7.715 GHz,-110.337
7.720 GHz,-108.202
7.725 GHz,-111.128
7.730 GHz,-109.544
7.735 GHz,-104.337
7.740 GHz,-100.853
7.745 GHz,-103.426
7.750 GHz,-101.434
7.755 GHz,-101.895
7.760 GHz,-104.533
7.765 GHz,-109.795
7.770 GHz,-115.045
7.775 GHz,-103.825
7.780 GHz,-110.145
7.785 GHz,-110.142
7.790 GHz,-127.734
7.795 GHz,-107.855
7.800 GHz,-105.043
7.805 GHz,-106.782
7.810 GHz,-103.304
7.815 GHz,-105.245
7.820 GHz,-106.491
7.825 GHz,-101.077
7.830 GHz,-122.448
7.835 GHz,-111.747
7.840 GHz,-119.309
7.845 GHz,-101.195
7.850 GHz,-106.210
7.855 GHz,-106.444
7.860 GHz,-111.154
7.865 GHz,-112.909
7.870 GHz,-109.235
7.875 GHz,-101.741
7.880 GHz,-109.577
7.885 GHz,-106.243
7.890 GHz,-100.743
7.895 GHz,-101.755
7.900 GHz,-93.606
7.905 GHz,-109.948
7.910 GHz,-95.605
7.915 GHz,-94.086
7.920 GHz,-95.685
7.925 GHz,-95.687
7.930 GHz,-104.954
7.935 GHz,-101.677
7.940 GHz,-102.580
7.945 GHz,-110.009
7.950 GHz,-105.496
7.955 GHz,-110.264
7.960 GHz,-108.727
7.965 GHz,-99.745
7.970 GHz,-104.743
7.975 GHz,-104.949
7.980 GHz,-108.563
7.985 GHz,-104.984
7.990 GHz,-119.540
7.995 GHz,-106.774
8.000 GHz,-111.390
8.005 GHz,-114.691
8.010 GHz,-104.035
8.015 GHz,-107.013
8.020 GHz,-111.893
8.025 GHz,-111.761
8.030 GHz,-111.034
8.035 GHz,-104.696
8.040 GHz,-105.753
8.045 GHz,-110.910
8.050 GHz,-114.056
8.055 GHz,-113.272
8.060 GHz,-115.836
8.065 GHz,-108.749
8.070 GHz,-114.924
8.075 GHz,-107.746
8.080 GHz,-107.560
8.085 GHz,-106.706
8.090 GHz,-115.556
8.095 GHz,-104.165
8.100 GHz,-105.160
8.105 GHz,-108.788
8.110 GHz,-104.336
8.115 GHz,-109.889
8.120 GHz,-105.431
8.125 GHz,-105.909
8.130 GHz,-104.819
8.135 GHz,-113.516
8.140 GHz,-121.681
8.145 GHz,-106.225
8.150 GHz,-105.200
8.155 GHz,-113.385
8.160 GHz,-108.385
8.165 GHz,-112.956
8.170 GHz,-100.717
8.175 GHz,-105.368
8.180 GHz,-109.538
8.185 GHz,-105.054
8.190 GHz,-103.676
8.195 GHz,-108.472
8.200 GHz,-116.933
8.205 GHz,-116.133
8.210 GHz,-109.759
8.215 GHz,-114.619
8.220 GHz,-107.072
8.225 GHz,-104.580
8.230 GHz,-99.779
8.235 GHz,-100.423
8.240 GHz,-103.255
8.245 GHz,-111.348
8.250 GHz,-104.744
8.255 GHz,-100.961
8.260 GHz,-117.458
8.265 GHz,-107.995
8.270 GHz,-112.574
8.275 GHz,-109.108
8.280 GHz,-113.904
8.285 GHz,-103.178
8.290 GHz,-105.118
8.295 GHz,-103.274
8.300 GHz,-104.473
8.305 GHz,-116.566
8.310 GHz,-110.281
8.315 GHz,-102.835
8.320 GHz,-107.180
8.325 GHz,-109.567
8.330 GHz,-102.177
8.335 GHz,-104.800
8.340 GHz,-106.853
8.345 GHz,-102.714
8.350 GHz,-102.160
8.355 GHz,-103.586
8.360 GHz,-103.983
8.365 GHz,-101.956
8.370 GHz,-114.786
8.375 GHz,-102.650
8.380 GHz,-102.414
8.385 GHz,-102.825
8.390 GHz,-99.691
8.395 GHz,-112.116
8.400 GHz,-104.441
8.405 GHz,-106.585
8.410 GHz,-103.075
8.415 GHz,-102.707
8.420 GHz,-101.011
8.425 GHz,-101.934
8.430 GHz,-114.543
8.435 GHz,-107.415
8.440 GHz,-104.068
8.445 GHz,-101.028
8.450 GHz,-108.998
8.455 GHz,-100.767
8.460 GHz,-108.883
8.465 GHz,-108.845
8.470 GHz,-105.212
8.475 GHz,-107.086
8.480 GHz,-103.240
8.485 GHz,-97.651
8.490 GHz,-112.666
8.495 GHz,-103.104
8.500 GHz,-116.935
8.505 GHz,-106.695
8.510 GHz,-103.896
8.515 GHz,-108.490
8.520 GHz,-105.057
8.525 GHz,-101.184
8.530 GHz,-97.981
8.535 GHz,-99.905
8.540 GHz,-112.948
8.545 GHz,-115.304
8.550 GHz,-108.738
8.555 GHz,-99.337
8.560 GHz,-102.479
8.565 GHz,-101.762
8.570 GHz,-102.289
8.575 GHz,-103.280
8.580 GHz,-107.350
8.585 GHz,-101.305
8.590 GHz,-101.801
8.595 GHz,-102.543
8.600 GHz,-101.299
8.605 GHz,-98.416
8.610 GHz,-96.416
8.615 GHz,-103.145
8.620 GHz,-99.618
8.625 GHz,-99.984
8.630 GHz,-103.126
8.635 GHz,-102.862
8.640 GHz,-96.192
8.645 GHz,-91.627
8.650 GHz,-96.039
8.655 GHz,-104.603
8.660 GHz,-114.619
8.665 GHz,-111.293
8.670 GHz,-110.478
8.675 GHz,-103.787
8.680 GHz,-97.430
8.685 GHz,-95.883
8.690 GHz,-104.193
8.695 GHz,-100.221
8.700 GHz,-105.516
8.705 GHz,-95.188
8.710 GHz,-95.566
8.715 GHz,-133.805
8.720 GHz,-99.697
8.725 GHz,-97.856
8.730 GHz,-101.093
8.735 GHz,-107.821
8.740 GHz,-95.726
8.745 GHz,-92.455
8.750 GHz,-93.213
8.755 GHz,-92.197
8.760 GHz,-93.524
8.765 GHz,-96.444
8.770 GHz,-92.345
8.775 GHz,-96.738
8.780 GHz,-97.155
8.785 GHz,-94.546
8.790 GHz,-95.168
8.795 GHz,-90.880
8.800 GHz,-88.361
8.805 GHz,-92.911
8.810 GHz,-100.415
8.815 GHz,-98.160
8.820 GHz,-91.013
8.825 GHz,-91.280
8.830 GHz,-88.824
8.835 GHz,-98.738
8.840 GHz,-90.457
8.845 GHz,-95.601
8.850 GHz,-88.254
8.855 GHz,-86.497
8.860 GHz,-83.277
8.865 GHz,-85.494
8.870 GHz,-94.675
8.875 GHz,-89.443
8.880 GHz,-80.691
8.885 GHz,-79.847
8.890 GHz,-76.314
8.895 GHz,-83.696
8.900 GHz,-25.549
8.905 GHz,-12.797
8.910 GHz,-65.068
8.915 GHz,-75.282
8.920 GHz,-92.744
8.925 GHz,-80.759
8.930 GHz,-96.426
8.935 GHz,-93.037
8.940 GHz,-96.507
8.945 GHz,-86.815
8.950 GHz,-88.628
8.955 GHz,-94.598
8.960 GHz,-94.293
8.965 GHz,-91.728
8.970 GHz,-95.018
8.975 GHz,-93.008
8.980 GHz,-97.698
8.985 GHz,-99.819
8.990 GHz,-95.867
8.995 GHz,-112.620
9.000 GHz,-92.160
9.005 GHz,-93.629
9.010 GHz,-93.535
9.015 GHz,-92.960
9.020 GHz,-98.498
9.025 GHz,-103.041
9.030 GHz,-102.833
9.035 GHz,-95.519
9.040 GHz,-99.791
9.045 GHz,-97.757
9.050 GHz,-94.983
9.055 GHz,-97.053
9.060 GHz,-97.583
9.065 GHz,-102.823
9.070 GHz,-108.563
9.075 GHz,-108.415
9.080 GHz,-100.023
9.085 GHz,-105.808
9.090 GHz,-107.488
9.095 GHz,-98.713
9.100 GHz,-98.569
9.105 GHz,-106.882
9.110 GHz,-103.479
9.115 GHz,-98.925
9.120 GHz,-102.762
9.125 GHz,-99.441
9.130 GHz,-113.978
9.135 GHz,-107.711
9.140 GHz,-113.026
9.145 GHz,-112.568
9.150 GHz,-107.269
9.155 GHz,-101.501
9.160 GHz,-99.819
9.165 GHz,-102.937
9.170 GHz,-111.068
9.175 GHz,-106.576
9.180 GHz,-104.775
9.185 GHz,-107.025
9.190 GHz,-104.927
9.195 GHz,-101.643
9.200 GHz,-111.189
9.205 GHz,-104.171
9.210 GHz,-109.111
9.215 GHz,-104.364
9.220 GHz,-108.006
9.225 GHz,-104.885
9.230 GHz,-108.423
9.235 GHz,-122.220
9.240 GHz,-106.172
9.245 GHz,-106.701
9.250 GHz,-106.025
9.255 GHz,-106.726
9.260 GHz,-106.809
9.265 GHz,-114.654
9.270 GHz,-108.717
9.275 GHz,-99.970
9.280 GHz,-113.950
9.285 GHz,-106.885
9.290 GHz,-114.168
9.295 GHz,-105.302
9.300 GHz,-114.546
9.305 GHz,-108.697
9.310 GHz,-101.261
9.315 GHz,-109.917
9.320 GHz,-103.145
9.325 GHz,-107.333
9.330 GHz,-110.748
9.335 GHz,-114.886
9.340 GHz,-107.638
9.345 GHz,-116.661
9.350 GHz,-102.652
9.355 GHz,-119.646
9.360 GHz,-106.313
9.365 GHz,-109.442
9.370 GHz,-104.516
9.375 GHz,-104.199
9.380 GHz,-103.217
9.385 GHz,-107.199
9.390 GHz,-104.577
9.395 GHz,-109.761
9.400 GHz,-103.781
9.405 GHz,-109.515
9.410 GHz,-113.124
9.415 GHz,-108.791
9.420 GHz,-108.012
9.425 GHz,-103.401
9.430 GHz,-107.013
9.435 GHz,-110.310
9.440 GHz,-111.794
9.445 GHz,-109.337
9.450 GHz,-102.637
9.455 GHz,-112.137
9.460 GHz,-107.036
9.465 GHz,-114.245
9.470 GHz,-106.182
9.475 GHz,-103.583
9.480 GHz,-109.451
9.485 GHz,-120.316
9.490 GHz,-110.998
9.495 GHz,-109.314
9.500 GHz,-108.450
9.505 GHz,-115.046
9.510 GHz,-105.085
9.515 GHz,-109.608
9.520 GHz,-105.482
9.525 GHz,-123.176
9.530 GHz,-106.083
9.535 GHz,-107.392
9.540 GHz,-110.630
9.545 GHz,-104.219
9.550 GHz,-108.151
9.555 GHz,-103.216
9.560 GHz,-99.949
9.565 GHz,-114.395
9.570 GHz,-116.640
9.575 GHz,-105.637
9.580 GHz,-103.404
9.585 GHz,-104.731
9.590 GHz,-104.978
9.595 GHz,-102.499
9.600 GHz,-109.689
9.605 GHz,-116.214
9.610 GHz,-113.889
9.615 GHz,-104.116
9.620 GHz,-105.831
9.625 GHz,-112.338
9.630 GHz,-112.568
9.635 GHz,-101.708
9.640 GHz,-105.338
9.645 GHz,-108.522
9.650 GHz,-106.668
9.655 GHz,-111.756
9.660 GHz,-118.649
9.665 GHz,-103.714
9.670 GHz,-102.287
9.675 GHz,-111.089
9.680 GHz,-103.119
9.685 GHz,-102.443
9.690 GHz,-103.824
9.695 GHz,-102.538
9.700 GHz,-110.904
9.705 GHz,-104.079
9.710 GHz,-112.515
9.715 GHz,-100.882
9.720 GHz,-104.771
9.725 GHz,-111.997
9.730 GHz,-109.481
9.735 GHz,-112.164
9.740 GHz,-113.534
9.745 GHz,-113.774
9.750 GHz,-108.088
9.755 GHz,-112.769
9.760 GHz,-106.210
9.765 GHz,-105.721
9.770 GHz,-119.049
9.775 GHz,-105.568
9.780 GHz,-98.818
9.785 GHz,-113.872
9.790 GHz,-121.104
9.795 GHz,-102.263
9.800 GHz,-107.191
9.805 GHz,-104.559
9.810 GHz,-104.167
9.815 GHz,-100.457
9.820 GHz,-115.041
9.825 GHz,-102.555
9.830 GHz,-110.820
9.835 GHz,-104.699
9.840 GHz,-98.771
9.845 GHz,-106.337
9.850 GHz,-103.225
9.855 GHz,-101.647
9.860 GHz,-102.731
9.865 GHz,-95.300
9.870 GHz,-92.184
9.875 GHz,-96.613
9.880 GHz,-89.785
9.885 GHz,-87.265
9.890 GHz,-87.573
9.895 GHz,-89.182
9.900 GHz,-89.107
9.905 GHz,-94.507
9.910 GHz,-101.465
9.915 GHz,-100.439
9.920 GHz,-99.853
9.925 GHz,-101.449
9.930 GHz,-117.848
9.935 GHz,-110.335
9.940 GHz,-108.658
9.945 GHz,-100.000
9.950 GHz,-110.611
9.955 GHz,-101.427
9.960 GHz,-121.110
9.965 GHz,-102.640
9.970 GHz,-104.403
9.975 GHz,-115.023
9.980 GHz,-100.282
9.985 GHz,-104.771
9.990 GHz,-107.247
9.995 GHz,-105.858
10.00 GHz,-112.496
