"freq
References : ['dB(Gc)']
Dependency : [?]
Num. Points : [?]
Matrix Size : ?
Type : ?","dB(Gc)
References : []
Dependency : [freq]
Num. Points : [32001]
Matrix Size : scalar
Type : Real"
2.921 GHz,<invalid>
2.921 GHz,<invalid>
2.921 GHz,<invalid>
2.921 GHz,<invalid>
2.921 GHz,<invalid>
2.921 GHz,-6.990
2.921 GHz,<invalid>
2.921 GHz,<invalid>
2.921 GHz,<invalid>
2.921 GHz,<invalid>
2.921 GHz,<invalid>
2.921 GHz,-6.284
2.921 GHz,<invalid>
2.921 GHz,<invalid>
2.921 GHz,<invalid>
2.921 GHz,<invalid>
2.921 GHz,<invalid>
2.921 GHz,<invalid>
2.921 GHz,<invalid>
2.921 GHz,<invalid>
2.921 GHz,<invalid>
2.921 GHz,<invalid>
2.921 GHz,<invalid>
2.921 GHz,<invalid>
2.921 GHz,<invalid>
2.921 GHz,<invalid>
2.921 GHz,<invalid>
2.921 GHz,<invalid>
2.921 GHz,<invalid>
2.921 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,-6.021
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,-0.969
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,0.000
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,6.021
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,6.021
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,-6.284
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,-6.021
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,6.021
2.922 GHz,<invalid>
2.922 GHz,3.259
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.922 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,-7.959
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,-6.021
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,6.021
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,-6.021
2.923 GHz,<invalid>
2.923 GHz,-6.021
2.923 GHz,6.021
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,6.021
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,-6.021
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,6.021
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,0.000
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,6.021
2.923 GHz,-6.284
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,0.000
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,6.021
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,<invalid>
2.923 GHz,-12.109
2.923 GHz,<invalid>
2.924 GHz,-6.284
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,-0.969
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,-6.021
2.924 GHz,-6.021
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,0.000
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,0.000
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,0.000
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,-6.284
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,6.021
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,6.021
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,-0.263
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,-0.263
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,-6.021
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,-6.021
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,-6.284
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,0.000
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.924 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,-0.263
2.925 GHz,-6.284
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,6.021
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,6.021
2.925 GHz,<invalid>
2.925 GHz,-0.263
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,-0.263
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,6.021
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,-6.284
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,6.021
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,6.021
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,-6.284
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,-0.969
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,-6.284
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.925 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,6.021
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,-6.021
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,6.021
2.926 GHz,<invalid>
2.926 GHz,6.021
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,0.000
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,-6.021
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,-0.263
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,-6.284
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,-6.021
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,-0.263
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,-0.263
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,-6.990
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,<invalid>
2.926 GHz,-7.959
2.926 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,-6.284
2.927 GHz,<invalid>
2.927 GHz,6.021
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,0.000
2.927 GHz,-6.284
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,-6.990
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,-6.990
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,-6.990
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,6.021
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,-6.021
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,0.000
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,-2.566
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,-0.263
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,-6.021
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,<invalid>
2.927 GHz,-6.021
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,-6.990
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,0.000
2.928 GHz,-6.284
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,-6.284
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,-0.969
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,-6.284
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,-7.959
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,-0.263
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,-0.263
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,-6.088
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,-3.522
2.928 GHz,<invalid>
2.928 GHz,0.000
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,-6.021
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.928 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,-6.021
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,-0.263
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,-0.263
2.929 GHz,<invalid>
2.929 GHz,6.021
2.929 GHz,<invalid>
2.929 GHz,-6.021
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,-0.263
2.929 GHz,-6.021
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,-6.284
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,-6.284
2.929 GHz,<invalid>
2.929 GHz,<invalid>
2.929 GHz,<invalid>
