"freq
References : ['dB(analysis.SP.S(1,1))']
Dependency : [?]
Num. Points : [?]
Matrix Size : ?
Type : ?","dB(analysis.SP.S(1,1))
References : []
Dependency : [freq]
Num. Points : [32001]
Matrix Size : scalar
Type : Real"
3.482 GHz,5.161
3.482 GHz,5.159
3.483 GHz,5.156
3.483 GHz,5.153
3.483 GHz,5.150
3.483 GHz,5.148
3.484 GHz,5.145
3.484 GHz,5.142
3.484 GHz,5.138
3.485 GHz,5.134
3.485 GHz,5.130
3.485 GHz,5.126
3.485 GHz,5.122
3.486 GHz,5.118
3.486 GHz,5.114
3.486 GHz,5.110
3.487 GHz,5.106
3.487 GHz,5.102
3.487 GHz,5.098
3.487 GHz,5.096
3.488 GHz,5.094
3.488 GHz,5.091
3.488 GHz,5.089
3.489 GHz,5.086
3.489 GHz,5.084
3.489 GHz,5.082
3.489 GHz,5.079
3.490 GHz,5.077
3.490 GHz,5.075
3.490 GHz,5.072
3.490 GHz,5.069
3.491 GHz,5.065
3.491 GHz,5.062
3.491 GHz,5.059
3.492 GHz,5.056
3.492 GHz,5.053
3.492 GHz,5.050
3.492 GHz,5.047
3.493 GHz,5.044
3.493 GHz,5.041
3.493 GHz,5.038
3.494 GHz,5.036
3.494 GHz,5.033
3.494 GHz,5.031
3.494 GHz,5.029
3.495 GHz,5.026
3.495 GHz,5.024
3.495 GHz,5.021
3.496 GHz,5.019
3.496 GHz,5.017
3.496 GHz,5.014
3.496 GHz,5.011
3.497 GHz,5.007
3.497 GHz,5.004
3.497 GHz,5.001
3.498 GHz,4.997
3.498 GHz,4.994
3.498 GHz,4.991
3.498 GHz,4.987
3.499 GHz,4.984
3.499 GHz,4.981
3.499 GHz,4.977
3.499 GHz,4.974
3.500 GHz,4.970
3.500 GHz,4.966
3.500 GHz,4.963
3.501 GHz,4.959
3.501 GHz,4.956
3.501 GHz,4.952
3.501 GHz,4.948
3.502 GHz,4.945
3.502 GHz,4.941
3.502 GHz,4.938
3.503 GHz,4.935
3.503 GHz,4.931
3.503 GHz,4.928
3.503 GHz,4.925
3.504 GHz,4.922
3.504 GHz,4.919
3.504 GHz,4.916
3.505 GHz,4.912
3.505 GHz,4.909
3.505 GHz,4.906
3.505 GHz,4.902
3.506 GHz,4.899
3.506 GHz,4.895
3.506 GHz,4.892
3.506 GHz,4.888
3.507 GHz,4.884
3.507 GHz,4.881
3.507 GHz,4.877
3.508 GHz,4.874
3.508 GHz,4.870
3.508 GHz,4.867
3.508 GHz,4.863
3.509 GHz,4.860
3.509 GHz,4.856
3.509 GHz,4.852
3.510 GHz,4.849
3.510 GHz,4.845
3.510 GHz,4.842
3.510 GHz,4.838
3.511 GHz,4.835
3.511 GHz,4.831
3.511 GHz,4.828
3.512 GHz,4.824
3.512 GHz,4.820
3.512 GHz,4.817
3.512 GHz,4.813
3.513 GHz,4.810
3.513 GHz,4.806
3.513 GHz,4.802
3.514 GHz,4.799
3.514 GHz,4.795
3.514 GHz,4.791
3.514 GHz,4.788
3.515 GHz,4.784
3.515 GHz,4.780
3.515 GHz,4.777
3.515 GHz,4.773
3.516 GHz,4.769
3.516 GHz,4.766
3.516 GHz,4.762
3.517 GHz,4.758
3.517 GHz,4.755
3.517 GHz,4.752
3.517 GHz,4.750
3.518 GHz,4.748
3.518 GHz,4.747
3.518 GHz,4.745
3.519 GHz,4.743
3.519 GHz,4.741
3.519 GHz,4.739
3.519 GHz,4.737
3.520 GHz,4.735
3.520 GHz,4.733
3.520 GHz,4.731
3.521 GHz,4.728
3.521 GHz,4.726
3.521 GHz,4.723
3.521 GHz,4.721
3.522 GHz,4.718
3.522 GHz,4.716
3.522 GHz,4.713
3.523 GHz,4.711
3.523 GHz,4.708
3.523 GHz,4.706
3.523 GHz,4.702
3.524 GHz,4.699
3.524 GHz,4.696
3.524 GHz,4.693
3.525 GHz,4.690
3.525 GHz,4.687
3.525 GHz,4.683
3.525 GHz,4.680
3.526 GHz,4.677
3.526 GHz,4.674
3.526 GHz,4.671
3.526 GHz,4.668
3.527 GHz,4.666
3.527 GHz,4.663
3.527 GHz,4.661
3.528 GHz,4.658
3.528 GHz,4.655
3.528 GHz,4.653
3.528 GHz,4.650
3.529 GHz,4.647
3.529 GHz,4.645
3.529 GHz,4.642
3.530 GHz,4.638
3.530 GHz,4.635
3.530 GHz,4.632
3.530 GHz,4.629
3.531 GHz,4.625
3.531 GHz,4.622
3.531 GHz,4.619
3.532 GHz,4.616
3.532 GHz,4.613
3.532 GHz,4.609
3.532 GHz,4.605
3.533 GHz,4.602
3.533 GHz,4.598
3.533 GHz,4.594
3.534 GHz,4.591
3.534 GHz,4.587
3.534 GHz,4.583
3.534 GHz,4.579
3.535 GHz,4.576
3.535 GHz,4.572
3.535 GHz,4.569
3.535 GHz,4.566
3.536 GHz,4.563
3.536 GHz,4.560
3.536 GHz,4.557
3.537 GHz,4.554
3.537 GHz,4.551
3.537 GHz,4.548
3.537 GHz,4.545
3.538 GHz,4.542
3.538 GHz,4.539
3.538 GHz,4.535
3.539 GHz,4.532
3.539 GHz,4.529
3.539 GHz,4.526
3.539 GHz,4.522
3.540 GHz,4.519
3.540 GHz,4.516
3.540 GHz,4.513
3.541 GHz,4.509
3.541 GHz,4.506
3.541 GHz,4.503
3.541 GHz,4.499
3.542 GHz,4.496
3.542 GHz,4.493
3.542 GHz,4.489
3.542 GHz,4.486
3.543 GHz,4.483
3.543 GHz,4.479
3.543 GHz,4.476
3.544 GHz,4.472
3.544 GHz,4.469
3.544 GHz,4.466
3.544 GHz,4.463
3.545 GHz,4.459
3.545 GHz,4.456
3.545 GHz,4.453
3.546 GHz,4.450
3.546 GHz,4.447
3.546 GHz,4.443
3.546 GHz,4.440
3.547 GHz,4.437
3.547 GHz,4.434
3.547 GHz,4.432
3.548 GHz,4.430
3.548 GHz,4.427
3.548 GHz,4.425
3.548 GHz,4.423
3.549 GHz,4.421
3.549 GHz,4.419
3.549 GHz,4.417
3.550 GHz,4.414
3.550 GHz,4.412
3.550 GHz,4.410
3.550 GHz,4.407
3.551 GHz,4.404
3.551 GHz,4.401
3.551 GHz,4.399
3.551 GHz,4.396
3.552 GHz,4.393
3.552 GHz,4.390
3.552 GHz,4.387
3.553 GHz,4.384
3.553 GHz,4.382
3.553 GHz,4.379
3.553 GHz,4.376
3.554 GHz,4.373
3.554 GHz,4.370
3.554 GHz,4.367
3.555 GHz,4.364
3.555 GHz,4.361
3.555 GHz,4.358
3.555 GHz,4.355
3.556 GHz,4.352
3.556 GHz,4.349
3.556 GHz,4.347
3.557 GHz,4.344
3.557 GHz,4.342
3.557 GHz,4.339
3.557 GHz,4.336
3.558 GHz,4.334
3.558 GHz,4.331
3.558 GHz,4.329
3.559 GHz,4.326
3.559 GHz,4.324
3.559 GHz,4.321
3.559 GHz,4.318
3.560 GHz,4.315
3.560 GHz,4.312
3.560 GHz,4.308
3.561 GHz,4.305
3.561 GHz,4.302
3.561 GHz,4.299
3.561 GHz,4.296
3.562 GHz,4.292
3.562 GHz,4.289
3.562 GHz,4.286
3.562 GHz,4.281
3.563 GHz,4.277
3.563 GHz,4.273
3.563 GHz,4.269
3.564 GHz,4.265
3.564 GHz,4.261
3.564 GHz,4.257
3.564 GHz,4.253
3.565 GHz,4.249
3.565 GHz,4.245
3.565 GHz,4.242
3.566 GHz,4.239
3.566 GHz,4.236
3.566 GHz,4.232
3.566 GHz,4.229
3.567 GHz,4.226
3.567 GHz,4.223
3.567 GHz,4.219
3.568 GHz,4.216
3.568 GHz,4.213
3.568 GHz,4.210
3.568 GHz,4.206
3.569 GHz,4.202
3.569 GHz,4.199
3.569 GHz,4.195
3.570 GHz,4.192
3.570 GHz,4.188
3.570 GHz,4.185
3.570 GHz,4.181
3.571 GHz,4.177
3.571 GHz,4.174
3.571 GHz,4.171
3.571 GHz,4.169
3.572 GHz,4.166
3.572 GHz,4.164
3.572 GHz,4.161
3.573 GHz,4.159
3.573 GHz,4.156
3.573 GHz,4.154
3.573 GHz,4.152
3.574 GHz,4.149
3.574 GHz,4.147
3.574 GHz,4.144
3.575 GHz,4.141
3.575 GHz,4.138
3.575 GHz,4.135
3.575 GHz,4.132
3.576 GHz,4.130
3.576 GHz,4.127
3.576 GHz,4.124
3.577 GHz,4.121
3.577 GHz,4.118
3.577 GHz,4.116
3.577 GHz,4.113
3.578 GHz,4.111
3.578 GHz,4.108
3.578 GHz,4.106
3.579 GHz,4.103
3.579 GHz,4.101
3.579 GHz,4.098
3.579 GHz,4.095
3.580 GHz,4.093
3.580 GHz,4.090
3.580 GHz,4.087
3.580 GHz,4.084
3.581 GHz,4.081
3.581 GHz,4.077
3.581 GHz,4.074
3.582 GHz,4.070
3.582 GHz,4.067
3.582 GHz,4.064
3.582 GHz,4.060
3.583 GHz,4.057
3.583 GHz,4.053
3.583 GHz,4.051
3.584 GHz,4.049
3.584 GHz,4.046
3.584 GHz,4.044
3.584 GHz,4.042
3.585 GHz,4.040
3.585 GHz,4.037
3.585 GHz,4.035
3.586 GHz,4.033
3.586 GHz,4.030
3.586 GHz,4.028
3.586 GHz,4.024
3.587 GHz,4.021
3.587 GHz,4.017
3.587 GHz,4.014
3.587 GHz,4.011
3.588 GHz,4.007
3.588 GHz,4.004
3.588 GHz,4.001
3.589 GHz,3.997
3.589 GHz,3.994
3.589 GHz,3.991
3.589 GHz,3.989
3.590 GHz,3.987
3.590 GHz,3.984
3.590 GHz,3.982
3.591 GHz,3.980
3.591 GHz,3.978
3.591 GHz,3.976
3.591 GHz,3.973
3.592 GHz,3.971
3.592 GHz,3.969
3.592 GHz,3.967
3.593 GHz,3.964
3.593 GHz,3.962
3.593 GHz,3.960
3.593 GHz,3.957
3.594 GHz,3.955
3.594 GHz,3.953
3.594 GHz,3.950
3.595 GHz,3.948
3.595 GHz,3.946
3.595 GHz,3.943
3.595 GHz,3.940
3.596 GHz,3.936
3.596 GHz,3.933
3.596 GHz,3.930
3.596 GHz,3.926
3.597 GHz,3.923
3.597 GHz,3.920
3.597 GHz,3.916
3.598 GHz,3.913
3.598 GHz,3.909
3.598 GHz,3.906
3.598 GHz,3.904
3.599 GHz,3.901
3.599 GHz,3.898
3.599 GHz,3.896
3.600 GHz,3.893
3.600 GHz,3.890
3.600 GHz,3.887
3.600 GHz,3.885
3.601 GHz,3.882
3.601 GHz,3.879
3.601 GHz,3.876
3.602 GHz,3.873
3.602 GHz,3.869
3.602 GHz,3.866
3.602 GHz,3.863
3.603 GHz,3.860
3.603 GHz,3.857
3.603 GHz,3.853
3.604 GHz,3.850
3.604 GHz,3.847
3.604 GHz,3.844
3.604 GHz,3.841
3.605 GHz,3.838
3.605 GHz,3.835
3.605 GHz,3.832
3.606 GHz,3.829
3.606 GHz,3.826
3.606 GHz,3.823
3.606 GHz,3.820
3.607 GHz,3.817
3.607 GHz,3.814
3.607 GHz,3.811
3.607 GHz,3.809
3.608 GHz,3.806
3.608 GHz,3.804
3.608 GHz,3.801
3.609 GHz,3.799
3.609 GHz,3.796
3.609 GHz,3.793
3.609 GHz,3.791
3.610 GHz,3.788
3.610 GHz,3.786
3.610 GHz,3.784
3.611 GHz,3.781
3.611 GHz,3.779
3.611 GHz,3.777
3.611 GHz,3.775
3.612 GHz,3.772
3.612 GHz,3.770
3.612 GHz,3.768
3.613 GHz,3.766
3.613 GHz,3.763
3.613 GHz,3.761
3.613 GHz,3.757
3.614 GHz,3.754
3.614 GHz,3.750
3.614 GHz,3.746
3.615 GHz,3.743
3.615 GHz,3.739
3.615 GHz,3.736
3.615 GHz,3.732
3.616 GHz,3.729
3.616 GHz,3.725
3.616 GHz,3.722
3.616 GHz,3.720
3.617 GHz,3.718
3.617 GHz,3.717
3.617 GHz,3.715
3.618 GHz,3.713
3.618 GHz,3.711
3.618 GHz,3.709
3.618 GHz,3.707
3.619 GHz,3.705
3.619 GHz,3.703
3.619 GHz,3.700
3.620 GHz,3.697
3.620 GHz,3.694
3.620 GHz,3.691
3.620 GHz,3.688
3.621 GHz,3.685
3.621 GHz,3.682
3.621 GHz,3.679
3.622 GHz,3.676
3.622 GHz,3.673
3.622 GHz,3.669
3.622 GHz,3.665
3.623 GHz,3.661
3.623 GHz,3.657
3.623 GHz,3.653
3.623 GHz,3.649
3.624 GHz,3.645
3.624 GHz,3.640
3.624 GHz,3.636
3.625 GHz,3.632
3.625 GHz,3.628
3.625 GHz,3.625
3.625 GHz,3.622
3.626 GHz,3.619
3.626 GHz,3.616
3.626 GHz,3.613
3.627 GHz,3.610
3.627 GHz,3.607
3.627 GHz,3.604
3.627 GHz,3.602
3.628 GHz,3.599
3.628 GHz,3.596
3.628 GHz,3.593
3.629 GHz,3.590
3.629 GHz,3.587
3.629 GHz,3.583
3.629 GHz,3.580
3.630 GHz,3.577
3.630 GHz,3.574
3.630 GHz,3.571
3.631 GHz,3.568
3.631 GHz,3.565
3.631 GHz,3.562
3.631 GHz,3.559
3.632 GHz,3.555
3.632 GHz,3.552
3.632 GHz,3.549
3.632 GHz,3.545
3.633 GHz,3.542
3.633 GHz,3.539
3.633 GHz,3.535
3.634 GHz,3.532
3.634 GHz,3.529
3.634 GHz,3.526
3.634 GHz,3.524
3.635 GHz,3.522
3.635 GHz,3.520
3.635 GHz,3.518
3.636 GHz,3.516
3.636 GHz,3.514
3.636 GHz,3.511
3.636 GHz,3.509
3.637 GHz,3.507
3.637 GHz,3.505
3.637 GHz,3.502
3.638 GHz,3.500
3.638 GHz,3.497
3.638 GHz,3.495
3.638 GHz,3.492
3.639 GHz,3.490
3.639 GHz,3.487
3.639 GHz,3.484
3.640 GHz,3.482
3.640 GHz,3.479
3.640 GHz,3.477
3.640 GHz,3.474
3.641 GHz,3.471
3.641 GHz,3.468
3.641 GHz,3.465
3.642 GHz,3.462
3.642 GHz,3.459
3.642 GHz,3.456
3.642 GHz,3.453
3.643 GHz,3.450
3.643 GHz,3.447
3.643 GHz,3.444
3.643 GHz,3.442
3.644 GHz,3.440
3.644 GHz,3.437
3.644 GHz,3.435
3.645 GHz,3.433
3.645 GHz,3.430
3.645 GHz,3.428
3.645 GHz,3.426
3.646 GHz,3.424
3.646 GHz,3.421
3.646 GHz,3.419
3.647 GHz,3.416
3.647 GHz,3.413
3.647 GHz,3.410
3.647 GHz,3.408
3.648 GHz,3.405
3.648 GHz,3.402
3.648 GHz,3.399
3.649 GHz,3.397
3.649 GHz,3.394
3.649 GHz,3.391
3.649 GHz,3.387
3.650 GHz,3.384
3.650 GHz,3.380
3.650 GHz,3.376
3.651 GHz,3.373
3.651 GHz,3.369
3.651 GHz,3.365
3.651 GHz,3.362
3.652 GHz,3.358
3.652 GHz,3.354
3.652 GHz,3.351
3.652 GHz,3.348
3.653 GHz,3.345
3.653 GHz,3.342
3.653 GHz,3.339
3.654 GHz,3.336
3.654 GHz,3.333
3.654 GHz,3.330
3.654 GHz,3.327
3.655 GHz,3.324
3.655 GHz,3.321
3.655 GHz,3.318
3.656 GHz,3.315
3.656 GHz,3.313
3.656 GHz,3.310
3.656 GHz,3.307
3.657 GHz,3.305
3.657 GHz,3.302
3.657 GHz,3.300
3.658 GHz,3.297
3.658 GHz,3.294
3.658 GHz,3.291
3.658 GHz,3.288
3.659 GHz,3.284
3.659 GHz,3.281
3.659 GHz,3.278
3.659 GHz,3.274
3.660 GHz,3.271
3.660 GHz,3.267
3.660 GHz,3.264
3.661 GHz,3.260
3.661 GHz,3.257
3.661 GHz,3.254
3.661 GHz,3.252
3.662 GHz,3.249
3.662 GHz,3.247
3.662 GHz,3.244
3.663 GHz,3.242
3.663 GHz,3.239
3.663 GHz,3.237
3.663 GHz,3.234
3.664 GHz,3.232
3.664 GHz,3.229
3.664 GHz,3.227
3.665 GHz,3.224
3.665 GHz,3.222
3.665 GHz,3.219
3.665 GHz,3.217
3.666 GHz,3.214
3.666 GHz,3.211
3.666 GHz,3.209
3.667 GHz,3.206
3.667 GHz,3.204
3.667 GHz,3.201
3.667 GHz,3.198
3.668 GHz,3.195
3.668 GHz,3.192
3.668 GHz,3.189
3.668 GHz,3.186
3.669 GHz,3.183
3.669 GHz,3.181
3.669 GHz,3.178
3.670 GHz,3.175
3.670 GHz,3.172
3.670 GHz,3.169
3.670 GHz,3.166
3.671 GHz,3.163
3.671 GHz,3.161
3.671 GHz,3.158
3.672 GHz,3.155
3.672 GHz,3.152
3.672 GHz,3.149
3.672 GHz,3.147
3.673 GHz,3.144
3.673 GHz,3.141
3.673 GHz,3.138
3.674 GHz,3.135
3.674 GHz,3.133
3.674 GHz,3.130
3.674 GHz,3.127
3.675 GHz,3.124
3.675 GHz,3.122
3.675 GHz,3.119
3.676 GHz,3.116
3.676 GHz,3.113
3.676 GHz,3.111
3.676 GHz,3.108
3.677 GHz,3.106
3.677 GHz,3.103
3.677 GHz,3.101
3.678 GHz,3.099
3.678 GHz,3.096
3.678 GHz,3.094
3.678 GHz,3.092
3.679 GHz,3.089
3.679 GHz,3.087
3.679 GHz,3.084
3.679 GHz,3.082
3.680 GHz,3.079
3.680 GHz,3.077
3.680 GHz,3.074
3.681 GHz,3.071
3.681 GHz,3.069
3.681 GHz,3.066
3.681 GHz,3.064
3.682 GHz,3.061
3.682 GHz,3.058
3.682 GHz,3.055
3.683 GHz,3.052
3.683 GHz,3.049
3.683 GHz,3.046
3.683 GHz,3.043
3.684 GHz,3.040
3.684 GHz,3.037
3.684 GHz,3.033
3.685 GHz,3.030
3.685 GHz,3.027
3.685 GHz,3.024
3.685 GHz,3.021
3.686 GHz,3.019
3.686 GHz,3.016
3.686 GHz,3.013
3.687 GHz,3.010
3.687 GHz,3.007
3.687 GHz,3.004
3.687 GHz,3.002
3.688 GHz,2.999
3.688 GHz,2.996
3.688 GHz,2.993
3.688 GHz,2.991
3.689 GHz,2.988
3.689 GHz,2.986
3.689 GHz,2.983
3.690 GHz,2.981
3.690 GHz,2.978
3.690 GHz,2.976
3.690 GHz,2.973
3.691 GHz,2.971
3.691 GHz,2.968
3.691 GHz,2.965
3.692 GHz,2.963
3.692 GHz,2.960
3.692 GHz,2.958
3.692 GHz,2.955
3.693 GHz,2.952
3.693 GHz,2.950
3.693 GHz,2.947
3.694 GHz,2.945
3.694 GHz,2.942
3.694 GHz,2.939
3.694 GHz,2.936
3.695 GHz,2.933
3.695 GHz,2.930
3.695 GHz,2.927
3.696 GHz,2.924
3.696 GHz,2.921
3.696 GHz,2.918
3.696 GHz,2.915
3.697 GHz,2.913
3.697 GHz,2.910
3.697 GHz,2.907
3.697 GHz,2.904
3.698 GHz,2.901
3.698 GHz,2.899
3.698 GHz,2.896
3.699 GHz,2.893
3.699 GHz,2.891
3.699 GHz,2.888
3.699 GHz,2.885
3.700 GHz,2.883
3.700 GHz,2.880
3.700 GHz,2.877
3.701 GHz,2.875
3.701 GHz,2.872
3.701 GHz,2.870
3.701 GHz,2.867
3.702 GHz,2.864
3.702 GHz,2.862
3.702 GHz,2.859
3.703 GHz,2.856
3.703 GHz,2.854
3.703 GHz,2.851
3.703 GHz,2.849
3.704 GHz,2.847
3.704 GHz,2.845
3.704 GHz,2.842
3.704 GHz,2.840
3.705 GHz,2.838
3.705 GHz,2.836
3.705 GHz,2.834
3.706 GHz,2.832
3.706 GHz,2.829
3.706 GHz,2.826
3.706 GHz,2.823
3.707 GHz,2.819
3.707 GHz,2.815
3.707 GHz,2.812
3.708 GHz,2.808
3.708 GHz,2.805
3.708 GHz,2.801
3.708 GHz,2.797
3.709 GHz,2.794
3.709 GHz,2.790
3.709 GHz,2.788
3.710 GHz,2.786
3.710 GHz,2.783
3.710 GHz,2.781
3.710 GHz,2.779
3.711 GHz,2.777
3.711 GHz,2.775
3.711 GHz,2.772
3.712 GHz,2.770
3.712 GHz,2.768
3.712 GHz,2.765
3.712 GHz,2.762
3.713 GHz,2.758
3.713 GHz,2.754
3.713 GHz,2.751
3.713 GHz,2.747
3.714 GHz,2.744
3.714 GHz,2.740
3.714 GHz,2.736
3.715 GHz,2.733
3.715 GHz,2.729
3.715 GHz,2.727
3.715 GHz,2.725
3.716 GHz,2.723
3.716 GHz,2.721
3.716 GHz,2.720
3.717 GHz,2.718
3.717 GHz,2.716
3.717 GHz,2.714
3.717 GHz,2.712
3.718 GHz,2.711
3.718 GHz,2.709
3.718 GHz,2.707
3.719 GHz,2.704
3.719 GHz,2.702
3.719 GHz,2.700
3.719 GHz,2.698
3.720 GHz,2.695
3.720 GHz,2.693
3.720 GHz,2.691
3.721 GHz,2.689
3.721 GHz,2.686
3.721 GHz,2.684
3.721 GHz,2.681
3.722 GHz,2.679
3.722 GHz,2.676
3.722 GHz,2.674
3.723 GHz,2.671
3.723 GHz,2.668
3.723 GHz,2.666
3.723 GHz,2.663
3.724 GHz,2.661
3.724 GHz,2.658
3.724 GHz,2.655
3.724 GHz,2.653
3.725 GHz,2.650
3.725 GHz,2.648
3.725 GHz,2.645
3.726 GHz,2.642
3.726 GHz,2.640
3.726 GHz,2.637
3.726 GHz,2.634
3.727 GHz,2.632
3.727 GHz,2.629
3.727 GHz,2.626
3.728 GHz,2.623
3.728 GHz,2.620
3.728 GHz,2.618
3.728 GHz,2.615
3.729 GHz,2.612
3.729 GHz,2.609
3.729 GHz,2.606
3.730 GHz,2.603
3.730 GHz,2.600
3.730 GHz,2.598
3.730 GHz,2.595
3.731 GHz,2.593
3.731 GHz,2.590
3.731 GHz,2.588
3.732 GHz,2.585
3.732 GHz,2.583
3.732 GHz,2.580
3.732 GHz,2.578
3.733 GHz,2.575
3.733 GHz,2.573
3.733 GHz,2.570
3.733 GHz,2.567
3.734 GHz,2.565
3.734 GHz,2.562
3.734 GHz,2.560
3.735 GHz,2.557
3.735 GHz,2.554
3.735 GHz,2.552
3.735 GHz,2.549
3.736 GHz,2.547
3.736 GHz,2.544
3.736 GHz,2.541
3.737 GHz,2.539
3.737 GHz,2.536
3.737 GHz,2.533
3.737 GHz,2.530
3.738 GHz,2.528
3.738 GHz,2.525
3.738 GHz,2.522
3.739 GHz,2.520
3.739 GHz,2.517
3.739 GHz,2.514
3.739 GHz,2.510
3.740 GHz,2.506
3.740 GHz,2.503
3.740 GHz,2.499
3.740 GHz,2.495
3.741 GHz,2.492
3.741 GHz,2.488
3.741 GHz,2.484
3.742 GHz,2.480
3.742 GHz,2.477
3.742 GHz,2.473
3.742 GHz,2.470
3.743 GHz,2.468
3.743 GHz,2.465
3.743 GHz,2.462
3.744 GHz,2.459
3.744 GHz,2.456
3.744 GHz,2.453
3.744 GHz,2.450
3.745 GHz,2.447
3.745 GHz,2.444
3.745 GHz,2.441
3.746 GHz,2.437
3.746 GHz,2.434
3.746 GHz,2.430
3.746 GHz,2.427
3.747 GHz,2.423
3.747 GHz,2.420
3.747 GHz,2.417
3.748 GHz,2.413
3.748 GHz,2.410
3.748 GHz,2.407
3.748 GHz,2.405
3.749 GHz,2.403
3.749 GHz,2.401
3.749 GHz,2.399
3.749 GHz,2.396
3.750 GHz,2.394
3.750 GHz,2.392
3.750 GHz,2.390
3.751 GHz,2.388
3.751 GHz,2.386
3.751 GHz,2.384
3.751 GHz,2.382
3.752 GHz,2.379
3.752 GHz,2.377
3.752 GHz,2.374
3.753 GHz,2.372
3.753 GHz,2.370
3.753 GHz,2.367
3.753 GHz,2.365
3.754 GHz,2.363
3.754 GHz,2.360
3.754 GHz,2.358
3.755 GHz,2.357
3.755 GHz,2.355
3.755 GHz,2.353
3.755 GHz,2.351
3.756 GHz,2.350
3.756 GHz,2.348
3.756 GHz,2.346
3.757 GHz,2.344
3.757 GHz,2.342
3.757 GHz,2.340
3.757 GHz,2.337
3.758 GHz,2.334
3.758 GHz,2.331
3.758 GHz,2.328
3.759 GHz,2.325
3.759 GHz,2.322
3.759 GHz,2.319
3.759 GHz,2.316
3.760 GHz,2.313
3.760 GHz,2.310
3.760 GHz,2.307
3.760 GHz,2.305
3.761 GHz,2.302
3.761 GHz,2.299
3.761 GHz,2.296
3.762 GHz,2.293
3.762 GHz,2.290
3.762 GHz,2.287
3.762 GHz,2.285
3.763 GHz,2.282
3.763 GHz,2.279
3.763 GHz,2.277
3.764 GHz,2.275
3.764 GHz,2.273
3.764 GHz,2.271
3.764 GHz,2.269
3.765 GHz,2.267
3.765 GHz,2.265
3.765 GHz,2.263
3.766 GHz,2.261
3.766 GHz,2.259
3.766 GHz,2.256
3.766 GHz,2.253
3.767 GHz,2.250
3.767 GHz,2.247
3.767 GHz,2.243
3.768 GHz,2.240
3.768 GHz,2.237
3.768 GHz,2.234
3.768 GHz,2.231
3.769 GHz,2.227
3.769 GHz,2.224
3.769 GHz,2.221
3.769 GHz,2.217
3.770 GHz,2.214
3.770 GHz,2.210
3.770 GHz,2.207
3.771 GHz,2.203
3.771 GHz,2.200
3.771 GHz,2.196
3.771 GHz,2.193
3.772 GHz,2.189
3.772 GHz,2.186
3.772 GHz,2.183
3.773 GHz,2.181
3.773 GHz,2.178
3.773 GHz,2.176
3.773 GHz,2.174
3.774 GHz,2.171
3.774 GHz,2.169
3.774 GHz,2.166
3.775 GHz,2.164
3.775 GHz,2.161
3.775 GHz,2.159
3.775 GHz,2.158
3.776 GHz,2.156
3.776 GHz,2.154
3.776 GHz,2.152
3.776 GHz,2.151
3.777 GHz,2.149
3.777 GHz,2.147
3.777 GHz,2.146
3.778 GHz,2.144
3.778 GHz,2.142
3.778 GHz,2.140
3.778 GHz,2.137
3.779 GHz,2.133
3.779 GHz,2.130
3.779 GHz,2.127
3.780 GHz,2.124
3.780 GHz,2.121
3.780 GHz,2.117
3.780 GHz,2.114
3.781 GHz,2.111
3.781 GHz,2.108
3.781 GHz,2.106
3.782 GHz,2.104
3.782 GHz,2.102
3.782 GHz,2.100
3.782 GHz,2.098
3.783 GHz,2.096
3.783 GHz,2.094
3.783 GHz,2.092
3.784 GHz,2.090
3.784 GHz,2.088
3.784 GHz,2.086
3.784 GHz,2.083
3.785 GHz,2.080
3.785 GHz,2.077
3.785 GHz,2.075
3.785 GHz,2.072
3.786 GHz,2.069
3.786 GHz,2.066
3.786 GHz,2.063
3.787 GHz,2.060
3.787 GHz,2.057
3.787 GHz,2.055
3.787 GHz,2.053
3.788 GHz,2.051
3.788 GHz,2.048
3.788 GHz,2.046
3.789 GHz,2.044
3.789 GHz,2.042
3.789 GHz,2.039
3.789 GHz,2.037
3.790 GHz,2.035
3.790 GHz,2.033
3.790 GHz,2.030
3.791 GHz,2.028
3.791 GHz,2.025
3.791 GHz,2.023
3.791 GHz,2.020
3.792 GHz,2.018
3.792 GHz,2.015
3.792 GHz,2.013
3.793 GHz,2.010
3.793 GHz,2.008
3.793 GHz,2.005
3.793 GHz,2.003
3.794 GHz,2.002
3.794 GHz,2.000
3.794 GHz,1.998
3.795 GHz,1.996
3.795 GHz,1.994
3.795 GHz,1.992
3.795 GHz,1.990
3.796 GHz,1.988
3.796 GHz,1.986
3.796 GHz,1.984
3.796 GHz,1.981
3.797 GHz,1.978
3.797 GHz,1.975
3.797 GHz,1.972
3.798 GHz,1.969
3.798 GHz,1.966
3.798 GHz,1.963
3.798 GHz,1.960
3.799 GHz,1.957
3.799 GHz,1.954
3.799 GHz,1.951
3.800 GHz,1.948
3.800 GHz,1.945
3.800 GHz,1.942
3.800 GHz,1.939
3.801 GHz,1.936
3.801 GHz,1.933
3.801 GHz,1.930
3.802 GHz,1.927
3.802 GHz,1.924
3.802 GHz,1.921
3.802 GHz,1.919
3.803 GHz,1.917
3.803 GHz,1.915
3.803 GHz,1.913
3.804 GHz,1.911
3.804 GHz,1.909
3.804 GHz,1.907
3.804 GHz,1.905
3.805 GHz,1.903
3.805 GHz,1.901
3.805 GHz,1.898
3.805 GHz,1.895
3.806 GHz,1.892
3.806 GHz,1.890
3.806 GHz,1.887
3.807 GHz,1.884
3.807 GHz,1.881
