"freq
References : ['dB(analysis.SP.S(1,1))']
Dependency : [?]
Num. Points : [?]
Matrix Size : ?
Type : ?","dB(analysis.SP.S(1,1))
References : []
Dependency : [freq]
Num. Points : [32001]
Matrix Size : scalar
Type : Real"
2.234 GHz,-5.980
2.234 GHz,-5.980
2.234 GHz,-5.980
2.234 GHz,-5.980
2.235 GHz,-5.979
2.235 GHz,-5.979
2.235 GHz,-5.979
2.236 GHz,-5.979
2.236 GHz,-5.978
2.236 GHz,-5.978
2.236 GHz,-5.978
2.237 GHz,-5.977
2.237 GHz,-5.977
2.237 GHz,-5.977
2.237 GHz,-5.976
2.238 GHz,-5.976
2.238 GHz,-5.976
2.238 GHz,-5.975
2.239 GHz,-5.975
2.239 GHz,-5.974
2.239 GHz,-5.973
2.239 GHz,-5.973
2.240 GHz,-5.972
2.240 GHz,-5.972
2.240 GHz,-5.971
2.241 GHz,-5.970
2.241 GHz,-5.969
2.241 GHz,-5.968
2.241 GHz,-5.967
2.242 GHz,-5.966
2.242 GHz,-5.965
2.242 GHz,-5.964
2.243 GHz,-5.963
2.243 GHz,-5.962
2.243 GHz,-5.961
2.243 GHz,-5.960
2.244 GHz,-5.959
2.244 GHz,-5.958
2.244 GHz,-5.957
2.245 GHz,-5.955
2.245 GHz,-5.954
2.245 GHz,-5.953
2.245 GHz,-5.952
2.246 GHz,-5.951
2.246 GHz,-5.950
2.246 GHz,-5.948
2.247 GHz,-5.947
2.247 GHz,-5.946
2.247 GHz,-5.945
2.247 GHz,-5.944
2.248 GHz,-5.943
2.248 GHz,-5.942
2.248 GHz,-5.941
2.248 GHz,-5.940
2.249 GHz,-5.939
2.249 GHz,-5.938
2.249 GHz,-5.937
2.250 GHz,-5.936
2.250 GHz,-5.935
2.250 GHz,-5.934
2.250 GHz,-5.934
2.251 GHz,-5.933
2.251 GHz,-5.932
2.251 GHz,-5.932
2.252 GHz,-5.931
2.252 GHz,-5.931
2.252 GHz,-5.930
2.252 GHz,-5.929
2.253 GHz,-5.929
2.253 GHz,-5.929
2.253 GHz,-5.928
2.254 GHz,-5.928
2.254 GHz,-5.927
2.254 GHz,-5.927
2.254 GHz,-5.926
2.255 GHz,-5.926
2.255 GHz,-5.926
2.255 GHz,-5.925
2.256 GHz,-5.925
2.256 GHz,-5.924
2.256 GHz,-5.924
2.256 GHz,-5.924
2.257 GHz,-5.923
2.257 GHz,-5.923
2.257 GHz,-5.922
2.257 GHz,-5.922
2.258 GHz,-5.921
2.258 GHz,-5.921
2.258 GHz,-5.921
2.259 GHz,-5.920
2.259 GHz,-5.920
2.259 GHz,-5.919
2.259 GHz,-5.918
2.260 GHz,-5.918
2.260 GHz,-5.917
2.260 GHz,-5.917
2.261 GHz,-5.916
2.261 GHz,-5.915
2.261 GHz,-5.914
2.261 GHz,-5.914
2.262 GHz,-5.913
2.262 GHz,-5.912
2.262 GHz,-5.911
2.263 GHz,-5.911
2.263 GHz,-5.910
2.263 GHz,-5.909
2.263 GHz,-5.908
2.264 GHz,-5.907
2.264 GHz,-5.906
2.264 GHz,-5.906
2.264 GHz,-5.905
2.265 GHz,-5.904
2.265 GHz,-5.903
2.265 GHz,-5.902
2.266 GHz,-5.901
2.266 GHz,-5.900
2.266 GHz,-5.900
2.266 GHz,-5.899
2.267 GHz,-5.898
2.267 GHz,-5.897
2.267 GHz,-5.896
2.268 GHz,-5.895
2.268 GHz,-5.895
2.268 GHz,-5.894
2.268 GHz,-5.893
2.269 GHz,-5.892
2.269 GHz,-5.892
2.269 GHz,-5.891
2.270 GHz,-5.890
2.270 GHz,-5.890
2.270 GHz,-5.889
2.270 GHz,-5.888
2.271 GHz,-5.888
2.271 GHz,-5.887
2.271 GHz,-5.887
2.272 GHz,-5.886
2.272 GHz,-5.886
2.272 GHz,-5.885
2.272 GHz,-5.885
2.273 GHz,-5.884
2.273 GHz,-5.884
2.273 GHz,-5.883
2.273 GHz,-5.883
2.274 GHz,-5.882
2.274 GHz,-5.882
2.274 GHz,-5.882
2.275 GHz,-5.881
2.275 GHz,-5.881
2.275 GHz,-5.880
2.275 GHz,-5.880
2.276 GHz,-5.880
2.276 GHz,-5.879
2.276 GHz,-5.879
2.277 GHz,-5.878
2.277 GHz,-5.878
2.277 GHz,-5.878
2.277 GHz,-5.877
2.278 GHz,-5.877
2.278 GHz,-5.876
2.278 GHz,-5.876
2.279 GHz,-5.875
2.279 GHz,-5.875
2.279 GHz,-5.874
2.279 GHz,-5.874
2.280 GHz,-5.873
2.280 GHz,-5.872
2.280 GHz,-5.872
2.281 GHz,-5.871
2.281 GHz,-5.870
2.281 GHz,-5.870
2.281 GHz,-5.869
2.282 GHz,-5.868
2.282 GHz,-5.868
2.282 GHz,-5.867
2.283 GHz,-5.866
2.283 GHz,-5.865
2.283 GHz,-5.865
2.283 GHz,-5.864
2.284 GHz,-5.863
2.284 GHz,-5.862
2.284 GHz,-5.862
2.284 GHz,-5.861
2.285 GHz,-5.860
2.285 GHz,-5.859
2.285 GHz,-5.858
2.286 GHz,-5.857
2.286 GHz,-5.857
2.286 GHz,-5.856
2.286 GHz,-5.855
2.287 GHz,-5.854
2.287 GHz,-5.853
2.287 GHz,-5.853
2.288 GHz,-5.852
2.288 GHz,-5.851
2.288 GHz,-5.850
2.288 GHz,-5.849
2.289 GHz,-5.849
2.289 GHz,-5.848
2.289 GHz,-5.847
2.290 GHz,-5.846
2.290 GHz,-5.846
2.290 GHz,-5.845
2.290 GHz,-5.844
2.291 GHz,-5.843
2.291 GHz,-5.843
2.291 GHz,-5.842
2.292 GHz,-5.841
2.292 GHz,-5.840
2.292 GHz,-5.840
2.292 GHz,-5.839
2.293 GHz,-5.838
2.293 GHz,-5.838
2.293 GHz,-5.837
2.293 GHz,-5.836
2.294 GHz,-5.835
2.294 GHz,-5.835
2.294 GHz,-5.834
2.295 GHz,-5.833
2.295 GHz,-5.833
2.295 GHz,-5.832
2.295 GHz,-5.831
2.296 GHz,-5.831
2.296 GHz,-5.830
2.296 GHz,-5.829
2.297 GHz,-5.828
2.297 GHz,-5.828
2.297 GHz,-5.827
2.297 GHz,-5.826
2.298 GHz,-5.826
2.298 GHz,-5.825
2.298 GHz,-5.824
2.299 GHz,-5.824
2.299 GHz,-5.823
2.299 GHz,-5.822
2.299 GHz,-5.822
2.300 GHz,-5.821
2.300 GHz,-5.820
2.300 GHz,-5.820
2.300 GHz,-5.819
2.301 GHz,-5.818
2.301 GHz,-5.818
2.301 GHz,-5.817
2.302 GHz,-5.816
2.302 GHz,-5.816
2.302 GHz,-5.815
2.302 GHz,-5.814
2.303 GHz,-5.814
2.303 GHz,-5.813
2.303 GHz,-5.812
2.304 GHz,-5.812
2.304 GHz,-5.811
2.304 GHz,-5.810
2.304 GHz,-5.810
2.305 GHz,-5.809
2.305 GHz,-5.808
2.305 GHz,-5.808
2.306 GHz,-5.807
2.306 GHz,-5.806
2.306 GHz,-5.806
2.306 GHz,-5.805
2.307 GHz,-5.805
2.307 GHz,-5.804
2.307 GHz,-5.803
2.308 GHz,-5.803
2.308 GHz,-5.802
2.308 GHz,-5.801
2.308 GHz,-5.801
2.309 GHz,-5.800
2.309 GHz,-5.799
2.309 GHz,-5.799
2.309 GHz,-5.798
2.310 GHz,-5.797
2.310 GHz,-5.797
2.310 GHz,-5.796
2.311 GHz,-5.795
2.311 GHz,-5.795
2.311 GHz,-5.794
2.311 GHz,-5.793
2.312 GHz,-5.793
2.312 GHz,-5.792
2.312 GHz,-5.791
2.313 GHz,-5.790
2.313 GHz,-5.790
2.313 GHz,-5.789
2.313 GHz,-5.788
2.314 GHz,-5.788
2.314 GHz,-5.787
2.314 GHz,-5.786
2.315 GHz,-5.786
2.315 GHz,-5.785
2.315 GHz,-5.784
2.315 GHz,-5.783
2.316 GHz,-5.783
2.316 GHz,-5.782
2.316 GHz,-5.781
2.317 GHz,-5.781
2.317 GHz,-5.780
2.317 GHz,-5.779
2.317 GHz,-5.779
2.318 GHz,-5.778
2.318 GHz,-5.777
2.318 GHz,-5.777
2.318 GHz,-5.776
2.319 GHz,-5.775
2.319 GHz,-5.775
2.319 GHz,-5.774
2.320 GHz,-5.773
2.320 GHz,-5.773
2.320 GHz,-5.772
2.320 GHz,-5.772
2.321 GHz,-5.771
2.321 GHz,-5.771
2.321 GHz,-5.770
2.322 GHz,-5.769
2.322 GHz,-5.769
2.322 GHz,-5.768
2.322 GHz,-5.768
2.323 GHz,-5.767
2.323 GHz,-5.767
2.323 GHz,-5.767
2.324 GHz,-5.766
2.324 GHz,-5.766
2.324 GHz,-5.765
2.324 GHz,-5.765
2.325 GHz,-5.764
2.325 GHz,-5.764
2.325 GHz,-5.763
2.326 GHz,-5.763
2.326 GHz,-5.762
2.326 GHz,-5.762
2.326 GHz,-5.761
2.327 GHz,-5.761
2.327 GHz,-5.760
2.327 GHz,-5.760
2.328 GHz,-5.759
2.328 GHz,-5.759
2.328 GHz,-5.758
2.328 GHz,-5.758
2.329 GHz,-5.757
2.329 GHz,-5.756
2.329 GHz,-5.756
2.329 GHz,-5.755
2.330 GHz,-5.755
2.330 GHz,-5.754
2.330 GHz,-5.753
2.331 GHz,-5.752
2.331 GHz,-5.752
2.331 GHz,-5.751
2.331 GHz,-5.750
2.332 GHz,-5.749
2.332 GHz,-5.748
2.332 GHz,-5.748
2.333 GHz,-5.747
2.333 GHz,-5.746
2.333 GHz,-5.745
2.333 GHz,-5.744
2.334 GHz,-5.743
2.334 GHz,-5.742
2.334 GHz,-5.741
2.335 GHz,-5.740
2.335 GHz,-5.739
2.335 GHz,-5.738
2.335 GHz,-5.737
2.336 GHz,-5.736
2.336 GHz,-5.735
2.336 GHz,-5.735
2.337 GHz,-5.734
2.337 GHz,-5.733
2.337 GHz,-5.732
2.337 GHz,-5.731
2.338 GHz,-5.730
2.338 GHz,-5.729
2.338 GHz,-5.728
2.338 GHz,-5.728
2.339 GHz,-5.727
2.339 GHz,-5.726
2.339 GHz,-5.725
2.340 GHz,-5.725
2.340 GHz,-5.724
2.340 GHz,-5.723
2.340 GHz,-5.723
2.341 GHz,-5.722
2.341 GHz,-5.722
2.341 GHz,-5.721
2.342 GHz,-5.721
2.342 GHz,-5.720
2.342 GHz,-5.720
2.342 GHz,-5.720
2.343 GHz,-5.719
2.343 GHz,-5.719
2.343 GHz,-5.718
2.344 GHz,-5.718
2.344 GHz,-5.718
2.344 GHz,-5.717
2.344 GHz,-5.717
2.345 GHz,-5.717
2.345 GHz,-5.716
2.345 GHz,-5.716
2.345 GHz,-5.716
2.346 GHz,-5.716
2.346 GHz,-5.715
2.346 GHz,-5.715
2.347 GHz,-5.715
2.347 GHz,-5.714
2.347 GHz,-5.714
2.347 GHz,-5.714
2.348 GHz,-5.713
2.348 GHz,-5.713
2.348 GHz,-5.713
2.349 GHz,-5.712
2.349 GHz,-5.712
2.349 GHz,-5.711
2.349 GHz,-5.711
2.350 GHz,-5.710
2.350 GHz,-5.710
2.350 GHz,-5.709
2.351 GHz,-5.709
2.351 GHz,-5.708
2.351 GHz,-5.708
2.351 GHz,-5.707
2.352 GHz,-5.706
2.352 GHz,-5.706
2.352 GHz,-5.705
2.353 GHz,-5.705
2.353 GHz,-5.704
2.353 GHz,-5.703
2.353 GHz,-5.703
2.354 GHz,-5.702
2.354 GHz,-5.701
2.354 GHz,-5.701
2.354 GHz,-5.700
2.355 GHz,-5.699
2.355 GHz,-5.699
2.355 GHz,-5.698
2.356 GHz,-5.697
2.356 GHz,-5.697
2.356 GHz,-5.696
2.356 GHz,-5.695
2.357 GHz,-5.695
2.357 GHz,-5.694
2.357 GHz,-5.693
2.358 GHz,-5.693
2.358 GHz,-5.692
2.358 GHz,-5.691
2.358 GHz,-5.691
2.359 GHz,-5.690
2.359 GHz,-5.689
2.359 GHz,-5.689
2.360 GHz,-5.688
2.360 GHz,-5.687
2.360 GHz,-5.687
2.360 GHz,-5.686
2.361 GHz,-5.685
2.361 GHz,-5.685
2.361 GHz,-5.684
2.362 GHz,-5.684
2.362 GHz,-5.683
2.362 GHz,-5.682
2.362 GHz,-5.682
2.363 GHz,-5.681
2.363 GHz,-5.681
2.363 GHz,-5.680
2.364 GHz,-5.679
2.364 GHz,-5.679
2.364 GHz,-5.678
2.364 GHz,-5.678
2.365 GHz,-5.677
2.365 GHz,-5.677
2.365 GHz,-5.676
2.365 GHz,-5.675
2.366 GHz,-5.675
2.366 GHz,-5.674
2.366 GHz,-5.674
2.367 GHz,-5.673
2.367 GHz,-5.672
2.367 GHz,-5.672
2.367 GHz,-5.671
2.368 GHz,-5.670
2.368 GHz,-5.670
2.368 GHz,-5.669
2.369 GHz,-5.668
2.369 GHz,-5.667
2.369 GHz,-5.667
2.369 GHz,-5.666
2.370 GHz,-5.665
2.370 GHz,-5.664
2.370 GHz,-5.663
2.371 GHz,-5.663
2.371 GHz,-5.662
2.371 GHz,-5.661
2.371 GHz,-5.660
2.372 GHz,-5.659
2.372 GHz,-5.658
2.372 GHz,-5.657
2.373 GHz,-5.656
2.373 GHz,-5.655
2.373 GHz,-5.654
2.373 GHz,-5.653
2.374 GHz,-5.652
2.374 GHz,-5.651
2.374 GHz,-5.650
2.374 GHz,-5.648
2.375 GHz,-5.647
2.375 GHz,-5.646
2.375 GHz,-5.645
2.376 GHz,-5.644
2.376 GHz,-5.643
2.376 GHz,-5.642
2.376 GHz,-5.641
2.377 GHz,-5.640
2.377 GHz,-5.639
2.377 GHz,-5.638
2.378 GHz,-5.637
2.378 GHz,-5.636
2.378 GHz,-5.634
2.378 GHz,-5.633
2.379 GHz,-5.632
2.379 GHz,-5.632
2.379 GHz,-5.631
2.380 GHz,-5.630
2.380 GHz,-5.629
2.380 GHz,-5.628
2.380 GHz,-5.627
2.381 GHz,-5.626
2.381 GHz,-5.625
2.381 GHz,-5.624
2.381 GHz,-5.624
2.382 GHz,-5.623
2.382 GHz,-5.622
2.382 GHz,-5.621
2.383 GHz,-5.620
2.383 GHz,-5.619
2.383 GHz,-5.619
2.383 GHz,-5.618
2.384 GHz,-5.617
2.384 GHz,-5.616
2.384 GHz,-5.616
2.385 GHz,-5.615
2.385 GHz,-5.614
2.385 GHz,-5.613
2.385 GHz,-5.613
2.386 GHz,-5.612
2.386 GHz,-5.611
2.386 GHz,-5.610
2.387 GHz,-5.610
2.387 GHz,-5.609
2.387 GHz,-5.608
2.387 GHz,-5.608
2.388 GHz,-5.607
2.388 GHz,-5.606
2.388 GHz,-5.606
2.389 GHz,-5.605
2.389 GHz,-5.604
2.389 GHz,-5.603
2.389 GHz,-5.603
2.390 GHz,-5.602
2.390 GHz,-5.601
2.390 GHz,-5.601
2.390 GHz,-5.600
2.391 GHz,-5.599
2.391 GHz,-5.599
2.391 GHz,-5.598
2.392 GHz,-5.597
2.392 GHz,-5.597
2.392 GHz,-5.596
2.392 GHz,-5.595
2.393 GHz,-5.595
2.393 GHz,-5.594
2.393 GHz,-5.593
2.394 GHz,-5.593
2.394 GHz,-5.592
2.394 GHz,-5.592
2.394 GHz,-5.591
2.395 GHz,-5.590
2.395 GHz,-5.590
2.395 GHz,-5.589
2.396 GHz,-5.589
2.396 GHz,-5.588
2.396 GHz,-5.587
2.396 GHz,-5.587
2.397 GHz,-5.586
2.397 GHz,-5.586
2.397 GHz,-5.585
2.398 GHz,-5.584
2.398 GHz,-5.584
2.398 GHz,-5.583
2.398 GHz,-5.583
2.399 GHz,-5.582
2.399 GHz,-5.582
2.399 GHz,-5.581
2.400 GHz,-5.580
2.400 GHz,-5.580
2.400 GHz,-5.579
2.400 GHz,-5.579
2.401 GHz,-5.578
2.401 GHz,-5.578
2.401 GHz,-5.577
2.401 GHz,-5.577
2.402 GHz,-5.576
2.402 GHz,-5.576
2.402 GHz,-5.575
2.403 GHz,-5.575
2.403 GHz,-5.575
2.403 GHz,-5.574
2.403 GHz,-5.574
2.404 GHz,-5.573
2.404 GHz,-5.573
2.404 GHz,-5.573
2.405 GHz,-5.572
2.405 GHz,-5.572
2.405 GHz,-5.571
2.405 GHz,-5.571
2.406 GHz,-5.570
2.406 GHz,-5.570
2.406 GHz,-5.570
2.407 GHz,-5.569
2.407 GHz,-5.569
2.407 GHz,-5.568
2.407 GHz,-5.568
2.408 GHz,-5.567
2.408 GHz,-5.567
2.408 GHz,-5.566
2.409 GHz,-5.566
2.409 GHz,-5.565
2.409 GHz,-5.565
2.409 GHz,-5.564
2.410 GHz,-5.563
2.410 GHz,-5.563
2.410 GHz,-5.562
2.410 GHz,-5.561
2.411 GHz,-5.561
2.411 GHz,-5.560
2.411 GHz,-5.559
2.412 GHz,-5.558
2.412 GHz,-5.557
2.412 GHz,-5.556
2.412 GHz,-5.556
2.413 GHz,-5.555
2.413 GHz,-5.554
2.413 GHz,-5.553
2.414 GHz,-5.552
2.414 GHz,-5.551
2.414 GHz,-5.550
2.414 GHz,-5.549
2.415 GHz,-5.548
2.415 GHz,-5.547
2.415 GHz,-5.546
2.416 GHz,-5.545
2.416 GHz,-5.544
2.416 GHz,-5.543
2.416 GHz,-5.542
2.417 GHz,-5.541
2.417 GHz,-5.540
2.417 GHz,-5.540
2.417 GHz,-5.539
2.418 GHz,-5.538
2.418 GHz,-5.537
2.418 GHz,-5.536
2.419 GHz,-5.535
2.419 GHz,-5.534
2.419 GHz,-5.533
2.419 GHz,-5.533
2.420 GHz,-5.532
2.420 GHz,-5.531
2.420 GHz,-5.531
2.421 GHz,-5.530
2.421 GHz,-5.529
2.421 GHz,-5.529
2.421 GHz,-5.528
2.422 GHz,-5.527
2.422 GHz,-5.527
2.422 GHz,-5.526
2.423 GHz,-5.526
2.423 GHz,-5.525
2.423 GHz,-5.525
2.423 GHz,-5.524
2.424 GHz,-5.523
2.424 GHz,-5.523
2.424 GHz,-5.522
2.425 GHz,-5.522
2.425 GHz,-5.521
2.425 GHz,-5.521
2.425 GHz,-5.521
2.426 GHz,-5.520
2.426 GHz,-5.520
2.426 GHz,-5.519
2.426 GHz,-5.519
2.427 GHz,-5.518
2.427 GHz,-5.518
2.427 GHz,-5.517
2.428 GHz,-5.517
2.428 GHz,-5.516
2.428 GHz,-5.516
2.428 GHz,-5.515
2.429 GHz,-5.514
2.429 GHz,-5.514
2.429 GHz,-5.513
2.430 GHz,-5.513
2.430 GHz,-5.512
2.430 GHz,-5.512
2.430 GHz,-5.511
2.431 GHz,-5.510
2.431 GHz,-5.510
2.431 GHz,-5.509
2.432 GHz,-5.509
2.432 GHz,-5.508
2.432 GHz,-5.507
2.432 GHz,-5.507
2.433 GHz,-5.506
2.433 GHz,-5.506
2.433 GHz,-5.505
2.434 GHz,-5.504
2.434 GHz,-5.504
2.434 GHz,-5.503
2.434 GHz,-5.502
2.435 GHz,-5.502
2.435 GHz,-5.501
2.435 GHz,-5.501
2.436 GHz,-5.500
2.436 GHz,-5.499
2.436 GHz,-5.499
2.436 GHz,-5.498
2.437 GHz,-5.497
2.437 GHz,-5.496
2.437 GHz,-5.496
2.437 GHz,-5.495
2.438 GHz,-5.494
2.438 GHz,-5.494
2.438 GHz,-5.493
2.439 GHz,-5.492
2.439 GHz,-5.491
2.439 GHz,-5.490
2.439 GHz,-5.489
2.440 GHz,-5.489
2.440 GHz,-5.488
2.440 GHz,-5.487
2.441 GHz,-5.486
2.441 GHz,-5.485
2.441 GHz,-5.484
2.441 GHz,-5.483
2.442 GHz,-5.482
2.442 GHz,-5.481
2.442 GHz,-5.480
2.443 GHz,-5.479
2.443 GHz,-5.478
2.443 GHz,-5.476
2.443 GHz,-5.475
2.444 GHz,-5.474
2.444 GHz,-5.473
2.444 GHz,-5.472
2.445 GHz,-5.471
2.445 GHz,-5.469
2.445 GHz,-5.468
2.445 GHz,-5.467
2.446 GHz,-5.466
2.446 GHz,-5.465
2.446 GHz,-5.463
2.446 GHz,-5.462
2.447 GHz,-5.461
2.447 GHz,-5.460
2.447 GHz,-5.459
2.448 GHz,-5.458
2.448 GHz,-5.457
2.448 GHz,-5.455
2.448 GHz,-5.454
2.449 GHz,-5.453
2.449 GHz,-5.452
2.449 GHz,-5.451
2.450 GHz,-5.450
2.450 GHz,-5.449
2.450 GHz,-5.448
2.450 GHz,-5.447
2.451 GHz,-5.446
2.451 GHz,-5.445
2.451 GHz,-5.445
2.452 GHz,-5.444
2.452 GHz,-5.443
2.452 GHz,-5.442
2.452 GHz,-5.441
2.453 GHz,-5.440
2.453 GHz,-5.439
2.453 GHz,-5.438
2.454 GHz,-5.438
2.454 GHz,-5.437
2.454 GHz,-5.436
2.454 GHz,-5.435
2.455 GHz,-5.434
2.455 GHz,-5.433
2.455 GHz,-5.433
2.455 GHz,-5.432
2.456 GHz,-5.431
2.456 GHz,-5.430
2.456 GHz,-5.430
2.457 GHz,-5.429
2.457 GHz,-5.428
2.457 GHz,-5.427
2.457 GHz,-5.427
2.458 GHz,-5.426
2.458 GHz,-5.425
2.458 GHz,-5.424
2.459 GHz,-5.424
2.459 GHz,-5.423
2.459 GHz,-5.422
2.459 GHz,-5.422
2.460 GHz,-5.421
2.460 GHz,-5.420
2.460 GHz,-5.420
2.461 GHz,-5.419
2.461 GHz,-5.419
2.461 GHz,-5.418
2.461 GHz,-5.418
2.462 GHz,-5.417
2.462 GHz,-5.417
2.462 GHz,-5.416
2.462 GHz,-5.416
2.463 GHz,-5.415
2.463 GHz,-5.415
2.463 GHz,-5.414
2.464 GHz,-5.414
2.464 GHz,-5.413
2.464 GHz,-5.413
2.464 GHz,-5.413
2.465 GHz,-5.412
2.465 GHz,-5.412
2.465 GHz,-5.411
2.466 GHz,-5.411
2.466 GHz,-5.411
2.466 GHz,-5.410
2.466 GHz,-5.410
2.467 GHz,-5.409
2.467 GHz,-5.409
2.467 GHz,-5.408
2.468 GHz,-5.408
2.468 GHz,-5.407
2.468 GHz,-5.407
2.468 GHz,-5.406
2.469 GHz,-5.406
2.469 GHz,-5.405
2.469 GHz,-5.405
2.470 GHz,-5.404
2.470 GHz,-5.403
2.470 GHz,-5.402
2.470 GHz,-5.402
2.471 GHz,-5.401
2.471 GHz,-5.400
2.471 GHz,-5.399
2.471 GHz,-5.398
2.472 GHz,-5.398
2.472 GHz,-5.397
2.472 GHz,-5.396
2.473 GHz,-5.395
2.473 GHz,-5.394
2.473 GHz,-5.393
2.473 GHz,-5.392
2.474 GHz,-5.391
2.474 GHz,-5.390
2.474 GHz,-5.389
2.475 GHz,-5.388
2.475 GHz,-5.387
2.475 GHz,-5.386
2.475 GHz,-5.385
2.476 GHz,-5.384
2.476 GHz,-5.383
2.476 GHz,-5.382
2.477 GHz,-5.381
2.477 GHz,-5.379
2.477 GHz,-5.378
2.477 GHz,-5.377
2.478 GHz,-5.376
2.478 GHz,-5.375
2.478 GHz,-5.374
2.479 GHz,-5.373
2.479 GHz,-5.372
2.479 GHz,-5.371
2.479 GHz,-5.370
2.480 GHz,-5.369
2.480 GHz,-5.368
2.480 GHz,-5.367
2.481 GHz,-5.366
2.481 GHz,-5.365
2.481 GHz,-5.364
2.481 GHz,-5.363
2.482 GHz,-5.362
2.482 GHz,-5.361
2.482 GHz,-5.360
2.482 GHz,-5.359
2.483 GHz,-5.358
2.483 GHz,-5.357
2.483 GHz,-5.356
2.484 GHz,-5.355
2.484 GHz,-5.354
2.484 GHz,-5.353
2.484 GHz,-5.352
2.485 GHz,-5.351
2.485 GHz,-5.350
2.485 GHz,-5.349
2.486 GHz,-5.348
2.486 GHz,-5.347
2.486 GHz,-5.346
2.486 GHz,-5.345
2.487 GHz,-5.344
2.487 GHz,-5.343
2.487 GHz,-5.342
2.488 GHz,-5.341
2.488 GHz,-5.340
2.488 GHz,-5.339
2.488 GHz,-5.338
2.489 GHz,-5.337
2.489 GHz,-5.336
2.489 GHz,-5.335
2.490 GHz,-5.334
2.490 GHz,-5.333
2.490 GHz,-5.332
2.490 GHz,-5.331
2.491 GHz,-5.330
2.491 GHz,-5.329
2.491 GHz,-5.328
2.491 GHz,-5.327
2.492 GHz,-5.326
2.492 GHz,-5.325
2.492 GHz,-5.324
2.493 GHz,-5.323
2.493 GHz,-5.322
2.493 GHz,-5.321
2.493 GHz,-5.320
2.494 GHz,-5.319
2.494 GHz,-5.318
2.494 GHz,-5.317
2.495 GHz,-5.316
2.495 GHz,-5.315
2.495 GHz,-5.314
2.495 GHz,-5.313
2.496 GHz,-5.311
2.496 GHz,-5.310
2.496 GHz,-5.309
2.497 GHz,-5.308
2.497 GHz,-5.307
2.497 GHz,-5.306
2.497 GHz,-5.305
2.498 GHz,-5.304
2.498 GHz,-5.303
2.498 GHz,-5.302
2.498 GHz,-5.301
2.499 GHz,-5.300
2.499 GHz,-5.299
2.499 GHz,-5.299
2.500 GHz,-5.298
2.500 GHz,-5.297
2.500 GHz,-5.296
2.500 GHz,-5.295
2.501 GHz,-5.294
2.501 GHz,-5.293
2.501 GHz,-5.293
2.502 GHz,-5.292
2.502 GHz,-5.291
2.502 GHz,-5.291
2.502 GHz,-5.290
2.503 GHz,-5.290
2.503 GHz,-5.290
2.503 GHz,-5.289
2.504 GHz,-5.289
2.504 GHz,-5.289
2.504 GHz,-5.289
2.504 GHz,-5.288
2.505 GHz,-5.288
2.505 GHz,-5.288
2.505 GHz,-5.288
2.506 GHz,-5.288
2.506 GHz,-5.287
2.506 GHz,-5.287
2.506 GHz,-5.286
2.507 GHz,-5.286
2.507 GHz,-5.285
2.507 GHz,-5.284
2.507 GHz,-5.283
2.508 GHz,-5.282
2.508 GHz,-5.281
2.508 GHz,-5.281
2.509 GHz,-5.280
2.509 GHz,-5.280
2.509 GHz,-5.279
2.509 GHz,-5.279
2.510 GHz,-5.279
2.510 GHz,-5.280
2.510 GHz,-5.280
2.511 GHz,-5.280
2.511 GHz,-5.281
2.511 GHz,-5.281
2.511 GHz,-5.281
2.512 GHz,-5.281
2.512 GHz,-5.281
2.512 GHz,-5.280
2.513 GHz,-5.279
2.513 GHz,-5.278
2.513 GHz,-5.277
2.513 GHz,-5.276
2.514 GHz,-5.275
2.514 GHz,-5.274
2.514 GHz,-5.272
2.515 GHz,-5.271
2.515 GHz,-5.269
2.515 GHz,-5.268
2.515 GHz,-5.266
2.516 GHz,-5.264
2.516 GHz,-5.262
2.516 GHz,-5.260
2.517 GHz,-5.258
2.517 GHz,-5.256
2.517 GHz,-5.254
2.517 GHz,-5.252
2.518 GHz,-5.250
2.518 GHz,-5.248
2.518 GHz,-5.246
2.518 GHz,-5.245
2.519 GHz,-5.243
2.519 GHz,-5.242
2.519 GHz,-5.240
2.520 GHz,-5.239
2.520 GHz,-5.237
2.520 GHz,-5.236
2.520 GHz,-5.235
2.521 GHz,-5.233
2.521 GHz,-5.232
2.521 GHz,-5.231
2.522 GHz,-5.230
2.522 GHz,-5.229
2.522 GHz,-5.228
2.522 GHz,-5.227
2.523 GHz,-5.226
2.523 GHz,-5.225
2.523 GHz,-5.225
2.524 GHz,-5.224
2.524 GHz,-5.223
2.524 GHz,-5.221
2.524 GHz,-5.220
2.525 GHz,-5.219
2.525 GHz,-5.217
2.525 GHz,-5.216
2.526 GHz,-5.214
2.526 GHz,-5.213
2.526 GHz,-5.211
2.526 GHz,-5.210
2.527 GHz,-5.209
2.527 GHz,-5.207
2.527 GHz,-5.206
2.527 GHz,-5.205
2.528 GHz,-5.204
2.528 GHz,-5.203
2.528 GHz,-5.202
2.529 GHz,-5.201
2.529 GHz,-5.200
2.529 GHz,-5.199
2.529 GHz,-5.199
2.530 GHz,-5.198
2.530 GHz,-5.197
2.530 GHz,-5.196
2.531 GHz,-5.196
2.531 GHz,-5.195
2.531 GHz,-5.194
2.531 GHz,-5.194
2.532 GHz,-5.193
2.532 GHz,-5.192
2.532 GHz,-5.192
2.533 GHz,-5.191
2.533 GHz,-5.191
2.533 GHz,-5.190
2.533 GHz,-5.189
