"freq
References : ['dBm(Vf)']
Dependency : [freq]
Num. Points : [1]
Matrix Size : scalar
Type : Real","dBm(Vf)
References : []
Dependency : [freq]
Num. Points : [2001]
Matrix Size : scalar
Type : Real"
5.300 GHz,-131.074
5.305 GHz,-131.199
5.310 GHz,-132.119
5.315 GHz,-130.869
5.320 GHz,-130.434
5.325 GHz,-130.514
5.330 GHz,-130.244
5.335 GHz,-130.260
5.340 GHz,-129.988
5.345 GHz,-130.904
5.350 GHz,-129.206
5.355 GHz,-129.512
5.360 GHz,-129.845
5.365 GHz,-130.877
5.370 GHz,-129.379
5.375 GHz,-129.209
5.380 GHz,-128.706
5.385 GHz,-130.932
5.390 GHz,-129.180
5.395 GHz,-130.346
5.400 GHz,-128.620
5.405 GHz,-131.054
5.410 GHz,-128.522
5.415 GHz,-131.123
5.420 GHz,-128.323
5.425 GHz,-130.914
5.430 GHz,-128.232
5.435 GHz,-131.271
5.440 GHz,-127.824
5.445 GHz,-132.020
5.450 GHz,-127.915
5.455 GHz,-131.015
5.460 GHz,-127.515
5.465 GHz,-130.550
5.470 GHz,-126.840
5.475 GHz,-131.469
5.480 GHz,-127.023
5.485 GHz,-131.066
5.490 GHz,-126.990
5.495 GHz,-131.220
5.500 GHz,-126.595
5.505 GHz,-131.336
5.510 GHz,-126.926
5.515 GHz,-131.538
5.520 GHz,-126.101
5.525 GHz,-131.549
5.530 GHz,-125.640
5.535 GHz,-128.806
5.540 GHz,-125.513
5.545 GHz,-131.287
5.550 GHz,-125.284
5.555 GHz,-132.630
5.560 GHz,-125.369
5.565 GHz,-131.745
5.570 GHz,-124.838
5.575 GHz,-131.534
5.580 GHz,-124.498
5.585 GHz,-131.660
5.590 GHz,-124.096
5.595 GHz,-131.400
5.600 GHz,-123.303
5.605 GHz,-130.682
5.610 GHz,-123.598
5.615 GHz,-131.933
5.620 GHz,-123.461
5.625 GHz,-133.132
5.630 GHz,-123.121
5.635 GHz,-131.623
5.640 GHz,-122.532
5.645 GHz,-131.138
5.650 GHz,-121.967
5.655 GHz,-131.710
5.660 GHz,-121.990
5.665 GHz,-132.188
5.670 GHz,-121.140
5.675 GHz,-132.409
5.680 GHz,-121.306
5.685 GHz,-133.974
5.690 GHz,-119.820
5.695 GHz,-128.638
5.700 GHz,-120.395
5.705 GHz,-131.848
5.710 GHz,-120.182
5.715 GHz,-130.808
5.720 GHz,-119.842
5.725 GHz,-131.819
5.730 GHz,-119.131
5.735 GHz,-130.829
5.740 GHz,-118.661
5.745 GHz,-131.017
5.750 GHz,-118.346
5.755 GHz,-131.760
5.760 GHz,-117.955
5.765 GHz,-132.535
5.770 GHz,-117.316
5.775 GHz,-130.671
5.780 GHz,-116.501
5.785 GHz,-129.203
5.790 GHz,-116.007
5.795 GHz,-130.371
5.800 GHz,-115.606
5.805 GHz,-130.769
5.810 GHz,-115.234
5.815 GHz,-129.517
5.820 GHz,-114.137
5.825 GHz,-128.411
5.830 GHz,-113.572
5.835 GHz,-127.544
5.840 GHz,-112.514
5.845 GHz,-126.641
5.850 GHz,-111.998
5.855 GHz,-123.742
5.860 GHz,-110.715
5.865 GHz,-123.147
5.870 GHz,-109.557
5.875 GHz,-120.877
5.880 GHz,-108.237
5.885 GHz,-118.372
5.890 GHz,-106.871
5.895 GHz,-114.685
5.900 GHz,-105.154
5.905 GHz,-110.774
5.910 GHz,-103.480
5.915 GHz,-105.386
5.920 GHz,-101.825
5.925 GHz,-98.050
5.930 GHz,-113.222
5.935 GHz,-94.147
5.940 GHz,-35.887
5.945 GHz,-28.229
5.950 GHz,-86.012
5.955 GHz,-92.855
5.960 GHz,-107.161
5.965 GHz,-99.770
5.970 GHz,-103.791
5.975 GHz,-105.199
5.980 GHz,-104.983
5.985 GHz,-109.192
5.990 GHz,-106.498
5.995 GHz,-112.166
6.000 GHz,-107.731
6.005 GHz,-114.616
6.010 GHz,-109.207
6.015 GHz,-116.565
6.020 GHz,-110.020
6.025 GHz,-118.194
6.030 GHz,-110.903
6.035 GHz,-118.463
6.040 GHz,-111.800
6.045 GHz,-120.712
6.050 GHz,-112.582
6.055 GHz,-121.773
6.060 GHz,-113.288
6.065 GHz,-122.540
6.070 GHz,-113.987
6.075 GHz,-123.480
6.080 GHz,-114.442
6.085 GHz,-123.970
6.090 GHz,-115.130
6.095 GHz,-124.573
6.100 GHz,-115.847
6.105 GHz,-125.019
6.110 GHz,-116.160
6.115 GHz,-125.605
6.120 GHz,-116.691
6.125 GHz,-126.528
6.130 GHz,-117.090
6.135 GHz,-126.383
6.140 GHz,-117.548
6.145 GHz,-126.774
6.150 GHz,-117.836
6.155 GHz,-126.948
6.160 GHz,-118.299
6.165 GHz,-127.402
6.170 GHz,-118.700
6.175 GHz,-127.609
6.180 GHz,-119.005
6.185 GHz,-127.731
6.190 GHz,-117.884
6.195 GHz,-124.210
6.200 GHz,-119.732
6.205 GHz,-128.345
6.210 GHz,-119.987
6.215 GHz,-128.510
6.220 GHz,-120.196
6.225 GHz,-128.660
6.230 GHz,-120.583
6.235 GHz,-128.302
6.240 GHz,-120.868
6.245 GHz,-128.829
6.250 GHz,-121.104
6.255 GHz,-129.162
6.260 GHz,-121.714
6.265 GHz,-129.562
6.270 GHz,-121.587
6.275 GHz,-129.269
6.280 GHz,-121.901
6.285 GHz,-128.571
6.290 GHz,-122.102
6.295 GHz,-129.571
6.300 GHz,-122.276
6.305 GHz,-130.054
6.310 GHz,-122.376
6.315 GHz,-129.918
6.320 GHz,-122.771
6.325 GHz,-129.769
6.330 GHz,-122.774
6.335 GHz,-128.968
6.340 GHz,-123.220
6.345 GHz,-130.041
6.350 GHz,-121.765
6.355 GHz,-129.684
6.360 GHz,-123.499
6.365 GHz,-130.173
6.370 GHz,-123.830
6.375 GHz,-130.853
6.380 GHz,-123.979
6.385 GHz,-130.485
6.390 GHz,-124.158
6.395 GHz,-130.410
6.400 GHz,-124.256
6.405 GHz,-130.589
6.410 GHz,-124.417
6.415 GHz,-130.475
6.420 GHz,-125.131
6.425 GHz,-130.686
6.430 GHz,-124.899
6.435 GHz,-130.739
6.440 GHz,-125.260
6.445 GHz,-132.204
6.450 GHz,-125.108
6.455 GHz,-130.885
6.460 GHz,-125.359
6.465 GHz,-130.569
6.470 GHz,-125.454
6.475 GHz,-130.991
6.480 GHz,-125.637
6.485 GHz,-130.617
6.490 GHz,-126.142
6.495 GHz,-131.090
6.500 GHz,-125.841
6.505 GHz,-131.067
6.510 GHz,-127.853
6.515 GHz,-131.351
6.520 GHz,-126.287
6.525 GHz,-131.373
6.530 GHz,-126.461
6.535 GHz,-131.420
6.540 GHz,-126.463
6.545 GHz,-131.169
6.550 GHz,-126.658
6.555 GHz,-131.549
6.560 GHz,-126.713
6.565 GHz,-131.450
6.570 GHz,-126.949
6.575 GHz,-132.351
6.580 GHz,-126.682
6.585 GHz,-131.568
6.590 GHz,-127.142
6.595 GHz,-131.020
6.600 GHz,-124.580
6.605 GHz,-130.767
6.610 GHz,-127.462
6.615 GHz,-131.770
6.620 GHz,-127.522
6.625 GHz,-133.434
6.630 GHz,-127.635
6.635 GHz,-131.763
6.640 GHz,-127.935
6.645 GHz,-131.607
6.650 GHz,-127.885
6.655 GHz,-131.510
6.660 GHz,-128.008
6.665 GHz,-132.173
6.670 GHz,-128.186
6.675 GHz,-132.162
6.680 GHz,-128.319
6.685 GHz,-131.512
6.690 GHz,-126.811
6.695 GHz,-131.096
6.700 GHz,-128.544
6.705 GHz,-132.059
6.710 GHz,-128.446
6.715 GHz,-131.579
6.720 GHz,-128.654
6.725 GHz,-131.982
6.730 GHz,-128.898
6.735 GHz,-130.616
6.740 GHz,-129.542
6.745 GHz,-131.769
6.750 GHz,-129.146
6.755 GHz,-132.375
6.760 GHz,-131.113
6.765 GHz,-132.694
6.770 GHz,-129.203
6.775 GHz,-131.892
6.780 GHz,-129.084
6.785 GHz,-130.903
6.790 GHz,-129.688
6.795 GHz,-131.948
6.800 GHz,-129.508
6.805 GHz,-131.731
6.810 GHz,-129.677
6.815 GHz,-132.450
6.820 GHz,-129.720
6.825 GHz,-132.177
6.830 GHz,-129.577
6.835 GHz,-132.088
6.840 GHz,-130.329
6.845 GHz,-132.075
6.850 GHz,-112.102
6.855 GHz,-130.822
6.860 GHz,-130.077
6.865 GHz,-132.341
6.870 GHz,-130.954
6.875 GHz,-134.069
6.880 GHz,-130.578
6.885 GHz,-132.263
6.890 GHz,-130.590
6.895 GHz,-132.842
6.900 GHz,-130.880
6.905 GHz,-132.332
6.910 GHz,-130.470
6.915 GHz,-132.012
6.920 GHz,-130.845
6.925 GHz,-132.417
6.930 GHz,-131.282
6.935 GHz,-132.519
6.940 GHz,-132.468
6.945 GHz,-132.773
6.950 GHz,-130.909
6.955 GHz,-132.559
6.960 GHz,-131.117
6.965 GHz,-132.704
6.970 GHz,-131.434
6.975 GHz,-131.804
6.980 GHz,-131.684
6.985 GHz,-131.438
6.990 GHz,-132.548
6.995 GHz,-132.646
7.000 GHz,-131.344
7.005 GHz,-131.890
7.010 GHz,-144.364
7.015 GHz,-132.533
7.020 GHz,-131.970
7.025 GHz,-132.675
7.030 GHz,-130.673
7.035 GHz,-131.611
7.040 GHz,-132.168
7.045 GHz,-132.475
7.050 GHz,-131.831
7.055 GHz,-131.967
7.060 GHz,-131.950
7.065 GHz,-132.672
7.070 GHz,-132.476
7.075 GHz,-134.191
7.080 GHz,-132.644
7.085 GHz,-132.806
7.090 GHz,-132.478
7.095 GHz,-131.611
7.100 GHz,-121.835
7.105 GHz,-132.379
7.110 GHz,-132.697
7.115 GHz,-133.095
7.120 GHz,-133.440
7.125 GHz,-133.572
7.130 GHz,-133.070
7.135 GHz,-132.721
7.140 GHz,-132.653
7.145 GHz,-133.527
7.150 GHz,-132.869
7.155 GHz,-132.426
7.160 GHz,-133.398
7.165 GHz,-134.770
7.170 GHz,-131.955
7.175 GHz,-133.208
7.180 GHz,-133.482
7.185 GHz,-132.442
7.190 GHz,-134.169
7.195 GHz,-132.314
7.200 GHz,-133.440
7.205 GHz,-132.821
7.210 GHz,-133.381
7.215 GHz,-132.486
7.220 GHz,-134.308
7.225 GHz,-132.833
7.230 GHz,-134.871
7.235 GHz,-133.050
7.240 GHz,-133.707
7.245 GHz,-132.484
7.250 GHz,-134.111
7.255 GHz,-133.035
7.260 GHz,-138.443
7.265 GHz,-133.103
7.270 GHz,-134.267
7.275 GHz,-132.643
7.280 GHz,-132.055
7.285 GHz,-131.986
7.290 GHz,-134.799
7.295 GHz,-132.490
7.300 GHz,-134.208
7.305 GHz,-130.773
7.310 GHz,-134.730
7.315 GHz,-133.105
7.320 GHz,-134.391
7.325 GHz,-131.764
7.330 GHz,-134.806
7.335 GHz,-132.390
7.340 GHz,-135.520
7.345 GHz,-132.321
7.350 GHz,-121.951
7.355 GHz,-132.613
7.360 GHz,-134.843
7.365 GHz,-133.216
7.370 GHz,-136.919
7.375 GHz,-133.745
7.380 GHz,-135.869
7.385 GHz,-132.371
7.390 GHz,-135.844
7.395 GHz,-134.054
7.400 GHz,-136.322
7.405 GHz,-132.854
7.410 GHz,-135.467
7.415 GHz,-133.459
7.420 GHz,-133.971
7.425 GHz,-132.605
7.430 GHz,-136.103
7.435 GHz,-132.960
7.440 GHz,-138.833
7.445 GHz,-132.114
7.450 GHz,-135.868
7.455 GHz,-132.904
7.460 GHz,-136.645
7.465 GHz,-133.744
7.470 GHz,-136.414
7.475 GHz,-132.484
7.480 GHz,-137.620
7.485 GHz,-133.389
7.490 GHz,-136.865
7.495 GHz,-132.743
7.500 GHz,-135.899
7.505 GHz,-128.471
7.510 GHz,-127.145
7.515 GHz,-132.432
7.520 GHz,-137.127
7.525 GHz,-132.743
7.530 GHz,-132.472
7.535 GHz,-131.729
7.540 GHz,-137.305
7.545 GHz,-132.583
7.550 GHz,-134.944
7.555 GHz,-131.051
7.560 GHz,-135.776
7.565 GHz,-132.497
7.570 GHz,-138.866
7.575 GHz,-131.856
7.580 GHz,-139.469
7.585 GHz,-132.649
7.590 GHz,-137.549
7.595 GHz,-131.813
7.600 GHz,-130.502
7.605 GHz,-132.115
7.610 GHz,-136.918
7.615 GHz,-132.851
7.620 GHz,-138.039
7.625 GHz,-124.931
7.630 GHz,-138.915
7.635 GHz,-132.301
7.640 GHz,-137.100
7.645 GHz,-133.706
7.650 GHz,-136.620
7.655 GHz,-132.247
7.660 GHz,-138.942
7.665 GHz,-136.886
7.670 GHz,-136.084
7.675 GHz,-132.571
7.680 GHz,-138.150
7.685 GHz,-131.948
7.690 GHz,-149.075
7.695 GHz,-131.818
7.700 GHz,-137.784
7.705 GHz,-132.128
7.710 GHz,-143.682
7.715 GHz,-132.648
7.720 GHz,-139.377
7.725 GHz,-132.492
7.730 GHz,-137.773
7.735 GHz,-132.171
7.740 GHz,-136.773
7.745 GHz,-131.676
7.750 GHz,-138.261
7.755 GHz,-130.697
7.760 GHz,-127.150
7.765 GHz,-132.344
7.770 GHz,-139.940
7.775 GHz,-132.304
7.780 GHz,-135.698
7.785 GHz,-132.143
7.790 GHz,-137.690
7.795 GHz,-131.480
7.800 GHz,-137.963
7.805 GHz,-129.701
7.810 GHz,-138.811
7.815 GHz,-132.405
7.820 GHz,-140.078
7.825 GHz,-127.414
7.830 GHz,-140.375
7.835 GHz,-131.545
7.840 GHz,-137.633
7.845 GHz,-132.235
7.850 GHz,-125.360
7.855 GHz,-131.556
7.860 GHz,-139.287
7.865 GHz,-132.348
7.870 GHz,-136.973
7.875 GHz,-132.444
7.880 GHz,-138.928
7.885 GHz,-131.172
7.890 GHz,-138.486
7.895 GHz,-132.492
7.900 GHz,-138.004
7.905 GHz,-132.125
7.910 GHz,-138.907
7.915 GHz,-130.857
7.920 GHz,-140.891
7.925 GHz,-131.299
7.930 GHz,-137.666
7.935 GHz,-130.918
7.940 GHz,-132.434
7.945 GHz,-130.961
7.950 GHz,-139.205
7.955 GHz,-131.868
7.960 GHz,-139.073
7.965 GHz,-133.443
7.970 GHz,-138.162
7.975 GHz,-131.121
7.980 GHz,-137.338
7.985 GHz,-135.249
7.990 GHz,-137.512
7.995 GHz,-131.196
8.000 GHz,-138.606
8.005 GHz,-112.908
8.010 GHz,-116.569
8.015 GHz,-131.427
8.020 GHz,-137.886
8.025 GHz,-130.737
8.030 GHz,-142.605
8.035 GHz,-130.637
8.040 GHz,-137.173
8.045 GHz,-130.915
8.050 GHz,-137.083
8.055 GHz,-130.134
8.060 GHz,-138.305
8.065 GHz,-130.895
8.070 GHz,-136.964
8.075 GHz,-127.023
8.080 GHz,-136.542
8.085 GHz,-130.824
8.090 GHz,-136.722
8.095 GHz,-132.248
8.100 GHz,-135.484
8.105 GHz,-130.680
8.110 GHz,-137.204
8.115 GHz,-130.177
8.120 GHz,-134.582
8.125 GHz,-130.381
8.130 GHz,-136.054
8.135 GHz,-130.472
8.140 GHz,-135.776
8.145 GHz,-130.290
8.150 GHz,-136.726
8.155 GHz,-130.320
8.160 GHz,-135.478
8.165 GHz,-126.503
8.170 GHz,-137.418
8.175 GHz,-130.064
8.180 GHz,-136.090
8.185 GHz,-129.712
8.190 GHz,-134.195
8.195 GHz,-130.350
8.200 GHz,-135.354
8.205 GHz,-129.731
8.210 GHz,-132.510
8.215 GHz,-130.221
8.220 GHz,-134.736
8.225 GHz,-129.853
8.230 GHz,-134.939
8.235 GHz,-130.995
8.240 GHz,-135.044
8.245 GHz,-129.249
8.250 GHz,-134.238
8.255 GHz,-123.252
8.260 GHz,-133.018
8.265 GHz,-130.141
8.270 GHz,-133.976
8.275 GHz,-129.630
8.280 GHz,-135.275
8.285 GHz,-129.414
8.290 GHz,-133.494
8.295 GHz,-128.530
8.300 GHz,-134.558
8.305 GHz,-128.233
8.310 GHz,-133.184
8.315 GHz,-129.284
8.320 GHz,-132.912
8.325 GHz,-123.833
8.330 GHz,-132.601
8.335 GHz,-128.481
8.340 GHz,-131.983
8.345 GHz,-130.138
8.350 GHz,-132.406
8.355 GHz,-128.190
8.360 GHz,-132.077
8.365 GHz,-128.589
8.370 GHz,-131.435
8.375 GHz,-128.716
8.380 GHz,-131.313
8.385 GHz,-127.815
8.390 GHz,-129.664
8.395 GHz,-127.494
8.400 GHz,-130.913
8.405 GHz,-127.885
8.410 GHz,-130.973
8.415 GHz,-123.038
8.420 GHz,-130.161
8.425 GHz,-127.423
8.430 GHz,-129.911
8.435 GHz,-126.695
8.440 GHz,-129.047
8.445 GHz,-127.010
8.450 GHz,-129.443
8.455 GHz,-127.301
8.460 GHz,-128.470
8.465 GHz,-127.371
8.470 GHz,-129.213
8.475 GHz,-126.434
8.480 GHz,-127.575
8.485 GHz,-128.086
8.490 GHz,-128.144
8.495 GHz,-126.177
8.500 GHz,-128.410
8.505 GHz,-120.783
8.510 GHz,-127.252
8.515 GHz,-126.213
8.520 GHz,-127.719
8.525 GHz,-125.007
8.530 GHz,-127.240
8.535 GHz,-125.105
8.540 GHz,-126.739
8.545 GHz,-125.184
8.550 GHz,-128.440
8.555 GHz,-125.207
8.560 GHz,-126.549
8.565 GHz,-124.871
8.570 GHz,-125.756
8.575 GHz,-122.877
8.580 GHz,-125.429
8.585 GHz,-124.115
8.590 GHz,-125.454
8.595 GHz,-124.783
8.600 GHz,-125.447
8.605 GHz,-123.851
8.610 GHz,-124.711
8.615 GHz,-123.276
8.620 GHz,-124.799
8.625 GHz,-123.094
8.630 GHz,-123.747
8.635 GHz,-122.900
8.640 GHz,-124.328
8.645 GHz,-122.317
8.650 GHz,-123.282
8.655 GHz,-122.711
8.660 GHz,-123.013
8.665 GHz,-117.130
8.670 GHz,-122.233
8.675 GHz,-121.380
8.680 GHz,-121.904
8.685 GHz,-121.123
8.690 GHz,-121.209
8.695 GHz,-120.772
8.700 GHz,-121.235
8.705 GHz,-120.225
8.710 GHz,-120.327
8.715 GHz,-119.708
8.720 GHz,-120.105
8.725 GHz,-119.279
8.730 GHz,-119.611
8.735 GHz,-119.063
8.740 GHz,-119.144
8.745 GHz,-118.235
8.750 GHz,-118.796
8.755 GHz,-116.107
8.760 GHz,-118.118
8.765 GHz,-117.049
8.770 GHz,-117.474
8.775 GHz,-116.349
8.780 GHz,-116.379
8.785 GHz,-115.618
8.790 GHz,-116.359
8.795 GHz,-114.814
8.800 GHz,-115.566
8.805 GHz,-113.944
8.810 GHz,-114.936
8.815 GHz,-113.051
8.820 GHz,-114.197
8.825 GHz,-111.681
8.830 GHz,-113.344
8.835 GHz,-110.681
8.840 GHz,-112.625
8.845 GHz,-109.433
8.850 GHz,-111.860
8.855 GHz,-107.626
8.860 GHz,-110.877
8.865 GHz,-105.704
8.870 GHz,-110.410
8.875 GHz,-103.217
8.880 GHz,-110.521
8.885 GHz,-100.088
8.890 GHz,-116.778
8.895 GHz,-96.051
8.900 GHz,-100.292
8.905 GHz,-99.391
8.910 GHz,-55.438
8.915 GHz,-22.383
8.920 GHz,-104.335
8.925 GHz,-89.841
8.930 GHz,-95.880
8.935 GHz,-105.654
8.940 GHz,-98.405
8.945 GHz,-131.489
8.950 GHz,-101.251
8.955 GHz,-119.347
8.960 GHz,-103.528
8.965 GHz,-116.964
8.970 GHz,-105.413
8.975 GHz,-116.650
8.980 GHz,-107.028
8.985 GHz,-116.625
8.990 GHz,-108.276
8.995 GHz,-117.169
9.000 GHz,-109.401
9.005 GHz,-120.659
9.010 GHz,-110.456
9.015 GHz,-117.998
9.020 GHz,-111.331
9.025 GHz,-118.904
9.030 GHz,-112.283
9.035 GHz,-119.263
9.040 GHz,-112.879
9.045 GHz,-119.526
9.050 GHz,-113.563
9.055 GHz,-119.986
9.060 GHz,-114.134
9.065 GHz,-120.463
9.070 GHz,-114.672
9.075 GHz,-121.226
9.080 GHz,-115.269
9.085 GHz,-121.499
9.090 GHz,-115.769
9.095 GHz,-121.795
9.100 GHz,-116.267
9.105 GHz,-122.070
9.110 GHz,-116.623
9.115 GHz,-122.443
9.120 GHz,-116.840
9.125 GHz,-122.968
9.130 GHz,-117.460
9.135 GHz,-123.180
9.140 GHz,-117.600
9.145 GHz,-123.721
9.150 GHz,-118.191
9.155 GHz,-123.877
9.160 GHz,-118.670
9.165 GHz,-119.180
9.170 GHz,-118.808
9.175 GHz,-124.547
9.180 GHz,-119.169
9.185 GHz,-124.499
9.190 GHz,-119.463
9.195 GHz,-125.060
9.200 GHz,-119.601
9.205 GHz,-125.251
9.210 GHz,-119.726
9.215 GHz,-125.649
9.220 GHz,-120.278
9.225 GHz,-125.843
9.230 GHz,-120.827
9.235 GHz,-125.897
9.240 GHz,-120.697
9.245 GHz,-126.292
9.250 GHz,-120.782
9.255 GHz,-128.013
9.260 GHz,-121.033
9.265 GHz,-126.805
9.270 GHz,-121.522
9.275 GHz,-127.295
9.280 GHz,-122.157
9.285 GHz,-127.314
9.290 GHz,-121.696
9.295 GHz,-127.421
9.300 GHz,-122.430
9.305 GHz,-127.591
9.310 GHz,-122.068
9.315 GHz,-127.725
9.320 GHz,-123.639
9.325 GHz,-125.590
9.330 GHz,-122.617
9.335 GHz,-128.241
9.340 GHz,-122.648
9.345 GHz,-127.531
9.350 GHz,-122.646
9.355 GHz,-128.639
9.360 GHz,-123.081
9.365 GHz,-128.143
9.370 GHz,-123.156
9.375 GHz,-128.954
9.380 GHz,-123.322
9.385 GHz,-129.268
9.390 GHz,-123.102
9.395 GHz,-129.538
9.400 GHz,-123.587
9.405 GHz,-129.456
9.410 GHz,-123.835
9.415 GHz,-131.548
9.420 GHz,-123.961
9.425 GHz,-129.603
9.430 GHz,-123.986
9.435 GHz,-129.168
9.440 GHz,-123.818
9.445 GHz,-130.311
9.450 GHz,-124.319
9.455 GHz,-129.765
9.460 GHz,-124.048
9.465 GHz,-130.202
9.470 GHz,-124.678
9.475 GHz,-130.628
9.480 GHz,-123.783
9.485 GHz,-130.693
9.490 GHz,-124.629
9.495 GHz,-130.935
9.500 GHz,-124.967
9.505 GHz,-135.941
9.510 GHz,-125.077
9.515 GHz,-130.832
9.520 GHz,-125.231
9.525 GHz,-132.251
9.530 GHz,-125.274
9.535 GHz,-131.580
9.540 GHz,-125.294
9.545 GHz,-131.241
9.550 GHz,-126.281
9.555 GHz,-133.711
9.560 GHz,-125.622
9.565 GHz,-131.640
9.570 GHz,-126.962
9.575 GHz,-130.074
9.580 GHz,-125.738
9.585 GHz,-132.160
9.590 GHz,-125.974
9.595 GHz,-132.811
9.600 GHz,-125.948
9.605 GHz,-132.022
9.610 GHz,-125.983
9.615 GHz,-132.085
9.620 GHz,-125.992
9.625 GHz,-132.570
9.630 GHz,-126.230
9.635 GHz,-132.564
9.640 GHz,-126.693
9.645 GHz,-132.779
9.650 GHz,-126.466
9.655 GHz,-132.517
9.660 GHz,-127.095
9.665 GHz,-129.426
9.670 GHz,-126.471
9.675 GHz,-133.028
9.680 GHz,-126.699
9.685 GHz,-132.202
9.690 GHz,-126.771
9.695 GHz,-133.197
9.700 GHz,-126.799
9.705 GHz,-132.958
9.710 GHz,-126.322
9.715 GHz,-133.119
9.720 GHz,-126.995
9.725 GHz,-133.518
9.730 GHz,-126.604
9.735 GHz,-133.993
9.740 GHz,-127.084
9.745 GHz,-133.528
9.750 GHz,-127.232
9.755 GHz,-132.629
9.760 GHz,-127.204
9.765 GHz,-133.752
9.770 GHz,-127.549
9.775 GHz,-134.733
9.780 GHz,-127.571
9.785 GHz,-133.983
9.790 GHz,-127.417
9.795 GHz,-134.316
9.800 GHz,-128.120
9.805 GHz,-134.124
9.810 GHz,-127.608
9.815 GHz,-134.358
9.820 GHz,-127.462
9.825 GHz,-125.902
9.830 GHz,-127.865
9.835 GHz,-134.263
9.840 GHz,-127.735
9.845 GHz,-134.042
9.850 GHz,-127.697
9.855 GHz,-134.645
9.860 GHz,-127.978
9.865 GHz,-134.061
9.870 GHz,-128.099
9.875 GHz,-134.645
9.880 GHz,-128.200
9.885 GHz,-135.102
9.890 GHz,-128.004
9.895 GHz,-134.708
9.900 GHz,-128.099
9.905 GHz,-134.982
9.910 GHz,-128.278
9.915 GHz,-134.914
9.920 GHz,-128.416
9.925 GHz,-135.021
9.930 GHz,-128.286
9.935 GHz,-133.900
9.940 GHz,-128.340
9.945 GHz,-136.992
9.950 GHz,-128.541
9.955 GHz,-134.388
9.960 GHz,-128.050
9.965 GHz,-134.986
9.970 GHz,-128.763
9.975 GHz,-135.625
9.980 GHz,-125.044
9.985 GHz,-135.762
9.990 GHz,-128.575
9.995 GHz,-135.927
10.00 GHz,-129.118
