"freq
References : ['dB(analysis.SP.S(1,1))']
Dependency : [?]
Num. Points : [?]
Matrix Size : ?
Type : ?","dB(analysis.SP.S(1,1))
References : []
Dependency : [freq]
Num. Points : [32001]
Matrix Size : scalar
Type : Real"
1.809 GHz,-6.299
1.809 GHz,-6.298
1.809 GHz,-6.298
1.810 GHz,-6.297
1.810 GHz,-6.297
1.810 GHz,-6.296
1.811 GHz,-6.295
1.811 GHz,-6.294
1.811 GHz,-6.294
1.811 GHz,-6.293
1.812 GHz,-6.292
1.812 GHz,-6.291
1.812 GHz,-6.291
1.813 GHz,-6.290
1.813 GHz,-6.289
1.813 GHz,-6.288
1.813 GHz,-6.287
1.814 GHz,-6.286
1.814 GHz,-6.286
1.814 GHz,-6.285
1.815 GHz,-6.284
1.815 GHz,-6.283
1.815 GHz,-6.282
1.815 GHz,-6.281
1.816 GHz,-6.280
1.816 GHz,-6.280
1.816 GHz,-6.279
1.816 GHz,-6.278
1.817 GHz,-6.277
1.817 GHz,-6.276
1.817 GHz,-6.275
1.818 GHz,-6.274
1.818 GHz,-6.274
1.818 GHz,-6.273
1.818 GHz,-6.272
1.819 GHz,-6.271
1.819 GHz,-6.270
1.819 GHz,-6.269
1.820 GHz,-6.269
1.820 GHz,-6.268
1.820 GHz,-6.267
1.820 GHz,-6.266
1.821 GHz,-6.265
1.821 GHz,-6.265
1.821 GHz,-6.264
1.822 GHz,-6.263
1.822 GHz,-6.262
1.822 GHz,-6.261
1.822 GHz,-6.260
1.823 GHz,-6.260
1.823 GHz,-6.259
1.823 GHz,-6.258
1.823 GHz,-6.257
1.824 GHz,-6.256
1.824 GHz,-6.256
1.824 GHz,-6.255
1.825 GHz,-6.254
1.825 GHz,-6.253
1.825 GHz,-6.252
1.825 GHz,-6.252
1.826 GHz,-6.251
1.826 GHz,-6.250
1.826 GHz,-6.249
1.827 GHz,-6.248
1.827 GHz,-6.248
1.827 GHz,-6.247
1.827 GHz,-6.246
1.828 GHz,-6.246
1.828 GHz,-6.245
1.828 GHz,-6.244
1.829 GHz,-6.243
1.829 GHz,-6.243
1.829 GHz,-6.242
1.829 GHz,-6.242
1.830 GHz,-6.241
1.830 GHz,-6.240
1.830 GHz,-6.240
1.831 GHz,-6.239
1.831 GHz,-6.239
1.831 GHz,-6.238
1.831 GHz,-6.238
1.832 GHz,-6.237
1.832 GHz,-6.236
1.832 GHz,-6.236
1.833 GHz,-6.235
1.833 GHz,-6.235
1.833 GHz,-6.234
1.833 GHz,-6.234
1.834 GHz,-6.233
1.834 GHz,-6.233
1.834 GHz,-6.232
1.834 GHz,-6.232
1.835 GHz,-6.231
1.835 GHz,-6.231
1.835 GHz,-6.230
1.836 GHz,-6.230
1.836 GHz,-6.229
1.836 GHz,-6.229
1.836 GHz,-6.229
1.837 GHz,-6.228
1.837 GHz,-6.228
1.837 GHz,-6.228
1.838 GHz,-6.227
1.838 GHz,-6.227
1.838 GHz,-6.227
1.838 GHz,-6.227
1.839 GHz,-6.227
1.839 GHz,-6.227
1.839 GHz,-6.227
1.840 GHz,-6.227
1.840 GHz,-6.227
1.840 GHz,-6.227
1.840 GHz,-6.227
1.841 GHz,-6.227
1.841 GHz,-6.228
1.841 GHz,-6.228
1.841 GHz,-6.229
1.842 GHz,-6.230
1.842 GHz,-6.230
1.842 GHz,-6.231
1.843 GHz,-6.232
1.843 GHz,-6.233
1.843 GHz,-6.234
1.843 GHz,-6.235
1.844 GHz,-6.236
1.844 GHz,-6.237
1.844 GHz,-6.238
1.845 GHz,-6.239
1.845 GHz,-6.240
1.845 GHz,-6.241
1.845 GHz,-6.242
1.846 GHz,-6.243
1.846 GHz,-6.244
1.846 GHz,-6.245
1.847 GHz,-6.246
1.847 GHz,-6.246
1.847 GHz,-6.247
1.847 GHz,-6.248
1.848 GHz,-6.248
1.848 GHz,-6.248
1.848 GHz,-6.249
1.849 GHz,-6.249
1.849 GHz,-6.249
1.849 GHz,-6.249
1.849 GHz,-6.249
1.850 GHz,-6.248
1.850 GHz,-6.248
1.850 GHz,-6.247
1.851 GHz,-6.246
1.851 GHz,-6.245
1.851 GHz,-6.244
1.851 GHz,-6.243
1.852 GHz,-6.242
1.852 GHz,-6.240
1.852 GHz,-6.239
1.852 GHz,-6.237
1.853 GHz,-6.235
1.853 GHz,-6.233
1.853 GHz,-6.232
1.854 GHz,-6.230
1.854 GHz,-6.228
1.854 GHz,-6.225
1.854 GHz,-6.223
1.855 GHz,-6.221
1.855 GHz,-6.219
1.855 GHz,-6.217
1.856 GHz,-6.214
1.856 GHz,-6.212
1.856 GHz,-6.210
1.856 GHz,-6.208
1.857 GHz,-6.206
1.857 GHz,-6.203
1.857 GHz,-6.201
1.858 GHz,-6.199
1.858 GHz,-6.197
1.858 GHz,-6.195
1.858 GHz,-6.193
1.859 GHz,-6.191
1.859 GHz,-6.189
1.859 GHz,-6.188
1.859 GHz,-6.186
1.860 GHz,-6.184
1.860 GHz,-6.183
1.860 GHz,-6.182
1.861 GHz,-6.180
1.861 GHz,-6.179
1.861 GHz,-6.178
1.861 GHz,-6.176
1.862 GHz,-6.175
1.862 GHz,-6.174
1.862 GHz,-6.173
1.863 GHz,-6.172
1.863 GHz,-6.171
1.863 GHz,-6.170
1.863 GHz,-6.169
1.864 GHz,-6.168
1.864 GHz,-6.167
1.864 GHz,-6.166
1.865 GHz,-6.165
1.865 GHz,-6.164
1.865 GHz,-6.163
1.865 GHz,-6.162
1.866 GHz,-6.161
1.866 GHz,-6.160
1.866 GHz,-6.159
1.867 GHz,-6.158
1.867 GHz,-6.157
1.867 GHz,-6.157
1.867 GHz,-6.156
1.868 GHz,-6.155
1.868 GHz,-6.154
1.868 GHz,-6.153
1.869 GHz,-6.153
1.869 GHz,-6.152
1.869 GHz,-6.151
1.869 GHz,-6.150
1.870 GHz,-6.149
1.870 GHz,-6.148
1.870 GHz,-6.148
1.870 GHz,-6.147
1.871 GHz,-6.146
1.871 GHz,-6.145
1.871 GHz,-6.144
1.872 GHz,-6.144
1.872 GHz,-6.143
1.872 GHz,-6.142
1.872 GHz,-6.141
1.873 GHz,-6.141
1.873 GHz,-6.140
1.873 GHz,-6.139
1.874 GHz,-6.138
1.874 GHz,-6.138
1.874 GHz,-6.137
1.874 GHz,-6.136
1.875 GHz,-6.136
1.875 GHz,-6.135
1.875 GHz,-6.134
1.876 GHz,-6.134
1.876 GHz,-6.133
1.876 GHz,-6.132
1.876 GHz,-6.132
1.877 GHz,-6.131
1.877 GHz,-6.131
1.877 GHz,-6.130
1.877 GHz,-6.129
1.878 GHz,-6.129
1.878 GHz,-6.128
1.878 GHz,-6.128
1.879 GHz,-6.127
1.879 GHz,-6.126
1.879 GHz,-6.126
1.879 GHz,-6.125
1.880 GHz,-6.125
1.880 GHz,-6.124
1.880 GHz,-6.124
1.881 GHz,-6.123
1.881 GHz,-6.123
1.881 GHz,-6.122
1.881 GHz,-6.122
1.882 GHz,-6.121
1.882 GHz,-6.121
1.882 GHz,-6.120
1.883 GHz,-6.120
1.883 GHz,-6.120
1.883 GHz,-6.119
1.883 GHz,-6.119
1.884 GHz,-6.118
1.884 GHz,-6.118
1.884 GHz,-6.118
1.885 GHz,-6.117
1.885 GHz,-6.117
1.885 GHz,-6.117
1.885 GHz,-6.116
1.886 GHz,-6.116
1.886 GHz,-6.115
1.886 GHz,-6.115
1.887 GHz,-6.115
1.887 GHz,-6.114
1.887 GHz,-6.114
1.887 GHz,-6.113
1.888 GHz,-6.113
1.888 GHz,-6.112
1.888 GHz,-6.112
1.888 GHz,-6.112
1.889 GHz,-6.111
1.889 GHz,-6.111
1.889 GHz,-6.110
1.890 GHz,-6.109
1.890 GHz,-6.109
1.890 GHz,-6.108
1.890 GHz,-6.108
1.891 GHz,-6.107
1.891 GHz,-6.106
1.891 GHz,-6.105
1.892 GHz,-6.105
1.892 GHz,-6.104
1.892 GHz,-6.103
1.892 GHz,-6.102
1.893 GHz,-6.102
1.893 GHz,-6.101
1.893 GHz,-6.100
1.894 GHz,-6.099
1.894 GHz,-6.098
1.894 GHz,-6.097
1.894 GHz,-6.097
1.895 GHz,-6.096
1.895 GHz,-6.095
1.895 GHz,-6.094
1.895 GHz,-6.093
1.896 GHz,-6.092
1.896 GHz,-6.091
1.896 GHz,-6.091
1.897 GHz,-6.090
1.897 GHz,-6.089
1.897 GHz,-6.088
1.897 GHz,-6.087
1.898 GHz,-6.086
1.898 GHz,-6.086
1.898 GHz,-6.085
1.899 GHz,-6.084
1.899 GHz,-6.083
1.899 GHz,-6.083
1.899 GHz,-6.082
1.900 GHz,-6.081
1.900 GHz,-6.081
1.900 GHz,-6.080
1.901 GHz,-6.080
1.901 GHz,-6.079
1.901 GHz,-6.078
1.901 GHz,-6.078
1.902 GHz,-6.077
1.902 GHz,-6.077
1.902 GHz,-6.076
1.903 GHz,-6.076
1.903 GHz,-6.076
1.903 GHz,-6.075
1.903 GHz,-6.075
1.904 GHz,-6.074
1.904 GHz,-6.074
1.904 GHz,-6.073
1.905 GHz,-6.073
1.905 GHz,-6.073
1.905 GHz,-6.072
1.905 GHz,-6.072
1.906 GHz,-6.071
1.906 GHz,-6.071
1.906 GHz,-6.071
1.906 GHz,-6.070
1.907 GHz,-6.070
1.907 GHz,-6.069
1.907 GHz,-6.069
1.908 GHz,-6.068
1.908 GHz,-6.068
1.908 GHz,-6.068
1.908 GHz,-6.067
1.909 GHz,-6.067
1.909 GHz,-6.066
1.909 GHz,-6.066
1.910 GHz,-6.065
1.910 GHz,-6.065
1.910 GHz,-6.064
1.910 GHz,-6.064
1.911 GHz,-6.063
1.911 GHz,-6.062
1.911 GHz,-6.062
1.912 GHz,-6.061
1.912 GHz,-6.061
1.912 GHz,-6.060
1.912 GHz,-6.059
1.913 GHz,-6.059
1.913 GHz,-6.058
1.913 GHz,-6.058
1.913 GHz,-6.057
1.914 GHz,-6.056
1.914 GHz,-6.056
1.914 GHz,-6.055
1.915 GHz,-6.054
1.915 GHz,-6.054
1.915 GHz,-6.053
1.915 GHz,-6.053
1.916 GHz,-6.052
1.916 GHz,-6.051
1.916 GHz,-6.051
1.917 GHz,-6.050
1.917 GHz,-6.049
1.917 GHz,-6.049
1.917 GHz,-6.048
1.918 GHz,-6.047
1.918 GHz,-6.046
1.918 GHz,-6.046
1.919 GHz,-6.045
1.919 GHz,-6.044
1.919 GHz,-6.044
1.919 GHz,-6.043
1.920 GHz,-6.042
1.920 GHz,-6.041
1.920 GHz,-6.041
1.921 GHz,-6.040
1.921 GHz,-6.039
1.921 GHz,-6.038
1.921 GHz,-6.038
1.922 GHz,-6.037
1.922 GHz,-6.036
1.922 GHz,-6.035
1.923 GHz,-6.034
1.923 GHz,-6.034
1.923 GHz,-6.033
1.923 GHz,-6.032
1.924 GHz,-6.031
1.924 GHz,-6.030
1.924 GHz,-6.029
1.924 GHz,-6.029
1.925 GHz,-6.028
1.925 GHz,-6.027
1.925 GHz,-6.026
1.926 GHz,-6.025
1.926 GHz,-6.024
1.926 GHz,-6.023
1.926 GHz,-6.023
1.927 GHz,-6.022
1.927 GHz,-6.021
1.927 GHz,-6.020
1.928 GHz,-6.019
1.928 GHz,-6.019
1.928 GHz,-6.018
1.928 GHz,-6.017
1.929 GHz,-6.016
1.929 GHz,-6.015
1.929 GHz,-6.015
1.930 GHz,-6.014
1.930 GHz,-6.013
1.930 GHz,-6.012
1.930 GHz,-6.012
1.931 GHz,-6.011
1.931 GHz,-6.010
1.931 GHz,-6.010
1.931 GHz,-6.009
1.932 GHz,-6.008
1.932 GHz,-6.008
1.932 GHz,-6.007
1.933 GHz,-6.006
1.933 GHz,-6.006
1.933 GHz,-6.005
1.933 GHz,-6.005
1.934 GHz,-6.004
1.934 GHz,-6.003
1.934 GHz,-6.003
1.935 GHz,-6.002
1.935 GHz,-6.002
1.935 GHz,-6.001
1.935 GHz,-6.000
1.936 GHz,-6.000
1.936 GHz,-5.999
1.936 GHz,-5.999
1.937 GHz,-5.998
1.937 GHz,-5.997
1.937 GHz,-5.997
1.937 GHz,-5.996
1.938 GHz,-5.996
1.938 GHz,-5.995
1.938 GHz,-5.994
1.939 GHz,-5.994
1.939 GHz,-5.993
1.939 GHz,-5.993
1.939 GHz,-5.992
1.940 GHz,-5.991
1.940 GHz,-5.991
1.940 GHz,-5.990
1.940 GHz,-5.989
1.941 GHz,-5.988
1.941 GHz,-5.988
1.941 GHz,-5.987
1.942 GHz,-5.986
1.942 GHz,-5.986
1.942 GHz,-5.985
1.942 GHz,-5.984
1.943 GHz,-5.983
1.943 GHz,-5.983
1.943 GHz,-5.982
1.944 GHz,-5.981
1.944 GHz,-5.980
1.944 GHz,-5.980
1.944 GHz,-5.979
1.945 GHz,-5.978
1.945 GHz,-5.977
1.945 GHz,-5.977
1.946 GHz,-5.976
1.946 GHz,-5.975
1.946 GHz,-5.974
1.946 GHz,-5.973
1.947 GHz,-5.973
1.947 GHz,-5.972
1.947 GHz,-5.971
1.948 GHz,-5.970
1.948 GHz,-5.970
1.948 GHz,-5.969
1.948 GHz,-5.968
1.949 GHz,-5.968
1.949 GHz,-5.967
1.949 GHz,-5.966
1.950 GHz,-5.965
1.950 GHz,-5.965
1.950 GHz,-5.964
1.950 GHz,-5.963
1.951 GHz,-5.963
1.951 GHz,-5.962
1.951 GHz,-5.962
1.951 GHz,-5.961
1.952 GHz,-5.960
1.952 GHz,-5.960
1.952 GHz,-5.959
1.953 GHz,-5.958
1.953 GHz,-5.958
1.953 GHz,-5.957
1.953 GHz,-5.957
1.954 GHz,-5.956
1.954 GHz,-5.955
1.954 GHz,-5.955
1.955 GHz,-5.954
1.955 GHz,-5.954
1.955 GHz,-5.953
1.955 GHz,-5.952
1.956 GHz,-5.952
1.956 GHz,-5.951
1.956 GHz,-5.951
1.957 GHz,-5.950
1.957 GHz,-5.950
1.957 GHz,-5.949
1.957 GHz,-5.948
1.958 GHz,-5.948
1.958 GHz,-5.947
1.958 GHz,-5.947
1.958 GHz,-5.946
1.959 GHz,-5.946
1.959 GHz,-5.945
1.959 GHz,-5.944
1.960 GHz,-5.944
1.960 GHz,-5.943
1.960 GHz,-5.943
1.960 GHz,-5.942
1.961 GHz,-5.942
1.961 GHz,-5.941
1.961 GHz,-5.941
1.962 GHz,-5.940
1.962 GHz,-5.939
1.962 GHz,-5.939
1.962 GHz,-5.938
1.963 GHz,-5.938
1.963 GHz,-5.937
1.963 GHz,-5.937
1.964 GHz,-5.936
1.964 GHz,-5.936
1.964 GHz,-5.935
1.964 GHz,-5.935
1.965 GHz,-5.934
1.965 GHz,-5.934
1.965 GHz,-5.933
1.966 GHz,-5.932
1.966 GHz,-5.932
1.966 GHz,-5.931
1.966 GHz,-5.931
1.967 GHz,-5.930
1.967 GHz,-5.930
1.967 GHz,-5.929
1.968 GHz,-5.929
1.968 GHz,-5.928
1.968 GHz,-5.928
1.968 GHz,-5.927
1.969 GHz,-5.927
1.969 GHz,-5.926
1.969 GHz,-5.926
1.969 GHz,-5.925
1.970 GHz,-5.925
1.970 GHz,-5.924
1.970 GHz,-5.924
1.971 GHz,-5.923
1.971 GHz,-5.923
1.971 GHz,-5.922
1.971 GHz,-5.922
1.972 GHz,-5.922
1.972 GHz,-5.921
1.972 GHz,-5.921
1.973 GHz,-5.920
1.973 GHz,-5.920
1.973 GHz,-5.919
1.973 GHz,-5.919
1.974 GHz,-5.919
1.974 GHz,-5.918
1.974 GHz,-5.918
1.975 GHz,-5.917
1.975 GHz,-5.917
1.975 GHz,-5.917
1.975 GHz,-5.916
1.976 GHz,-5.916
1.976 GHz,-5.915
1.976 GHz,-5.915
1.976 GHz,-5.914
1.977 GHz,-5.914
1.977 GHz,-5.914
1.977 GHz,-5.913
1.978 GHz,-5.913
1.978 GHz,-5.912
1.978 GHz,-5.912
1.978 GHz,-5.911
1.979 GHz,-5.911
1.979 GHz,-5.910
1.979 GHz,-5.909
1.980 GHz,-5.909
1.980 GHz,-5.908
1.980 GHz,-5.908
1.980 GHz,-5.907
1.981 GHz,-5.906
1.981 GHz,-5.906
1.981 GHz,-5.905
1.982 GHz,-5.904
1.982 GHz,-5.904
1.982 GHz,-5.903
1.982 GHz,-5.902
1.983 GHz,-5.901
1.983 GHz,-5.901
1.983 GHz,-5.900
1.984 GHz,-5.899
1.984 GHz,-5.898
1.984 GHz,-5.898
1.984 GHz,-5.897
1.985 GHz,-5.896
1.985 GHz,-5.895
1.985 GHz,-5.894
1.986 GHz,-5.894
1.986 GHz,-5.893
1.986 GHz,-5.892
1.986 GHz,-5.891
1.987 GHz,-5.890
1.987 GHz,-5.890
1.987 GHz,-5.889
1.987 GHz,-5.888
1.988 GHz,-5.887
1.988 GHz,-5.886
1.988 GHz,-5.886
1.989 GHz,-5.885
1.989 GHz,-5.884
1.989 GHz,-5.883
1.989 GHz,-5.883
1.990 GHz,-5.882
1.990 GHz,-5.881
1.990 GHz,-5.881
1.991 GHz,-5.880
1.991 GHz,-5.879
1.991 GHz,-5.879
1.991 GHz,-5.878
1.992 GHz,-5.877
1.992 GHz,-5.877
1.992 GHz,-5.876
1.993 GHz,-5.876
1.993 GHz,-5.875
1.993 GHz,-5.874
1.993 GHz,-5.874
1.994 GHz,-5.873
1.994 GHz,-5.873
1.994 GHz,-5.872
1.994 GHz,-5.872
1.995 GHz,-5.871
1.995 GHz,-5.870
1.995 GHz,-5.870
1.996 GHz,-5.869
1.996 GHz,-5.869
1.996 GHz,-5.868
1.996 GHz,-5.868
1.997 GHz,-5.867
1.997 GHz,-5.867
1.997 GHz,-5.866
1.998 GHz,-5.865
1.998 GHz,-5.865
1.998 GHz,-5.864
1.998 GHz,-5.864
1.999 GHz,-5.863
1.999 GHz,-5.863
1.999 GHz,-5.862
2.000 GHz,-5.861
2.000 GHz,-5.861
2.000 GHz,-5.860
2.000 GHz,-5.860
2.001 GHz,-5.859
2.001 GHz,-5.859
2.001 GHz,-5.858
2.002 GHz,-5.857
2.002 GHz,-5.857
2.002 GHz,-5.856
2.002 GHz,-5.856
2.003 GHz,-5.855
2.003 GHz,-5.854
2.003 GHz,-5.854
2.003 GHz,-5.853
2.004 GHz,-5.853
2.004 GHz,-5.852
2.004 GHz,-5.852
2.005 GHz,-5.851
2.005 GHz,-5.850
2.005 GHz,-5.850
2.005 GHz,-5.849
2.006 GHz,-5.849
2.006 GHz,-5.848
2.006 GHz,-5.847
2.007 GHz,-5.847
2.007 GHz,-5.846
2.007 GHz,-5.846
2.007 GHz,-5.845
2.008 GHz,-5.844
2.008 GHz,-5.844
2.008 GHz,-5.843
2.009 GHz,-5.843
2.009 GHz,-5.842
2.009 GHz,-5.842
2.009 GHz,-5.841
2.010 GHz,-5.840
2.010 GHz,-5.840
2.010 GHz,-5.839
2.011 GHz,-5.839
2.011 GHz,-5.838
2.011 GHz,-5.838
2.011 GHz,-5.837
2.012 GHz,-5.836
2.012 GHz,-5.836
2.012 GHz,-5.835
2.013 GHz,-5.835
2.013 GHz,-5.834
2.013 GHz,-5.833
2.013 GHz,-5.833
2.014 GHz,-5.832
2.014 GHz,-5.832
2.014 GHz,-5.831
2.014 GHz,-5.830
2.015 GHz,-5.830
2.015 GHz,-5.829
2.015 GHz,-5.829
2.016 GHz,-5.828
2.016 GHz,-5.827
2.016 GHz,-5.827
2.016 GHz,-5.826
2.017 GHz,-5.826
2.017 GHz,-5.825
2.017 GHz,-5.825
2.018 GHz,-5.824
2.018 GHz,-5.823
2.018 GHz,-5.823
2.018 GHz,-5.822
2.019 GHz,-5.822
2.019 GHz,-5.821
2.019 GHz,-5.821
2.020 GHz,-5.820
2.020 GHz,-5.820
2.020 GHz,-5.819
2.020 GHz,-5.819
2.021 GHz,-5.818
2.021 GHz,-5.818
2.021 GHz,-5.817
2.022 GHz,-5.817
2.022 GHz,-5.816
2.022 GHz,-5.816
2.022 GHz,-5.816
2.023 GHz,-5.815
2.023 GHz,-5.815
2.023 GHz,-5.814
2.023 GHz,-5.814
2.024 GHz,-5.814
2.024 GHz,-5.813
2.024 GHz,-5.813
2.025 GHz,-5.812
2.025 GHz,-5.812
2.025 GHz,-5.812
2.025 GHz,-5.811
2.026 GHz,-5.811
2.026 GHz,-5.810
2.026 GHz,-5.810
2.027 GHz,-5.809
2.027 GHz,-5.809
2.027 GHz,-5.809
2.027 GHz,-5.808
2.028 GHz,-5.808
2.028 GHz,-5.807
2.028 GHz,-5.807
2.029 GHz,-5.806
2.029 GHz,-5.806
2.029 GHz,-5.805
2.029 GHz,-5.805
2.030 GHz,-5.804
2.030 GHz,-5.804
2.030 GHz,-5.803
2.030 GHz,-5.803
2.031 GHz,-5.802
2.031 GHz,-5.801
2.031 GHz,-5.801
2.032 GHz,-5.800
2.032 GHz,-5.799
2.032 GHz,-5.799
2.032 GHz,-5.798
2.033 GHz,-5.797
2.033 GHz,-5.797
2.033 GHz,-5.796
2.034 GHz,-5.795
2.034 GHz,-5.794
2.034 GHz,-5.794
2.034 GHz,-5.793
2.035 GHz,-5.792
2.035 GHz,-5.791
2.035 GHz,-5.791
2.036 GHz,-5.790
2.036 GHz,-5.789
2.036 GHz,-5.788
2.036 GHz,-5.788
2.037 GHz,-5.787
2.037 GHz,-5.786
2.037 GHz,-5.785
2.038 GHz,-5.785
2.038 GHz,-5.784
2.038 GHz,-5.783
2.038 GHz,-5.783
2.039 GHz,-5.782
2.039 GHz,-5.781
2.039 GHz,-5.781
2.039 GHz,-5.780
2.040 GHz,-5.779
2.040 GHz,-5.779
2.040 GHz,-5.778
2.041 GHz,-5.777
2.041 GHz,-5.777
2.041 GHz,-5.776
2.041 GHz,-5.776
2.042 GHz,-5.775
2.042 GHz,-5.774
2.042 GHz,-5.774
2.043 GHz,-5.773
2.043 GHz,-5.773
2.043 GHz,-5.772
2.043 GHz,-5.772
2.044 GHz,-5.771
2.044 GHz,-5.771
2.044 GHz,-5.770
2.045 GHz,-5.770
2.045 GHz,-5.769
2.045 GHz,-5.769
2.045 GHz,-5.768
2.046 GHz,-5.768
2.046 GHz,-5.767
2.046 GHz,-5.766
2.047 GHz,-5.766
2.047 GHz,-5.765
2.047 GHz,-5.765
2.047 GHz,-5.764
2.048 GHz,-5.764
2.048 GHz,-5.763
2.048 GHz,-5.763
2.049 GHz,-5.762
2.049 GHz,-5.762
2.049 GHz,-5.761
2.049 GHz,-5.761
2.050 GHz,-5.760
2.050 GHz,-5.759
2.050 GHz,-5.759
2.050 GHz,-5.758
2.051 GHz,-5.758
2.051 GHz,-5.757
2.051 GHz,-5.756
2.052 GHz,-5.756
2.052 GHz,-5.755
2.052 GHz,-5.755
2.052 GHz,-5.754
2.053 GHz,-5.753
2.053 GHz,-5.753
2.053 GHz,-5.752
2.054 GHz,-5.752
2.054 GHz,-5.751
2.054 GHz,-5.750
2.054 GHz,-5.750
2.055 GHz,-5.749
2.055 GHz,-5.749
2.055 GHz,-5.748
2.056 GHz,-5.747
2.056 GHz,-5.747
2.056 GHz,-5.746
2.056 GHz,-5.745
2.057 GHz,-5.745
2.057 GHz,-5.744
2.057 GHz,-5.744
2.058 GHz,-5.743
2.058 GHz,-5.742
2.058 GHz,-5.742
2.058 GHz,-5.741
2.059 GHz,-5.740
2.059 GHz,-5.740
2.059 GHz,-5.739
2.059 GHz,-5.738
2.060 GHz,-5.738
2.060 GHz,-5.737
2.060 GHz,-5.737
2.061 GHz,-5.736
2.061 GHz,-5.735
2.061 GHz,-5.735
2.061 GHz,-5.734
2.062 GHz,-5.733
2.062 GHz,-5.733
2.062 GHz,-5.732
2.063 GHz,-5.731
2.063 GHz,-5.730
2.063 GHz,-5.730
2.063 GHz,-5.729
2.064 GHz,-5.728
2.064 GHz,-5.728
2.064 GHz,-5.727
2.065 GHz,-5.726
2.065 GHz,-5.726
2.065 GHz,-5.725
2.065 GHz,-5.724
2.066 GHz,-5.724
2.066 GHz,-5.723
2.066 GHz,-5.722
2.067 GHz,-5.722
2.067 GHz,-5.721
2.067 GHz,-5.720
2.067 GHz,-5.720
2.068 GHz,-5.719
2.068 GHz,-5.718
2.068 GHz,-5.718
2.068 GHz,-5.717
2.069 GHz,-5.717
2.069 GHz,-5.716
2.069 GHz,-5.716
2.070 GHz,-5.715
2.070 GHz,-5.715
2.070 GHz,-5.714
2.070 GHz,-5.714
2.071 GHz,-5.713
2.071 GHz,-5.713
2.071 GHz,-5.712
2.072 GHz,-5.712
2.072 GHz,-5.712
2.072 GHz,-5.711
2.072 GHz,-5.711
2.073 GHz,-5.711
2.073 GHz,-5.710
2.073 GHz,-5.710
2.074 GHz,-5.710
2.074 GHz,-5.710
2.074 GHz,-5.709
2.074 GHz,-5.709
2.075 GHz,-5.709
2.075 GHz,-5.708
2.075 GHz,-5.708
2.075 GHz,-5.708
2.076 GHz,-5.708
2.076 GHz,-5.707
2.076 GHz,-5.707
2.077 GHz,-5.707
2.077 GHz,-5.707
2.077 GHz,-5.706
2.077 GHz,-5.706
2.078 GHz,-5.706
2.078 GHz,-5.705
2.078 GHz,-5.705
2.079 GHz,-5.705
2.079 GHz,-5.704
2.079 GHz,-5.704
2.079 GHz,-5.703
2.080 GHz,-5.703
2.080 GHz,-5.703
2.080 GHz,-5.702
2.081 GHz,-5.702
2.081 GHz,-5.701
2.081 GHz,-5.700
2.081 GHz,-5.700
2.082 GHz,-5.699
2.082 GHz,-5.699
2.082 GHz,-5.698
2.083 GHz,-5.698
2.083 GHz,-5.697
2.083 GHz,-5.696
2.083 GHz,-5.696
2.084 GHz,-5.695
2.084 GHz,-5.694
2.084 GHz,-5.694
2.084 GHz,-5.693
2.085 GHz,-5.692
2.085 GHz,-5.692
2.085 GHz,-5.691
2.086 GHz,-5.690
2.086 GHz,-5.690
2.086 GHz,-5.689
2.086 GHz,-5.688
2.087 GHz,-5.688
2.087 GHz,-5.687
2.087 GHz,-5.686
2.088 GHz,-5.686
2.088 GHz,-5.685
2.088 GHz,-5.684
2.088 GHz,-5.683
2.089 GHz,-5.683
2.089 GHz,-5.682
2.089 GHz,-5.681
2.090 GHz,-5.681
2.090 GHz,-5.680
2.090 GHz,-5.680
2.090 GHz,-5.679
2.091 GHz,-5.678
2.091 GHz,-5.678
2.091 GHz,-5.677
2.092 GHz,-5.676
2.092 GHz,-5.676
2.092 GHz,-5.675
2.092 GHz,-5.674
2.093 GHz,-5.674
2.093 GHz,-5.673
2.093 GHz,-5.673
2.094 GHz,-5.672
2.094 GHz,-5.671
2.094 GHz,-5.671
2.094 GHz,-5.670
2.095 GHz,-5.669
2.095 GHz,-5.669
2.095 GHz,-5.668
2.095 GHz,-5.667
2.096 GHz,-5.667
2.096 GHz,-5.666
2.096 GHz,-5.666
2.097 GHz,-5.665
2.097 GHz,-5.664
2.097 GHz,-5.664
2.097 GHz,-5.663
2.098 GHz,-5.662
2.098 GHz,-5.662
2.098 GHz,-5.661
2.099 GHz,-5.660
2.099 GHz,-5.660
2.099 GHz,-5.659
2.099 GHz,-5.659
2.100 GHz,-5.658
2.100 GHz,-5.657
2.100 GHz,-5.657
2.101 GHz,-5.656
2.101 GHz,-5.656
2.101 GHz,-5.655
2.101 GHz,-5.654
2.102 GHz,-5.654
2.102 GHz,-5.653
2.102 GHz,-5.652
2.103 GHz,-5.652
2.103 GHz,-5.651
2.103 GHz,-5.651
2.103 GHz,-5.650
2.104 GHz,-5.649
2.104 GHz,-5.649
2.104 GHz,-5.648
2.104 GHz,-5.647
2.105 GHz,-5.647
2.105 GHz,-5.646
2.105 GHz,-5.646
2.106 GHz,-5.645
2.106 GHz,-5.644
2.106 GHz,-5.644
2.106 GHz,-5.643
2.107 GHz,-5.643
2.107 GHz,-5.642
2.107 GHz,-5.641
2.108 GHz,-5.641
2.108 GHz,-5.640
2.108 GHz,-5.640
2.108 GHz,-5.639
2.109 GHz,-5.639
