"freq
References : ['dBm(Vf)']
Dependency : [freq]
Num. Points : [1]
Matrix Size : scalar
Type : Real","dBm(Vf)
References : []
Dependency : [freq]
Num. Points : [2001]
Matrix Size : scalar
Type : Real"
5.300 GHz,-132.327
5.305 GHz,-130.696
5.310 GHz,-132.084
5.315 GHz,-129.787
5.320 GHz,-131.885
5.325 GHz,-129.746
5.330 GHz,-131.722
5.335 GHz,-125.375
5.340 GHz,-132.152
5.345 GHz,-129.685
5.350 GHz,-131.419
5.355 GHz,-129.677
5.360 GHz,-131.241
5.365 GHz,-129.161
5.370 GHz,-129.532
5.375 GHz,-129.620
5.380 GHz,-130.910
5.385 GHz,-129.559
5.390 GHz,-130.727
5.395 GHz,-129.540
5.400 GHz,-133.621
5.405 GHz,-129.464
5.410 GHz,-130.381
5.415 GHz,-129.421
5.420 GHz,-130.212
5.425 GHz,-129.388
5.430 GHz,-129.559
5.435 GHz,-128.956
5.440 GHz,-129.826
5.445 GHz,-129.241
5.450 GHz,-129.625
5.455 GHz,-129.155
5.460 GHz,-129.405
5.465 GHz,-129.088
5.470 GHz,-129.194
5.475 GHz,-129.012
5.480 GHz,-129.030
5.485 GHz,-128.988
5.490 GHz,-128.801
5.495 GHz,-129.598
5.500 GHz,-128.559
5.505 GHz,-128.791
5.510 GHz,-128.346
5.515 GHz,-128.650
5.520 GHz,-128.115
5.525 GHz,-128.240
5.530 GHz,-128.101
5.535 GHz,-128.409
5.540 GHz,-127.670
5.545 GHz,-128.334
5.550 GHz,-127.496
5.555 GHz,-128.290
5.560 GHz,-127.989
5.565 GHz,-128.130
5.570 GHz,-126.920
5.575 GHz,-127.942
5.580 GHz,-126.624
5.585 GHz,-127.740
5.590 GHz,-125.528
5.595 GHz,-127.108
5.600 GHz,-126.080
5.605 GHz,-127.447
5.610 GHz,-125.841
5.615 GHz,-127.330
5.620 GHz,-125.569
5.625 GHz,-128.391
5.630 GHz,-125.265
5.635 GHz,-126.956
5.640 GHz,-124.888
5.645 GHz,-126.697
5.650 GHz,-124.565
5.655 GHz,-122.301
5.660 GHz,-124.436
5.665 GHz,-126.241
5.670 GHz,-123.912
5.675 GHz,-126.047
5.680 GHz,-123.648
5.685 GHz,-126.798
5.690 GHz,-122.352
5.695 GHz,-125.576
5.700 GHz,-122.798
5.705 GHz,-125.284
5.710 GHz,-122.356
5.715 GHz,-124.875
5.720 GHz,-122.071
5.725 GHz,-124.652
5.730 GHz,-121.507
5.735 GHz,-124.319
5.740 GHz,-121.095
5.745 GHz,-124.062
5.750 GHz,-120.963
5.755 GHz,-123.740
5.760 GHz,-120.110
5.765 GHz,-123.328
5.770 GHz,-119.520
5.775 GHz,-122.879
5.780 GHz,-118.850
5.785 GHz,-122.079
5.790 GHz,-118.307
5.795 GHz,-122.001
5.800 GHz,-117.709
5.805 GHz,-121.564
5.810 GHz,-117.058
5.815 GHz,-121.209
5.820 GHz,-116.312
5.825 GHz,-120.608
5.830 GHz,-115.440
5.835 GHz,-120.095
5.840 GHz,-114.490
5.845 GHz,-119.645
5.850 GHz,-113.326
5.855 GHz,-118.968
5.860 GHz,-112.396
5.865 GHz,-118.351
5.870 GHz,-111.180
5.875 GHz,-117.927
5.880 GHz,-109.793
5.885 GHz,-117.498
5.890 GHz,-108.033
5.895 GHz,-117.848
5.900 GHz,-105.962
5.905 GHz,-119.840
5.910 GHz,-103.861
5.915 GHz,-129.829
5.920 GHz,-100.283
5.925 GHz,-106.137
5.930 GHz,-98.261
5.935 GHz,-90.052
5.940 GHz,-40.581
5.945 GHz,-27.609
5.950 GHz,-94.351
5.955 GHz,-97.580
5.960 GHz,-106.490
5.965 GHz,-99.359
5.970 GHz,-118.894
5.975 GHz,-102.991
5.980 GHz,-113.630
5.985 GHz,-105.885
5.990 GHz,-113.360
5.995 GHz,-108.145
6.000 GHz,-113.844
6.005 GHz,-110.174
6.010 GHz,-114.429
6.015 GHz,-111.527
6.020 GHz,-115.220
6.025 GHz,-112.839
6.030 GHz,-115.895
6.035 GHz,-113.915
6.040 GHz,-116.734
6.045 GHz,-114.980
6.050 GHz,-117.227
6.055 GHz,-115.854
6.060 GHz,-117.886
6.065 GHz,-116.709
6.070 GHz,-118.497
6.075 GHz,-117.381
6.080 GHz,-119.008
6.085 GHz,-118.126
6.090 GHz,-119.460
6.095 GHz,-118.726
6.100 GHz,-119.848
6.105 GHz,-119.331
6.110 GHz,-120.368
6.115 GHz,-119.807
6.120 GHz,-120.862
6.125 GHz,-120.299
6.130 GHz,-121.351
6.135 GHz,-120.842
6.140 GHz,-121.744
6.145 GHz,-121.223
6.150 GHz,-122.067
6.155 GHz,-121.663
6.160 GHz,-122.361
6.165 GHz,-121.988
6.170 GHz,-122.671
6.175 GHz,-122.400
6.180 GHz,-123.073
6.185 GHz,-122.690
6.190 GHz,-123.305
6.195 GHz,-123.035
6.200 GHz,-124.044
6.205 GHz,-123.232
6.210 GHz,-124.085
6.215 GHz,-123.688
6.220 GHz,-124.310
6.225 GHz,-123.962
6.230 GHz,-124.017
6.235 GHz,-124.334
6.240 GHz,-124.836
6.245 GHz,-124.459
6.250 GHz,-125.150
6.255 GHz,-124.679
6.260 GHz,-125.631
6.265 GHz,-125.036
6.270 GHz,-125.701
6.275 GHz,-125.180
6.280 GHz,-125.910
6.285 GHz,-125.444
6.290 GHz,-126.030
6.295 GHz,-125.159
6.300 GHz,-126.328
6.305 GHz,-125.836
6.310 GHz,-126.553
6.315 GHz,-125.966
6.320 GHz,-126.860
6.325 GHz,-126.459
6.330 GHz,-126.842
6.335 GHz,-125.833
6.340 GHz,-127.265
6.345 GHz,-126.578
6.350 GHz,-127.410
6.355 GHz,-126.774
6.360 GHz,-127.842
6.365 GHz,-126.952
6.370 GHz,-127.777
6.375 GHz,-127.028
6.380 GHz,-128.011
6.385 GHz,-127.139
6.390 GHz,-128.536
6.395 GHz,-127.254
6.400 GHz,-128.416
6.405 GHz,-127.483
6.410 GHz,-128.575
6.415 GHz,-127.678
6.420 GHz,-128.394
6.425 GHz,-127.633
6.430 GHz,-128.884
6.435 GHz,-127.911
6.440 GHz,-129.049
6.445 GHz,-127.982
6.450 GHz,-129.329
6.455 GHz,-128.314
6.460 GHz,-129.395
6.465 GHz,-128.234
6.470 GHz,-129.599
6.475 GHz,-128.411
6.480 GHz,-129.691
6.485 GHz,-129.214
6.490 GHz,-129.775
6.495 GHz,-128.653
6.500 GHz,-129.995
6.505 GHz,-128.708
6.510 GHz,-130.189
6.515 GHz,-128.429
6.520 GHz,-133.320
6.525 GHz,-128.883
6.530 GHz,-130.502
6.535 GHz,-129.032
6.540 GHz,-130.625
6.545 GHz,-129.190
6.550 GHz,-130.705
6.555 GHz,-129.281
6.560 GHz,-130.877
6.565 GHz,-129.328
6.570 GHz,-131.018
6.575 GHz,-129.373
6.580 GHz,-131.293
6.585 GHz,-129.947
6.590 GHz,-131.315
6.595 GHz,-129.576
6.600 GHz,-131.462
6.605 GHz,-129.703
6.610 GHz,-131.462
6.615 GHz,-128.854
6.620 GHz,-131.692
6.625 GHz,-129.863
6.630 GHz,-131.799
6.635 GHz,-129.906
6.640 GHz,-131.982
6.645 GHz,-129.846
6.650 GHz,-132.028
6.655 GHz,-130.055
6.660 GHz,-132.223
6.665 GHz,-130.175
6.670 GHz,-132.295
6.675 GHz,-130.430
6.680 GHz,-131.786
6.685 GHz,-130.344
6.690 GHz,-132.521
6.695 GHz,-130.365
6.700 GHz,-132.677
6.705 GHz,-130.408
6.710 GHz,-133.920
6.715 GHz,-130.458
6.720 GHz,-132.940
6.725 GHz,-130.571
6.730 GHz,-133.019
6.735 GHz,-130.669
6.740 GHz,-133.239
6.745 GHz,-130.909
6.750 GHz,-133.198
6.755 GHz,-130.788
6.760 GHz,-133.329
6.765 GHz,-130.806
6.770 GHz,-133.489
6.775 GHz,-129.357
6.780 GHz,-133.594
6.785 GHz,-130.950
6.790 GHz,-133.706
6.795 GHz,-131.065
6.800 GHz,-133.698
6.805 GHz,-132.899
6.810 GHz,-133.412
6.815 GHz,-131.187
6.820 GHz,-133.933
6.825 GHz,-131.149
6.830 GHz,-134.242
6.835 GHz,-130.132
6.840 GHz,-123.409
6.845 GHz,-131.252
6.850 GHz,-134.343
6.855 GHz,-131.394
6.860 GHz,-134.370
6.865 GHz,-131.497
6.870 GHz,-130.925
6.875 GHz,-131.557
6.880 GHz,-134.521
6.885 GHz,-131.526
6.890 GHz,-134.665
6.895 GHz,-131.520
6.900 GHz,-136.509
6.905 GHz,-131.853
6.910 GHz,-134.923
6.915 GHz,-131.672
6.920 GHz,-134.999
6.925 GHz,-131.796
6.930 GHz,-134.840
6.935 GHz,-132.137
6.940 GHz,-135.117
6.945 GHz,-131.867
6.950 GHz,-135.171
6.955 GHz,-131.826
6.960 GHz,-135.433
6.965 GHz,-130.730
6.970 GHz,-135.047
6.975 GHz,-131.789
6.980 GHz,-135.578
6.985 GHz,-131.975
6.990 GHz,-135.591
6.995 GHz,-132.377
7.000 GHz,-135.075
7.005 GHz,-132.197
7.010 GHz,-135.672
7.015 GHz,-132.132
7.020 GHz,-135.837
7.025 GHz,-132.087
7.030 GHz,-134.920
7.035 GHz,-132.107
7.040 GHz,-136.079
7.045 GHz,-132.280
7.050 GHz,-136.128
7.055 GHz,-132.419
7.060 GHz,-138.007
7.065 GHz,-133.054
7.070 GHz,-136.195
7.075 GHz,-132.417
7.080 GHz,-136.245
7.085 GHz,-132.363
7.090 GHz,-136.241
7.095 GHz,-130.462
7.100 GHz,-136.445
7.105 GHz,-132.471
7.110 GHz,-136.637
7.115 GHz,-132.637
7.120 GHz,-136.537
7.125 GHz,-121.497
7.130 GHz,-138.018
7.135 GHz,-132.721
7.140 GHz,-136.644
7.145 GHz,-132.638
7.150 GHz,-136.832
7.155 GHz,-130.537
7.160 GHz,-143.421
7.165 GHz,-132.656
7.170 GHz,-137.054
7.175 GHz,-132.806
7.180 GHz,-137.055
7.185 GHz,-133.032
7.190 GHz,-134.336
7.195 GHz,-133.006
7.200 GHz,-137.076
7.205 GHz,-132.912
7.210 GHz,-137.110
7.215 GHz,-132.803
7.220 GHz,-136.613
7.225 GHz,-132.636
7.230 GHz,-137.547
7.235 GHz,-133.655
7.240 GHz,-137.494
7.245 GHz,-133.139
7.250 GHz,-137.575
7.255 GHz,-134.662
7.260 GHz,-137.559
7.265 GHz,-133.179
7.270 GHz,-137.391
7.275 GHz,-133.066
7.280 GHz,-137.636
7.285 GHz,-132.461
7.290 GHz,-137.361
7.295 GHz,-133.101
7.300 GHz,-137.784
7.305 GHz,-133.272
7.310 GHz,-137.741
7.315 GHz,-132.952
7.320 GHz,-139.354
7.325 GHz,-133.419
7.330 GHz,-137.698
7.335 GHz,-133.322
7.340 GHz,-137.720
7.345 GHz,-133.194
7.350 GHz,-134.597
7.355 GHz,-133.245
7.360 GHz,-137.921
7.365 GHz,-133.388
7.370 GHz,-138.060
7.375 GHz,-133.275
7.380 GHz,-137.389
7.385 GHz,-133.774
7.390 GHz,-138.020
7.395 GHz,-133.573
7.400 GHz,-137.828
7.405 GHz,-133.423
7.410 GHz,-142.133
7.415 GHz,-135.584
7.420 GHz,-137.837
7.425 GHz,-133.496
7.430 GHz,-138.184
7.435 GHz,-133.690
7.440 GHz,-138.116
7.445 GHz,-137.737
7.450 GHz,-138.104
7.455 GHz,-133.794
7.460 GHz,-137.962
7.465 GHz,-133.660
7.470 GHz,-137.939
7.475 GHz,-132.667
7.480 GHz,-137.378
7.485 GHz,-133.633
7.490 GHz,-138.113
7.495 GHz,-133.765
7.500 GHz,-138.253
7.505 GHz,-134.055
7.510 GHz,-141.803
7.515 GHz,-133.969
7.520 GHz,-138.088
7.525 GHz,-133.913
7.530 GHz,-137.849
7.535 GHz,-133.676
7.540 GHz,-136.044
7.545 GHz,-133.591
7.550 GHz,-137.863
7.555 GHz,-133.842
7.560 GHz,-138.159
7.565 GHz,-134.087
7.570 GHz,-137.745
7.575 GHz,-133.848
7.580 GHz,-138.202
7.585 GHz,-134.126
7.590 GHz,-137.782
7.595 GHz,-133.958
7.600 GHz,-137.669
7.605 GHz,-136.526
7.610 GHz,-137.373
7.615 GHz,-133.937
7.620 GHz,-138.359
7.625 GHz,-138.609
7.630 GHz,-138.001
7.635 GHz,-133.257
7.640 GHz,-138.898
7.645 GHz,-134.282
7.650 GHz,-137.684
7.655 GHz,-134.203
7.660 GHz,-137.340
7.665 GHz,-133.770
7.670 GHz,-137.986
7.675 GHz,-134.093
7.680 GHz,-137.380
7.685 GHz,-134.145
7.690 GHz,-137.649
7.695 GHz,-134.466
7.700 GHz,-129.623
7.705 GHz,-133.786
7.710 GHz,-137.525
7.715 GHz,-134.402
7.720 GHz,-137.106
7.725 GHz,-134.179
7.730 GHz,-128.065
7.735 GHz,-123.403
7.740 GHz,-136.853
7.745 GHz,-134.194
7.750 GHz,-137.095
7.755 GHz,-134.412
7.760 GHz,-137.286
7.765 GHz,-132.309
7.770 GHz,-137.308
7.775 GHz,-134.553
7.780 GHz,-136.788
7.785 GHz,-134.433
7.790 GHz,-136.419
7.795 GHz,-135.797
7.800 GHz,-135.418
7.805 GHz,-134.334
7.810 GHz,-136.434
7.815 GHz,-134.401
7.820 GHz,-136.686
7.825 GHz,-134.814
7.830 GHz,-136.317
7.835 GHz,-134.575
7.840 GHz,-136.416
7.845 GHz,-134.647
7.850 GHz,-135.991
7.855 GHz,-134.311
7.860 GHz,-138.664
7.865 GHz,-134.627
7.870 GHz,-135.727
7.875 GHz,-134.425
7.880 GHz,-135.912
7.885 GHz,-134.774
7.890 GHz,-135.193
7.895 GHz,-132.993
7.900 GHz,-135.875
7.905 GHz,-134.770
7.910 GHz,-135.513
7.915 GHz,-134.617
7.920 GHz,-134.923
7.925 GHz,-135.661
7.930 GHz,-135.018
7.935 GHz,-134.518
7.940 GHz,-135.084
7.945 GHz,-134.598
7.950 GHz,-135.330
7.955 GHz,-136.745
7.960 GHz,-134.422
7.965 GHz,-134.773
7.970 GHz,-134.933
7.975 GHz,-134.828
7.980 GHz,-134.501
7.985 GHz,-133.196
7.990 GHz,-138.446
7.995 GHz,-134.726
8.000 GHz,-134.245
8.005 GHz,-134.576
8.010 GHz,-134.346
8.015 GHz,-135.117
8.020 GHz,-118.444
8.025 GHz,-134.850
8.030 GHz,-134.179
8.035 GHz,-134.917
8.040 GHz,-133.870
8.045 GHz,-134.721
8.050 GHz,-137.390
8.055 GHz,-137.001
8.060 GHz,-133.440
8.065 GHz,-134.633
8.070 GHz,-133.399
8.075 GHz,-134.723
8.080 GHz,-133.690
8.085 GHz,-131.403
8.090 GHz,-133.270
8.095 GHz,-134.884
8.100 GHz,-133.133
8.105 GHz,-134.916
8.110 GHz,-132.683
8.115 GHz,-133.625
8.120 GHz,-133.067
8.125 GHz,-134.782
8.130 GHz,-132.452
8.135 GHz,-134.654
8.140 GHz,-132.509
8.145 GHz,-135.809
8.150 GHz,-130.775
8.155 GHz,-134.695
8.160 GHz,-132.240
8.165 GHz,-134.963
8.170 GHz,-131.894
8.175 GHz,-134.614
8.180 GHz,-131.523
8.185 GHz,-135.135
8.190 GHz,-131.531
8.195 GHz,-134.655
8.200 GHz,-131.425
8.205 GHz,-134.735
8.210 GHz,-133.182
8.215 GHz,-134.420
8.220 GHz,-131.195
8.225 GHz,-134.869
8.230 GHz,-131.043
8.235 GHz,-134.887
8.240 GHz,-130.401
8.245 GHz,-131.583
8.250 GHz,-130.622
8.255 GHz,-134.724
8.260 GHz,-130.504
8.265 GHz,-134.914
8.270 GHz,-130.361
8.275 GHz,-136.915
8.280 GHz,-129.991
8.285 GHz,-134.659
8.290 GHz,-129.988
8.295 GHz,-134.853
8.300 GHz,-129.700
8.305 GHz,-135.698
8.310 GHz,-125.248
8.315 GHz,-134.816
8.320 GHz,-129.274
8.325 GHz,-134.521
8.330 GHz,-129.135
8.335 GHz,-134.661
8.340 GHz,-124.644
8.345 GHz,-134.231
8.350 GHz,-128.807
8.355 GHz,-134.672
8.360 GHz,-128.610
8.365 GHz,-134.727
8.370 GHz,-127.144
8.375 GHz,-135.265
8.380 GHz,-128.144
8.385 GHz,-134.458
8.390 GHz,-127.892
8.395 GHz,-134.332
8.400 GHz,-128.029
8.405 GHz,-137.186
8.410 GHz,-127.492
8.415 GHz,-134.380
8.420 GHz,-127.366
8.425 GHz,-134.503
8.430 GHz,-127.046
8.435 GHz,-131.846
8.440 GHz,-126.980
8.445 GHz,-134.361
8.450 GHz,-126.583
8.455 GHz,-134.105
8.460 GHz,-126.393
8.465 GHz,-134.243
8.470 GHz,-126.328
8.475 GHz,-133.978
8.480 GHz,-125.953
8.485 GHz,-134.177
8.490 GHz,-125.697
8.495 GHz,-134.177
8.500 GHz,-124.302
8.505 GHz,-134.227
8.510 GHz,-125.145
8.515 GHz,-133.853
8.520 GHz,-124.875
8.525 GHz,-134.456
8.530 GHz,-124.998
8.535 GHz,-133.943
8.540 GHz,-124.365
8.545 GHz,-133.703
8.550 GHz,-124.125
8.555 GHz,-133.759
8.560 GHz,-123.872
8.565 GHz,-133.935
8.570 GHz,-123.541
8.575 GHz,-133.503
8.580 GHz,-123.185
8.585 GHz,-133.259
8.590 GHz,-122.922
8.595 GHz,-127.438
8.600 GHz,-122.608
8.605 GHz,-133.093
8.610 GHz,-122.295
8.615 GHz,-133.187
8.620 GHz,-121.946
8.625 GHz,-127.836
8.630 GHz,-121.950
8.635 GHz,-133.034
8.640 GHz,-121.227
8.645 GHz,-132.716
8.650 GHz,-120.956
8.655 GHz,-133.946
8.660 GHz,-121.784
8.665 GHz,-132.394
8.670 GHz,-120.094
8.675 GHz,-132.441
8.680 GHz,-119.722
8.685 GHz,-132.441
8.690 GHz,-118.704
8.695 GHz,-131.904
8.700 GHz,-118.848
8.705 GHz,-132.101
8.710 GHz,-118.365
8.715 GHz,-131.849
8.720 GHz,-117.914
8.725 GHz,-132.451
8.730 GHz,-117.385
8.735 GHz,-131.704
8.740 GHz,-116.888
8.745 GHz,-131.779
8.750 GHz,-116.321
8.755 GHz,-132.546
8.760 GHz,-115.752
8.765 GHz,-131.737
8.770 GHz,-115.094
8.775 GHz,-131.635
8.780 GHz,-114.426
8.785 GHz,-130.664
8.790 GHz,-113.758
8.795 GHz,-131.988
8.800 GHz,-112.950
8.805 GHz,-132.643
8.810 GHz,-112.122
8.815 GHz,-133.861
8.820 GHz,-111.259
8.825 GHz,-135.088
8.830 GHz,-110.190
8.835 GHz,-136.295
8.840 GHz,-109.050
8.845 GHz,-134.470
8.850 GHz,-107.623
8.855 GHz,-128.517
8.860 GHz,-106.321
8.865 GHz,-122.253
8.870 GHz,-104.645
8.875 GHz,-115.845
8.880 GHz,-102.666
8.885 GHz,-109.286
8.890 GHz,-100.554
8.895 GHz,-100.567
8.900 GHz,-101.078
8.905 GHz,-90.487
8.910 GHz,-74.036
8.915 GHz,-23.031
8.920 GHz,-62.066
8.925 GHz,-93.335
8.930 GHz,-120.956
8.935 GHz,-97.364
8.940 GHz,-105.033
8.945 GHz,-102.428
8.950 GHz,-105.326
8.955 GHz,-106.502
8.960 GHz,-106.401
8.965 GHz,-109.523
8.970 GHz,-107.597
8.975 GHz,-112.030
8.980 GHz,-108.460
8.985 GHz,-113.949
8.990 GHz,-109.706
8.995 GHz,-115.613
9.000 GHz,-110.605
9.005 GHz,-116.982
9.010 GHz,-111.397
9.015 GHz,-118.283
9.020 GHz,-112.200
9.025 GHz,-119.432
9.030 GHz,-112.920
9.035 GHz,-120.520
9.040 GHz,-113.599
9.045 GHz,-121.697
9.050 GHz,-114.159
9.055 GHz,-122.278
9.060 GHz,-114.677
9.065 GHz,-122.978
9.070 GHz,-115.198
9.075 GHz,-123.431
9.080 GHz,-115.655
9.085 GHz,-124.290
9.090 GHz,-116.164
9.095 GHz,-124.930
9.100 GHz,-116.603
9.105 GHz,-125.291
9.110 GHz,-117.120
9.115 GHz,-126.061
9.120 GHz,-117.377
9.125 GHz,-126.535
9.130 GHz,-117.728
9.135 GHz,-126.910
9.140 GHz,-117.596
9.145 GHz,-127.367
9.150 GHz,-118.434
9.155 GHz,-127.737
9.160 GHz,-118.805
9.165 GHz,-128.331
9.170 GHz,-119.180
9.175 GHz,-128.481
9.180 GHz,-119.374
9.185 GHz,-128.935
9.190 GHz,-119.624
9.195 GHz,-129.153
9.200 GHz,-121.212
9.205 GHz,-138.999
9.210 GHz,-120.149
9.215 GHz,-129.722
9.220 GHz,-120.454
9.225 GHz,-130.056
9.230 GHz,-120.740
9.235 GHz,-137.450
9.240 GHz,-120.968
9.245 GHz,-130.629
9.250 GHz,-121.134
9.255 GHz,-130.852
9.260 GHz,-121.339
9.265 GHz,-130.281
9.270 GHz,-121.577
9.275 GHz,-131.226
9.280 GHz,-121.792
9.285 GHz,-131.407
9.290 GHz,-122.022
9.295 GHz,-131.666
9.300 GHz,-122.538
9.305 GHz,-132.158
9.310 GHz,-122.387
9.315 GHz,-132.119
9.320 GHz,-122.526
9.325 GHz,-132.129
9.330 GHz,-122.322
9.335 GHz,-132.457
9.340 GHz,-122.897
9.345 GHz,-132.470
9.350 GHz,-123.117
9.355 GHz,-132.718
9.360 GHz,-123.284
9.365 GHz,-132.370
9.370 GHz,-123.457
9.375 GHz,-133.072
9.380 GHz,-123.556
9.385 GHz,-133.172
9.390 GHz,-123.706
9.395 GHz,-134.938
9.400 GHz,-123.822
9.405 GHz,-133.357
9.410 GHz,-124.053
9.415 GHz,-133.468
9.420 GHz,-124.212
9.425 GHz,-132.942
9.430 GHz,-124.518
9.435 GHz,-133.778
9.440 GHz,-124.452
9.445 GHz,-133.964
9.450 GHz,-124.549
9.455 GHz,-133.473
9.460 GHz,-124.527
9.465 GHz,-134.139
9.470 GHz,-124.837
9.475 GHz,-134.116
9.480 GHz,-125.012
9.485 GHz,-134.358
9.490 GHz,-122.613
9.495 GHz,-134.071
9.500 GHz,-125.246
9.505 GHz,-134.570
9.510 GHz,-125.310
9.515 GHz,-134.592
9.520 GHz,-123.522
9.525 GHz,-131.818
9.530 GHz,-125.531
9.535 GHz,-134.695
9.540 GHz,-125.704
9.545 GHz,-134.784
9.550 GHz,-126.031
9.555 GHz,-135.416
9.560 GHz,-125.965
9.565 GHz,-135.034
9.570 GHz,-125.994
9.575 GHz,-135.154
9.580 GHz,-126.069
9.585 GHz,-136.685
9.590 GHz,-126.067
9.595 GHz,-135.236
9.600 GHz,-126.316
9.605 GHz,-135.209
9.610 GHz,-126.458
9.615 GHz,-135.380
9.620 GHz,-126.917
9.625 GHz,-135.362
9.630 GHz,-126.624
9.635 GHz,-135.579
9.640 GHz,-126.669
9.645 GHz,-135.533
9.650 GHz,-126.910
9.655 GHz,-135.801
9.660 GHz,-126.860
9.665 GHz,-135.616
9.670 GHz,-127.006
9.675 GHz,-135.720
9.680 GHz,-126.782
9.685 GHz,-135.110
9.690 GHz,-127.193
9.695 GHz,-135.920
9.700 GHz,-127.217
9.705 GHz,-135.979
9.710 GHz,-127.195
9.715 GHz,-136.353
9.720 GHz,-127.348
9.725 GHz,-136.007
9.730 GHz,-127.496
9.735 GHz,-136.003
9.740 GHz,-127.612
9.745 GHz,-138.354
9.750 GHz,-127.738
9.755 GHz,-136.166
9.760 GHz,-127.725
9.765 GHz,-136.317
9.770 GHz,-127.759
9.775 GHz,-134.540
9.780 GHz,-129.070
9.785 GHz,-136.399
9.790 GHz,-127.936
9.795 GHz,-136.300
9.800 GHz,-128.060
9.805 GHz,-136.013
9.810 GHz,-125.134
9.815 GHz,-136.488
9.820 GHz,-128.187
9.825 GHz,-136.585
9.830 GHz,-128.208
9.835 GHz,-136.581
9.840 GHz,-128.355
9.845 GHz,-137.516
9.850 GHz,-128.339
9.855 GHz,-136.579
9.860 GHz,-128.468
9.865 GHz,-136.629
9.870 GHz,-128.494
9.875 GHz,-135.243
9.880 GHz,-128.636
9.885 GHz,-136.790
9.890 GHz,-128.633
9.895 GHz,-136.884
9.900 GHz,-128.662
9.905 GHz,-136.257
9.910 GHz,-128.664
9.915 GHz,-136.901
9.920 GHz,-128.837
9.925 GHz,-136.848
9.930 GHz,-128.940
9.935 GHz,-137.819
9.940 GHz,-128.882
9.945 GHz,-138.321
9.950 GHz,-129.029
9.955 GHz,-137.078
9.960 GHz,-129.013
9.965 GHz,-137.022
9.970 GHz,-129.916
9.975 GHz,-137.243
9.980 GHz,-129.169
9.985 GHz,-137.078
9.990 GHz,-129.283
9.995 GHz,-137.150
10.00 GHz,-129.032
